sigma,filename,beam_width,func,heuristic,length,time_s,feasible
sigma-2,mglcs_3_200_2_5.txt,5,beam_search_glcs,h5,10,0.0010,True
sigma-2,mglcs_3_200_2_5.txt,5,imbs_glcs,h5,24,0.1110,True
sigma-2,mglcs_3_200_2_5.txt,10,beam_search_glcs,h5,10,0.0010,True
sigma-2,mglcs_3_200_2_5.txt,10,imbs_glcs,h5,24,0.1382,True
sigma-2,mglcs_3_200_2_5.txt,20,beam_search_glcs,h5,10,0.0010,True
sigma-2,mglcs_3_200_2_5.txt,20,imbs_glcs,h5,24,0.1651,True
sigma-2,mglcs_3_200_2_5.txt,50,beam_search_glcs,h5,10,0.0000,True
sigma-2,mglcs_3_200_2_5.txt,50,imbs_glcs,h5,24,0.1849,True
sigma-2,mglcs_3_200_2_5.txt,100,beam_search_glcs,h5,10,0.0022,True
sigma-2,mglcs_3_200_2_5.txt,100,imbs_glcs,h5,24,0.1840,True
sigma-2,mglcs_3_200_2_5.txt,250,beam_search_glcs,h5,10,0.0010,True
sigma-2,mglcs_3_200_2_5.txt,250,imbs_glcs,h5,24,0.1793,True
sigma-2,mglcs_3_200_2_5.txt,500,beam_search_glcs,h5,10,0.0010,True
sigma-2,mglcs_3_200_2_5.txt,500,imbs_glcs,h5,24,0.1797,True
sigma-2,mglcs_3_200_2_5.txt,5,beam_search_glcs,h8,10,0.0070,True
sigma-2,mglcs_3_200_2_5.txt,5,imbs_glcs,h8,24,0.0934,True
sigma-2,mglcs_3_200_2_5.txt,10,beam_search_glcs,h8,10,0.0062,True
sigma-2,mglcs_3_200_2_5.txt,10,imbs_glcs,h8,24,0.1248,True
sigma-2,mglcs_3_200_2_5.txt,20,beam_search_glcs,h8,10,0.0054,True
sigma-2,mglcs_3_200_2_5.txt,20,imbs_glcs,h8,24,0.1428,True
sigma-2,mglcs_3_200_2_5.txt,50,beam_search_glcs,h8,10,0.0060,True
sigma-2,mglcs_3_200_2_5.txt,50,imbs_glcs,h8,24,0.1581,True
sigma-2,mglcs_3_200_2_5.txt,100,beam_search_glcs,h8,10,0.0061,True
sigma-2,mglcs_3_200_2_5.txt,100,imbs_glcs,h8,24,0.1576,True
sigma-2,mglcs_3_200_2_5.txt,250,beam_search_glcs,h8,10,0.0054,True
sigma-2,mglcs_3_200_2_5.txt,250,imbs_glcs,h8,24,0.1594,True
sigma-2,mglcs_3_200_2_5.txt,500,beam_search_glcs,h8,10,0.0070,True
sigma-2,mglcs_3_200_2_5.txt,500,imbs_glcs,h8,24,0.1586,True
sigma-2,mglcs_3_200_2_6.txt,5,beam_search_glcs,h1,14,0.0020,True
sigma-2,mglcs_3_200_2_6.txt,5,imbs_glcs,h1,31,0.1236,True
sigma-2,mglcs_3_200_2_6.txt,10,beam_search_glcs,h1,14,0.0030,True
sigma-2,mglcs_3_200_2_6.txt,10,imbs_glcs,h1,31,0.1697,True
sigma-2,mglcs_3_200_2_6.txt,20,beam_search_glcs,h1,14,0.0015,True
sigma-2,mglcs_3_200_2_6.txt,20,imbs_glcs,h1,31,0.1926,True
sigma-2,mglcs_3_200_2_6.txt,50,beam_search_glcs,h1,14,0.0021,True
sigma-2,mglcs_3_200_2_6.txt,50,imbs_glcs,h1,31,0.1998,True
sigma-2,mglcs_3_200_2_6.txt,100,beam_search_glcs,h1,14,0.0020,True
sigma-2,mglcs_3_200_2_6.txt,100,imbs_glcs,h1,31,0.1947,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h1,14,0.0020,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h1,31,0.1975,True
sigma-2,mglcs_3_200_2_6.txt,500,beam_search_glcs,h1,14,0.0021,True
sigma-2,mglcs_3_200_2_6.txt,500,imbs_glcs,h1,31,0.1980,True
sigma-2,mglcs_3_200_2_6.txt,5,beam_search_glcs,h2,14,0.0020,True
sigma-2,mglcs_3_200_2_6.txt,5,imbs_glcs,h2,23,0.1072,True
sigma-2,mglcs_3_200_2_6.txt,10,beam_search_glcs,h2,14,0.0021,True
sigma-2,mglcs_3_200_2_6.txt,10,imbs_glcs,h2,31,0.1683,True
sigma-2,mglcs_3_200_2_6.txt,20,beam_search_glcs,h2,14,0.0023,True
sigma-2,mglcs_3_200_2_6.txt,20,imbs_glcs,h2,31,0.2034,True
sigma-2,mglcs_3_200_2_6.txt,50,beam_search_glcs,h2,14,0.0023,True
sigma-2,mglcs_3_200_2_6.txt,50,imbs_glcs,h2,31,0.2066,True
sigma-2,mglcs_3_200_2_6.txt,100,beam_search_glcs,h2,14,0.0020,True
sigma-2,mglcs_3_200_2_6.txt,100,imbs_glcs,h2,31,0.2030,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h2,14,0.0020,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h2,31,0.2046,True
sigma-2,mglcs_3_200_2_6.txt,500,beam_search_glcs,h2,14,0.0020,True
sigma-2,mglcs_3_200_2_6.txt,500,imbs_glcs,h2,31,0.2072,True
sigma-2,mglcs_3_200_2_6.txt,5,beam_search_glcs,h5,14,0.0026,True
sigma-2,mglcs_3_200_2_6.txt,5,imbs_glcs,h5,23,0.1428,True
sigma-2,mglcs_3_200_2_6.txt,10,beam_search_glcs,h5,14,0.0035,True
sigma-2,mglcs_3_200_2_6.txt,10,imbs_glcs,h5,31,0.2192,True
sigma-2,mglcs_3_200_2_6.txt,20,beam_search_glcs,h5,14,0.0030,True
sigma-2,mglcs_3_200_2_6.txt,20,imbs_glcs,h5,31,0.2595,True
sigma-2,mglcs_3_200_2_6.txt,50,beam_search_glcs,h5,14,0.0030,True
sigma-2,mglcs_3_200_2_6.txt,50,imbs_glcs,h5,31,0.2700,True
sigma-2,mglcs_3_200_2_6.txt,100,beam_search_glcs,h5,14,0.0026,True
sigma-2,mglcs_3_200_2_6.txt,100,imbs_glcs,h5,31,0.2667,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h5,14,0.0026,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h5,31,0.2663,True
sigma-2,mglcs_3_200_2_6.txt,500,beam_search_glcs,h5,14,0.0035,True
sigma-2,mglcs_3_200_2_6.txt,500,imbs_glcs,h5,31,0.2693,True
sigma-2,mglcs_3_200_2_6.txt,5,beam_search_glcs,h8,14,0.0070,True
sigma-2,mglcs_3_200_2_6.txt,5,imbs_glcs,h8,30,0.1275,True
sigma-2,mglcs_3_200_2_6.txt,10,beam_search_glcs,h8,14,0.0080,True
sigma-2,mglcs_3_200_2_6.txt,10,imbs_glcs,h8,31,0.1919,True
sigma-2,mglcs_3_200_2_6.txt,20,beam_search_glcs,h8,14,0.0074,True
sigma-2,mglcs_3_200_2_6.txt,20,imbs_glcs,h8,31,0.2094,True
sigma-2,mglcs_3_200_2_6.txt,50,beam_search_glcs,h8,14,0.0080,True
sigma-2,mglcs_3_200_2_6.txt,50,imbs_glcs,h8,31,0.2206,True
sigma-2,mglcs_3_200_2_6.txt,100,beam_search_glcs,h8,14,0.0080,True
sigma-2,mglcs_3_200_2_6.txt,100,imbs_glcs,h8,31,0.2112,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h8,14,0.0073,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h8,31,0.2134,True
sigma-2,mglcs_3_200_2_6.txt,500,beam_search_glcs,h8,14,0.0080,True
sigma-2,mglcs_3_200_2_6.txt,500,imbs_glcs,h8,31,0.2199,True
sigma-2,mglcs_3_200_2_7.txt,5,beam_search_glcs,h1,22,0.0030,True
sigma-2,mglcs_3_200_2_7.txt,5,imbs_glcs,h1,29,0.0980,True
sigma-2,mglcs_3_200_2_7.txt,10,beam_search_glcs,h1,22,0.0026,True
sigma-2,mglcs_3_200_2_7.txt,10,imbs_glcs,h1,29,0.1377,True
sigma-2,mglcs_3_200_2_7.txt,20,beam_search_glcs,h1,22,0.0040,True
sigma-2,mglcs_3_200_2_7.txt,20,imbs_glcs,h1,29,0.1920,True
sigma-2,mglcs_3_200_2_7.txt,50,beam_search_glcs,h1,22,0.0040,True
sigma-2,mglcs_3_200_2_7.txt,50,imbs_glcs,h1,30,0.3133,True
sigma-2,mglcs_3_200_2_7.txt,100,beam_search_glcs,h1,22,0.0030,True
sigma-2,mglcs_3_200_2_7.txt,100,imbs_glcs,h1,30,0.4121,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h1,22,0.0036,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h1,30,0.5603,True
sigma-2,mglcs_3_200_2_7.txt,500,beam_search_glcs,h1,22,0.0032,True
sigma-2,mglcs_3_200_2_7.txt,500,imbs_glcs,h1,30,0.5638,True
sigma-2,mglcs_3_200_2_7.txt,5,beam_search_glcs,h2,22,0.0020,True
sigma-2,mglcs_3_200_2_7.txt,5,imbs_glcs,h2,25,0.0927,True
sigma-2,mglcs_3_200_2_7.txt,10,beam_search_glcs,h2,22,0.0043,True
sigma-2,mglcs_3_200_2_7.txt,10,imbs_glcs,h2,30,0.1405,True
sigma-2,mglcs_3_200_2_7.txt,20,beam_search_glcs,h2,22,0.0040,True
sigma-2,mglcs_3_200_2_7.txt,20,imbs_glcs,h2,30,0.1994,True
sigma-2,mglcs_3_200_2_7.txt,50,beam_search_glcs,h2,22,0.0042,True
sigma-2,mglcs_3_200_2_7.txt,50,imbs_glcs,h2,30,0.3144,True
sigma-2,mglcs_3_200_2_7.txt,100,beam_search_glcs,h2,22,0.0040,True
sigma-2,mglcs_3_200_2_7.txt,100,imbs_glcs,h2,30,0.4112,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h2,22,0.0040,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h2,30,0.5838,True
sigma-2,mglcs_3_200_2_7.txt,500,beam_search_glcs,h2,22,0.0040,True
sigma-2,mglcs_3_200_2_7.txt,500,imbs_glcs,h2,30,0.5988,True
sigma-2,mglcs_3_200_2_7.txt,5,beam_search_glcs,h5,22,0.0040,True
sigma-2,mglcs_3_200_2_7.txt,5,imbs_glcs,h5,29,0.1405,True
sigma-2,mglcs_3_200_2_7.txt,10,beam_search_glcs,h5,22,0.0050,True
sigma-2,mglcs_3_200_2_7.txt,10,imbs_glcs,h5,30,0.2054,True
sigma-2,mglcs_3_200_2_7.txt,20,beam_search_glcs,h5,22,0.0060,True
sigma-2,mglcs_3_200_2_7.txt,20,imbs_glcs,h5,30,0.2908,True
sigma-2,mglcs_3_200_2_7.txt,50,beam_search_glcs,h5,22,0.0061,True
sigma-2,mglcs_3_200_2_7.txt,50,imbs_glcs,h5,30,0.4681,True
sigma-2,mglcs_3_200_2_7.txt,100,beam_search_glcs,h5,22,0.0060,True
sigma-2,mglcs_3_200_2_7.txt,100,imbs_glcs,h5,30,0.6071,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h5,22,0.0060,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h5,30,0.8194,True
sigma-2,mglcs_3_200_2_7.txt,500,beam_search_glcs,h5,22,0.0050,True
sigma-2,mglcs_3_200_2_7.txt,500,imbs_glcs,h5,30,0.8277,True
sigma-2,mglcs_3_200_2_7.txt,5,beam_search_glcs,h8,22,0.0080,True
sigma-2,mglcs_3_200_2_7.txt,5,imbs_glcs,h8,28,0.1107,True
sigma-2,mglcs_3_200_2_7.txt,10,beam_search_glcs,h8,22,0.0100,True
sigma-2,mglcs_3_200_2_7.txt,10,imbs_glcs,h8,28,0.1592,True
sigma-2,mglcs_3_200_2_7.txt,20,beam_search_glcs,h8,22,0.0094,True
sigma-2,mglcs_3_200_2_7.txt,20,imbs_glcs,h8,30,0.2274,True
sigma-2,mglcs_3_200_2_7.txt,50,beam_search_glcs,h8,22,0.0090,True
sigma-2,mglcs_3_200_2_7.txt,50,imbs_glcs,h8,30,0.3629,True
sigma-2,mglcs_3_200_2_7.txt,100,beam_search_glcs,h8,22,0.0103,True
sigma-2,mglcs_3_200_2_7.txt,100,imbs_glcs,h8,30,0.4946,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h8,22,0.0087,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h8,30,0.6007,True
sigma-2,mglcs_3_200_2_7.txt,500,beam_search_glcs,h8,22,0.0100,True
sigma-2,mglcs_3_200_2_7.txt,500,imbs_glcs,h8,30,0.6363,True
sigma-2,mglcs_3_200_2_8.txt,5,beam_search_glcs,h1,25,0.0040,True
sigma-2,mglcs_3_200_2_8.txt,5,imbs_glcs,h1,47,0.0975,True
sigma-2,mglcs_3_200_2_8.txt,10,beam_search_glcs,h1,25,0.0066,True
sigma-2,mglcs_3_200_2_8.txt,10,imbs_glcs,h1,47,0.1339,True
sigma-2,mglcs_3_200_2_8.txt,20,beam_search_glcs,h1,26,0.0130,True
sigma-2,mglcs_3_200_2_8.txt,20,imbs_glcs,h1,59,0.2884,True
sigma-2,mglcs_3_200_2_8.txt,50,beam_search_glcs,h1,26,0.0309,True
sigma-2,mglcs_3_200_2_8.txt,50,imbs_glcs,h1,60,0.5340,True
sigma-2,mglcs_3_200_2_8.txt,100,beam_search_glcs,h1,37,0.0611,True
sigma-2,mglcs_3_200_2_8.txt,100,imbs_glcs,h1,44,0.5609,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h1,48,0.1801,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h1,48,1.0786,True
sigma-2,mglcs_3_200_2_8.txt,500,beam_search_glcs,h1,48,0.2856,True
sigma-2,mglcs_3_200_2_8.txt,500,imbs_glcs,h1,48,1.1957,True
sigma-2,mglcs_3_200_2_8.txt,5,beam_search_glcs,h2,23,0.0035,True
sigma-2,mglcs_3_200_2_8.txt,5,imbs_glcs,h2,32,0.0873,True
sigma-2,mglcs_3_200_2_8.txt,10,beam_search_glcs,h2,23,0.0060,True
sigma-2,mglcs_3_200_2_8.txt,10,imbs_glcs,h2,32,0.1136,True
sigma-2,mglcs_3_200_2_8.txt,20,beam_search_glcs,h2,27,0.0133,True
sigma-2,mglcs_3_200_2_8.txt,20,imbs_glcs,h2,44,0.1910,True
sigma-2,mglcs_3_200_2_8.txt,50,beam_search_glcs,h2,27,0.0265,True
sigma-2,mglcs_3_200_2_8.txt,50,imbs_glcs,h2,45,0.4491,True
sigma-2,mglcs_3_200_2_8.txt,100,beam_search_glcs,h2,27,0.0556,True
sigma-2,mglcs_3_200_2_8.txt,100,imbs_glcs,h2,60,0.7621,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h2,48,0.1369,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h2,48,0.9461,True
sigma-2,mglcs_3_200_2_8.txt,500,beam_search_glcs,h2,50,0.3322,True
sigma-2,mglcs_3_200_2_8.txt,500,imbs_glcs,h2,50,1.2585,True
sigma-2,mglcs_3_200_2_8.txt,5,beam_search_glcs,h5,27,0.0061,True
sigma-2,mglcs_3_200_2_8.txt,5,imbs_glcs,h5,32,0.1153,True
sigma-2,mglcs_3_200_2_8.txt,10,beam_search_glcs,h5,27,0.0109,True
sigma-2,mglcs_3_200_2_8.txt,10,imbs_glcs,h5,32,0.1553,True
sigma-2,mglcs_3_200_2_8.txt,20,beam_search_glcs,h5,27,0.0187,True
sigma-2,mglcs_3_200_2_8.txt,20,imbs_glcs,h5,44,0.2618,True
sigma-2,mglcs_3_200_2_8.txt,50,beam_search_glcs,h5,27,0.0389,True
sigma-2,mglcs_3_200_2_8.txt,50,imbs_glcs,h5,45,0.7809,True
sigma-2,mglcs_3_200_2_8.txt,100,beam_search_glcs,h5,50,0.1099,True
sigma-2,mglcs_3_200_2_8.txt,100,imbs_glcs,h5,60,1.1985,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h5,50,0.2706,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h5,50,1.3929,True
sigma-2,mglcs_3_200_2_8.txt,500,beam_search_glcs,h5,50,0.5479,True
sigma-2,mglcs_3_200_2_8.txt,500,imbs_glcs,h5,50,1.7700,True
sigma-2,mglcs_3_200_2_8.txt,5,beam_search_glcs,h8,43,0.0109,True
sigma-2,mglcs_3_200_2_8.txt,5,imbs_glcs,h8,43,0.1519,True
sigma-2,mglcs_3_200_2_8.txt,10,beam_search_glcs,h8,50,0.0180,True
sigma-2,mglcs_3_200_2_8.txt,10,imbs_glcs,h8,50,0.2000,True
sigma-2,mglcs_3_200_2_8.txt,20,beam_search_glcs,h8,50,0.0299,True
sigma-2,mglcs_3_200_2_8.txt,20,imbs_glcs,h8,59,0.4522,True
sigma-2,mglcs_3_200_2_8.txt,50,beam_search_glcs,h8,50,0.0643,True
sigma-2,mglcs_3_200_2_8.txt,50,imbs_glcs,h8,59,0.7471,True
sigma-2,mglcs_3_200_2_8.txt,100,beam_search_glcs,h8,50,0.1080,True
sigma-2,mglcs_3_200_2_8.txt,100,imbs_glcs,h8,50,1.0811,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h8,50,0.2152,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h8,50,1.1761,True
sigma-2,mglcs_3_200_2_8.txt,500,beam_search_glcs,h8,50,0.3873,True
sigma-2,mglcs_3_200_2_8.txt,500,imbs_glcs,h8,50,1.3205,True
sigma-2,mglcs_3_200_2_9.txt,5,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,5,imbs_glcs,h1,37,0.1511,True
sigma-2,mglcs_3_200_2_9.txt,10,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,10,imbs_glcs,h1,37,0.2377,True
sigma-2,mglcs_3_200_2_9.txt,20,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,20,imbs_glcs,h1,37,0.3421,True
sigma-2,mglcs_3_200_2_9.txt,50,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,50,imbs_glcs,h1,40,0.5019,True
sigma-2,mglcs_3_200_2_9.txt,100,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,100,imbs_glcs,h1,41,0.6686,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h1,41,0.8160,True
sigma-2,mglcs_3_200_2_9.txt,500,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,500,imbs_glcs,h1,41,0.8965,True
sigma-2,mglcs_3_200_2_9.txt,5,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,5,imbs_glcs,h2,35,0.1344,True
sigma-2,mglcs_3_200_2_9.txt,10,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,10,imbs_glcs,h2,35,0.2017,True
sigma-2,mglcs_3_200_2_9.txt,20,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,20,imbs_glcs,h2,40,0.3013,True
sigma-2,mglcs_3_200_2_9.txt,50,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,50,imbs_glcs,h2,40,0.4921,True
sigma-2,mglcs_3_200_2_9.txt,100,beam_search_glcs,h2,3,0.0010,True
sigma-2,mglcs_3_200_2_9.txt,100,imbs_glcs,h2,41,0.6538,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h2,3,0.0010,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h2,41,0.8238,True
sigma-2,mglcs_3_200_2_9.txt,500,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,500,imbs_glcs,h2,41,0.9650,True
sigma-2,mglcs_3_200_2_9.txt,5,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,5,imbs_glcs,h5,38,0.1918,True
sigma-2,mglcs_3_200_2_9.txt,10,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,10,imbs_glcs,h5,38,0.2881,True
sigma-2,mglcs_3_200_2_9.txt,20,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,20,imbs_glcs,h5,38,0.4480,True
sigma-2,mglcs_3_200_2_9.txt,50,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,50,imbs_glcs,h5,38,0.6914,True
sigma-2,mglcs_3_200_2_9.txt,100,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,100,imbs_glcs,h5,38,0.9150,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h5,3,0.0005,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h5,41,1.1755,True
sigma-2,mglcs_3_200_2_9.txt,500,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,500,imbs_glcs,h5,41,1.3213,True
sigma-2,mglcs_3_200_2_9.txt,5,beam_search_glcs,h8,3,0.0060,True
sigma-2,mglcs_3_200_2_9.txt,5,imbs_glcs,h8,36,0.1499,True
sigma-2,mglcs_3_200_2_9.txt,10,beam_search_glcs,h8,3,0.0060,True
sigma-2,mglcs_3_200_2_9.txt,10,imbs_glcs,h8,37,0.2232,True
sigma-2,mglcs_3_200_2_9.txt,20,beam_search_glcs,h8,3,0.0050,True
sigma-2,mglcs_3_200_2_9.txt,20,imbs_glcs,h8,35,0.3156,True
sigma-2,mglcs_3_200_2_9.txt,50,beam_search_glcs,h8,3,0.0054,True
sigma-2,mglcs_3_200_2_9.txt,50,imbs_glcs,h8,41,0.5439,True
sigma-2,mglcs_3_200_2_9.txt,100,beam_search_glcs,h8,3,0.0053,True
sigma-2,mglcs_3_200_2_9.txt,100,imbs_glcs,h8,40,0.7018,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h8,3,0.0050,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h8,41,0.8961,True
sigma-2,mglcs_3_200_2_9.txt,500,beam_search_glcs,h8,3,0.0060,True
sigma-2,mglcs_3_200_2_9.txt,500,imbs_glcs,h8,41,1.0140,True
sigma-2,mglcs_3_50_2_0.txt,5,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,5,imbs_glcs,h1,27,0.0152,True
sigma-2,mglcs_3_50_2_0.txt,10,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,10,imbs_glcs,h1,28,0.0213,True
sigma-2,mglcs_3_50_2_0.txt,20,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,20,imbs_glcs,h1,28,0.0334,True
sigma-2,mglcs_3_50_2_0.txt,50,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,50,imbs_glcs,h1,29,0.0541,True
sigma-2,mglcs_3_50_2_0.txt,100,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,100,imbs_glcs,h1,30,0.0664,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h1,30,0.0899,True
sigma-2,mglcs_3_50_2_0.txt,500,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,500,imbs_glcs,h1,30,0.0934,True
sigma-2,mglcs_3_50_2_0.txt,5,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,5,imbs_glcs,h2,29,0.0154,True
sigma-2,mglcs_3_50_2_0.txt,10,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,10,imbs_glcs,h2,30,0.0202,True
sigma-2,mglcs_3_50_2_0.txt,20,beam_search_glcs,h2,2,0.0010,True
sigma-2,mglcs_3_50_2_0.txt,20,imbs_glcs,h2,30,0.0298,True
sigma-2,mglcs_3_50_2_0.txt,50,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,50,imbs_glcs,h2,30,0.0541,True
sigma-2,mglcs_3_50_2_0.txt,100,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,100,imbs_glcs,h2,30,0.0735,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h2,30,0.0955,True
sigma-2,mglcs_3_50_2_0.txt,500,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,500,imbs_glcs,h2,30,0.1001,True
sigma-2,mglcs_3_50_2_0.txt,5,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,5,imbs_glcs,h5,30,0.0223,True
sigma-2,mglcs_3_50_2_0.txt,10,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,10,imbs_glcs,h5,30,0.0340,True
sigma-2,mglcs_3_50_2_0.txt,20,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,20,imbs_glcs,h5,30,0.0515,True
sigma-2,mglcs_3_50_2_0.txt,50,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,50,imbs_glcs,h5,30,0.0874,True
sigma-2,mglcs_3_50_2_0.txt,100,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,100,imbs_glcs,h5,30,0.1214,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h5,30,0.1496,True
sigma-2,mglcs_3_50_2_0.txt,500,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,500,imbs_glcs,h5,30,0.1521,True
sigma-2,mglcs_3_50_2_0.txt,5,beam_search_glcs,h8,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,5,imbs_glcs,h8,29,0.0178,True
sigma-2,mglcs_3_50_2_0.txt,10,beam_search_glcs,h8,2,0.0010,True
sigma-2,mglcs_3_50_2_0.txt,10,imbs_glcs,h8,27,0.0271,True
sigma-2,mglcs_3_50_2_0.txt,20,beam_search_glcs,h8,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,20,imbs_glcs,h8,28,0.0414,True
sigma-2,mglcs_3_50_2_0.txt,50,beam_search_glcs,h8,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,50,imbs_glcs,h8,28,0.0696,True
sigma-2,mglcs_3_50_2_0.txt,100,beam_search_glcs,h8,2,0.0010,True
sigma-2,mglcs_3_50_2_0.txt,100,imbs_glcs,h8,29,0.0916,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h8,2,0.0010,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h8,30,0.1042,True
sigma-2,mglcs_3_50_2_0.txt,500,beam_search_glcs,h8,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,500,imbs_glcs,h8,30,0.1135,True
sigma-2,mglcs_3_50_2_1.txt,5,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_3_50_2_1.txt,5,imbs_glcs,h1,21,0.0220,True
sigma-2,mglcs_3_50_2_1.txt,10,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_3_50_2_1.txt,10,imbs_glcs,h1,21,0.0280,True
sigma-2,mglcs_3_50_2_1.txt,20,beam_search_glcs,h1,5,0.0000,True
