sigma,filename,beam_width,func,heuristic,length,time_s,feasible
sigma-2,mglcs_2_100_2_8.txt,1,imbs_glcs,h8,55,0.0062,True
sigma-2,mglcs_2_100_2_9.txt,1,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_2_100_2_9.txt,1,imbs_glcs,h1,47,0.0030,True
sigma-2,mglcs_2_100_2_9.txt,1,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_2_100_2_9.txt,1,imbs_glcs,h2,47,0.0030,True
sigma-2,mglcs_2_100_2_9.txt,1,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_2_100_2_9.txt,1,imbs_glcs,h5,55,0.0050,True
sigma-2,mglcs_2_100_2_9.txt,1,beam_search_glcs,h8,2,0.0022,True
sigma-2,mglcs_2_100_2_9.txt,1,imbs_glcs,h8,46,0.0044,True
sigma-2,mglcs_2_200_2_0.txt,1,beam_search_glcs,h1,88,0.0010,True
sigma-2,mglcs_2_200_2_0.txt,1,imbs_glcs,h1,88,0.0020,True
sigma-2,mglcs_2_200_2_0.txt,1,beam_search_glcs,h2,22,0.0010,True
sigma-2,mglcs_2_200_2_0.txt,1,imbs_glcs,h2,39,0.0053,True
sigma-2,mglcs_2_200_2_0.txt,1,beam_search_glcs,h5,88,0.0035,True
sigma-2,mglcs_2_200_2_0.txt,1,imbs_glcs,h5,88,0.0030,True
sigma-2,mglcs_2_200_2_0.txt,1,beam_search_glcs,h8,3,0.0067,True
sigma-2,mglcs_2_200_2_0.txt,1,imbs_glcs,h8,83,0.0112,True
sigma-2,mglcs_2_200_2_1.txt,1,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_2_200_2_1.txt,1,imbs_glcs,h1,55,0.0154,True
sigma-2,mglcs_2_200_2_1.txt,1,beam_search_glcs,h2,6,0.0000,True
sigma-2,mglcs_2_200_2_1.txt,1,imbs_glcs,h2,54,0.0063,True
sigma-2,mglcs_2_200_2_1.txt,1,beam_search_glcs,h5,6,0.0000,True
sigma-2,mglcs_2_200_2_1.txt,1,imbs_glcs,h5,75,0.0139,True
sigma-2,mglcs_2_200_2_1.txt,1,beam_search_glcs,h8,5,0.0060,True
sigma-2,mglcs_2_200_2_1.txt,1,imbs_glcs,h8,63,0.0145,True
sigma-2,mglcs_2_200_2_2.txt,1,beam_search_glcs,h1,7,0.0000,True
sigma-2,mglcs_2_200_2_2.txt,1,imbs_glcs,h1,54,0.0120,True
sigma-2,mglcs_2_200_2_2.txt,1,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_2_200_2_2.txt,1,imbs_glcs,h2,52,0.0061,True
sigma-2,mglcs_2_200_2_2.txt,1,beam_search_glcs,h5,7,0.0000,True
sigma-2,mglcs_2_200_2_2.txt,1,imbs_glcs,h5,62,0.0161,True
sigma-2,mglcs_2_200_2_2.txt,1,beam_search_glcs,h8,8,0.0057,True
sigma-2,mglcs_2_200_2_2.txt,1,imbs_glcs,h8,61,0.0167,True
sigma-2,mglcs_2_200_2_3.txt,1,beam_search_glcs,h1,24,0.0010,True
sigma-2,mglcs_2_200_2_3.txt,1,imbs_glcs,h1,63,0.0082,True
sigma-2,mglcs_2_200_2_3.txt,1,beam_search_glcs,h2,8,0.0000,True
sigma-2,mglcs_2_200_2_3.txt,1,imbs_glcs,h2,53,0.0065,True
sigma-2,mglcs_2_200_2_3.txt,1,beam_search_glcs,h5,8,0.0000,True
sigma-2,mglcs_2_200_2_3.txt,1,imbs_glcs,h5,54,0.0172,True
sigma-2,mglcs_2_200_2_3.txt,1,beam_search_glcs,h8,36,0.0071,True
sigma-2,mglcs_2_200_2_3.txt,1,imbs_glcs,h8,50,0.0137,True
sigma-2,mglcs_2_200_2_4.txt,1,beam_search_glcs,h1,91,0.0021,True
sigma-2,mglcs_2_200_2_4.txt,1,imbs_glcs,h1,91,0.0021,True
sigma-2,mglcs_2_200_2_4.txt,1,beam_search_glcs,h2,12,0.0005,True
sigma-2,mglcs_2_200_2_4.txt,1,imbs_glcs,h2,81,0.0052,True
sigma-2,mglcs_2_200_2_4.txt,1,beam_search_glcs,h5,11,0.0005,True
sigma-2,mglcs_2_200_2_4.txt,1,imbs_glcs,h5,81,0.0088,True
sigma-2,mglcs_2_200_2_4.txt,1,beam_search_glcs,h8,8,0.0063,True
sigma-2,mglcs_2_200_2_4.txt,1,imbs_glcs,h8,79,0.0152,True
sigma-2,mglcs_2_200_2_5.txt,1,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_2_200_2_5.txt,1,imbs_glcs,h1,123,0.0073,True
sigma-2,mglcs_2_200_2_5.txt,1,beam_search_glcs,h2,6,0.0000,True
sigma-2,mglcs_2_200_2_5.txt,1,imbs_glcs,h2,63,0.0087,True
sigma-2,mglcs_2_200_2_5.txt,1,beam_search_glcs,h5,6,0.0005,True
sigma-2,mglcs_2_200_2_5.txt,1,imbs_glcs,h5,53,0.0109,True
sigma-2,mglcs_2_200_2_5.txt,1,beam_search_glcs,h8,6,0.0055,True
sigma-2,mglcs_2_200_2_5.txt,1,imbs_glcs,h8,83,0.0172,True
sigma-2,mglcs_2_200_2_6.txt,1,beam_search_glcs,h1,15,0.0000,True
sigma-2,mglcs_2_200_2_6.txt,1,imbs_glcs,h1,46,0.0112,True
sigma-2,mglcs_2_200_2_6.txt,1,beam_search_glcs,h2,26,0.0000,True
sigma-2,mglcs_2_200_2_6.txt,1,imbs_glcs,h2,38,0.0052,True
sigma-2,mglcs_2_200_2_6.txt,1,beam_search_glcs,h5,15,0.0015,True
sigma-2,mglcs_2_200_2_6.txt,1,imbs_glcs,h5,82,0.0070,True
sigma-2,mglcs_2_200_2_6.txt,1,beam_search_glcs,h8,15,0.0063,True
sigma-2,mglcs_2_200_2_6.txt,1,imbs_glcs,h8,74,0.0124,True
sigma-2,mglcs_2_200_2_7.txt,1,beam_search_glcs,h1,17,0.0010,True
sigma-2,mglcs_2_200_2_7.txt,1,imbs_glcs,h1,76,0.0088,True
sigma-2,mglcs_2_200_2_7.txt,1,beam_search_glcs,h2,17,0.0010,True
sigma-2,mglcs_2_200_2_7.txt,1,imbs_glcs,h2,72,0.0100,True
sigma-2,mglcs_2_200_2_7.txt,1,beam_search_glcs,h5,17,0.0010,True
sigma-2,mglcs_2_200_2_7.txt,1,imbs_glcs,h5,76,0.0163,True
sigma-2,mglcs_2_200_2_7.txt,1,beam_search_glcs,h8,17,0.0058,True
sigma-2,mglcs_2_200_2_7.txt,1,imbs_glcs,h8,68,0.0125,True
sigma-2,mglcs_2_200_2_8.txt,1,beam_search_glcs,h1,59,0.0010,True
sigma-2,mglcs_2_200_2_8.txt,1,imbs_glcs,h1,59,0.0030,True
sigma-2,mglcs_2_200_2_8.txt,1,beam_search_glcs,h2,75,0.0020,True
sigma-2,mglcs_2_200_2_8.txt,1,imbs_glcs,h2,75,0.0030,True
sigma-2,mglcs_2_200_2_8.txt,1,beam_search_glcs,h5,71,0.0037,True
sigma-2,mglcs_2_200_2_8.txt,1,imbs_glcs,h5,71,0.0054,True
sigma-2,mglcs_2_200_2_8.txt,1,beam_search_glcs,h8,11,0.0060,True
sigma-2,mglcs_2_200_2_8.txt,1,imbs_glcs,h8,50,0.0121,True
sigma-2,mglcs_2_200_2_9.txt,1,beam_search_glcs,h1,12,0.0000,True
sigma-2,mglcs_2_200_2_9.txt,1,imbs_glcs,h1,78,0.0050,True
sigma-2,mglcs_2_200_2_9.txt,1,beam_search_glcs,h2,11,0.0000,True
sigma-2,mglcs_2_200_2_9.txt,1,imbs_glcs,h2,82,0.0046,True
sigma-2,mglcs_2_200_2_9.txt,1,beam_search_glcs,h5,12,0.0000,True
sigma-2,mglcs_2_200_2_9.txt,1,imbs_glcs,h5,54,0.0117,True
sigma-2,mglcs_2_200_2_9.txt,1,beam_search_glcs,h8,11,0.0055,True
sigma-2,mglcs_2_200_2_9.txt,1,imbs_glcs,h8,65,0.0165,True
sigma-2,mglcs_2_50_2_0.txt,1,beam_search_glcs,h1,23,0.0000,True
sigma-2,mglcs_2_50_2_0.txt,1,imbs_glcs,h1,23,0.0000,True
sigma-2,mglcs_2_50_2_0.txt,1,beam_search_glcs,h2,10,0.0010,True
sigma-2,mglcs_2_50_2_0.txt,1,imbs_glcs,h2,14,0.0000,True
sigma-2,mglcs_2_50_2_0.txt,1,beam_search_glcs,h5,23,0.0012,True
sigma-2,mglcs_2_50_2_0.txt,1,imbs_glcs,h5,23,0.0010,True
sigma-2,mglcs_2_50_2_0.txt,1,beam_search_glcs,h8,23,0.0000,True
sigma-2,mglcs_2_50_2_0.txt,1,imbs_glcs,h8,23,0.0012,True
sigma-2,mglcs_2_50_2_1.txt,1,beam_search_glcs,h1,32,0.0010,True
sigma-2,mglcs_2_50_2_1.txt,1,imbs_glcs,h1,32,0.0010,True
sigma-2,mglcs_2_50_2_1.txt,1,beam_search_glcs,h2,1,0.0000,True
sigma-2,mglcs_2_50_2_1.txt,1,imbs_glcs,h2,30,0.0011,True
sigma-2,mglcs_2_50_2_1.txt,1,beam_search_glcs,h5,34,0.0010,True
sigma-2,mglcs_2_50_2_1.txt,1,imbs_glcs,h5,34,0.0000,True
sigma-2,mglcs_2_50_2_1.txt,1,beam_search_glcs,h8,31,0.0000,True
sigma-2,mglcs_2_50_2_1.txt,1,imbs_glcs,h8,31,0.0020,True
sigma-2,mglcs_2_50_2_2.txt,1,beam_search_glcs,h1,19,0.0000,True
sigma-2,mglcs_2_50_2_2.txt,1,imbs_glcs,h1,19,0.0000,True
sigma-2,mglcs_2_50_2_2.txt,1,beam_search_glcs,h2,19,0.0010,True
sigma-2,mglcs_2_50_2_2.txt,1,imbs_glcs,h2,19,0.0000,True
sigma-2,mglcs_2_50_2_2.txt,1,beam_search_glcs,h5,19,0.0010,True
sigma-2,mglcs_2_50_2_2.txt,1,imbs_glcs,h5,19,0.0000,True
sigma-2,mglcs_2_50_2_2.txt,1,beam_search_glcs,h8,19,0.0013,True
sigma-2,mglcs_2_50_2_2.txt,1,imbs_glcs,h8,19,0.0010,True
sigma-2,mglcs_2_50_2_3.txt,1,beam_search_glcs,h1,31,0.0010,True
sigma-2,mglcs_2_50_2_3.txt,1,imbs_glcs,h1,31,0.0000,True
sigma-2,mglcs_2_50_2_3.txt,1,beam_search_glcs,h2,17,0.0010,True
sigma-2,mglcs_2_50_2_3.txt,1,imbs_glcs,h2,20,0.0000,True
sigma-2,mglcs_2_50_2_3.txt,1,beam_search_glcs,h5,37,0.0000,True
sigma-2,mglcs_2_50_2_3.txt,1,imbs_glcs,h5,37,0.0010,True
sigma-2,mglcs_2_50_2_3.txt,1,beam_search_glcs,h8,18,0.0010,True
sigma-2,mglcs_2_50_2_3.txt,1,imbs_glcs,h8,18,0.0010,True
sigma-2,mglcs_2_50_2_4.txt,1,beam_search_glcs,h1,4,0.0000,True
sigma-2,mglcs_2_50_2_4.txt,1,imbs_glcs,h1,16,0.0010,True
sigma-2,mglcs_2_50_2_4.txt,1,beam_search_glcs,h2,4,0.0000,True
sigma-2,mglcs_2_50_2_4.txt,1,imbs_glcs,h2,17,0.0020,True
sigma-2,mglcs_2_50_2_4.txt,1,beam_search_glcs,h5,4,0.0000,True
sigma-2,mglcs_2_50_2_4.txt,1,imbs_glcs,h5,17,0.0014,True
sigma-2,mglcs_2_50_2_4.txt,1,beam_search_glcs,h8,3,0.0010,True
sigma-2,mglcs_2_50_2_4.txt,1,imbs_glcs,h8,17,0.0010,True
sigma-2,mglcs_2_50_2_5.txt,1,beam_search_glcs,h1,6,0.0010,True
sigma-2,mglcs_2_50_2_5.txt,1,imbs_glcs,h1,31,0.0010,True
sigma-2,mglcs_2_50_2_5.txt,1,beam_search_glcs,h2,6,0.0000,True
sigma-2,mglcs_2_50_2_5.txt,1,imbs_glcs,h2,30,0.0010,True
sigma-2,mglcs_2_50_2_5.txt,1,beam_search_glcs,h5,6,0.0000,True
sigma-2,mglcs_2_50_2_5.txt,1,imbs_glcs,h5,31,0.0020,True
sigma-2,mglcs_2_50_2_5.txt,1,beam_search_glcs,h8,8,0.0000,True
sigma-2,mglcs_2_50_2_5.txt,1,imbs_glcs,h8,29,0.0020,True
sigma-2,mglcs_2_50_2_6.txt,1,beam_search_glcs,h1,37,0.0000,True
sigma-2,mglcs_2_50_2_6.txt,1,imbs_glcs,h1,37,0.0010,True
sigma-2,mglcs_2_50_2_6.txt,1,beam_search_glcs,h2,36,0.0000,True
sigma-2,mglcs_2_50_2_6.txt,1,imbs_glcs,h2,36,0.0010,True
sigma-2,mglcs_2_50_2_6.txt,1,beam_search_glcs,h5,37,0.0000,True
sigma-2,mglcs_2_50_2_6.txt,1,imbs_glcs,h5,37,0.0000,True
sigma-2,mglcs_2_50_2_6.txt,1,beam_search_glcs,h8,27,0.0010,True
sigma-2,mglcs_2_50_2_6.txt,1,imbs_glcs,h8,27,0.0010,True
sigma-2,mglcs_2_50_2_7.txt,1,beam_search_glcs,h1,26,0.0000,True
sigma-2,mglcs_2_50_2_7.txt,1,imbs_glcs,h1,26,0.0010,True
sigma-2,mglcs_2_50_2_7.txt,1,beam_search_glcs,h2,26,0.0000,True
sigma-2,mglcs_2_50_2_7.txt,1,imbs_glcs,h2,26,0.0010,True
sigma-2,mglcs_2_50_2_7.txt,1,beam_search_glcs,h5,26,0.0000,True
sigma-2,mglcs_2_50_2_7.txt,1,imbs_glcs,h5,26,0.0010,True
sigma-2,mglcs_2_50_2_7.txt,1,beam_search_glcs,h8,38,0.0010,True
sigma-2,mglcs_2_50_2_7.txt,1,imbs_glcs,h8,38,0.0010,True
sigma-2,mglcs_2_50_2_8.txt,1,beam_search_glcs,h1,11,0.0000,True
sigma-2,mglcs_2_50_2_8.txt,1,imbs_glcs,h1,21,0.0010,True
sigma-2,mglcs_2_50_2_8.txt,1,beam_search_glcs,h2,14,0.0015,True
sigma-2,mglcs_2_50_2_8.txt,1,imbs_glcs,h2,23,0.0010,True
sigma-2,mglcs_2_50_2_8.txt,1,beam_search_glcs,h5,14,0.0000,True
sigma-2,mglcs_2_50_2_8.txt,1,imbs_glcs,h5,23,0.0020,True
sigma-2,mglcs_2_50_2_8.txt,1,beam_search_glcs,h8,10,0.0000,True
sigma-2,mglcs_2_50_2_8.txt,1,imbs_glcs,h8,21,0.0010,True
sigma-2,mglcs_2_50_2_9.txt,1,beam_search_glcs,h1,37,0.0000,True
sigma-2,mglcs_2_50_2_9.txt,1,imbs_glcs,h1,37,0.0011,True
sigma-2,mglcs_2_50_2_9.txt,1,beam_search_glcs,h2,14,0.0000,True
sigma-2,mglcs_2_50_2_9.txt,1,imbs_glcs,h2,23,0.0000,True
sigma-2,mglcs_2_50_2_9.txt,1,beam_search_glcs,h5,14,0.0015,True
sigma-2,mglcs_2_50_2_9.txt,1,imbs_glcs,h5,23,0.0010,True
sigma-2,mglcs_2_50_2_9.txt,1,beam_search_glcs,h8,14,0.0000,True
sigma-2,mglcs_2_50_2_9.txt,1,imbs_glcs,h8,23,0.0015,True
sigma-2,mglcs_3_100_2_0.txt,1,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_3_100_2_0.txt,1,imbs_glcs,h1,40,0.0040,True
sigma-2,mglcs_3_100_2_0.txt,1,beam_search_glcs,h2,1,0.0000,True
sigma-2,mglcs_3_100_2_0.txt,1,imbs_glcs,h2,24,0.0040,True
sigma-2,mglcs_3_100_2_0.txt,1,beam_search_glcs,h5,1,0.0000,True
sigma-2,mglcs_3_100_2_0.txt,1,imbs_glcs,h5,27,0.0113,True
sigma-2,mglcs_3_100_2_0.txt,1,beam_search_glcs,h8,5,0.0020,True
sigma-2,mglcs_3_100_2_0.txt,1,imbs_glcs,h8,22,0.0070,True
sigma-2,mglcs_3_100_2_1.txt,1,beam_search_glcs,h1,19,0.0010,True
sigma-2,mglcs_3_100_2_1.txt,1,imbs_glcs,h1,23,0.0015,True
sigma-2,mglcs_3_100_2_1.txt,1,beam_search_glcs,h2,9,0.0000,True
sigma-2,mglcs_3_100_2_1.txt,1,imbs_glcs,h2,30,0.0083,True
sigma-2,mglcs_3_100_2_1.txt,1,beam_search_glcs,h5,20,0.0000,True
sigma-2,mglcs_3_100_2_1.txt,1,imbs_glcs,h5,32,0.0043,True
sigma-2,mglcs_3_100_2_1.txt,1,beam_search_glcs,h8,6,0.0020,True
sigma-2,mglcs_3_100_2_1.txt,1,imbs_glcs,h8,37,0.0092,True
sigma-2,mglcs_3_100_2_2.txt,1,beam_search_glcs,h1,2,0.0010,True
sigma-2,mglcs_3_100_2_2.txt,1,imbs_glcs,h1,27,0.0072,True
sigma-2,mglcs_3_100_2_2.txt,1,beam_search_glcs,h2,2,0.0010,True
sigma-2,mglcs_3_100_2_2.txt,1,imbs_glcs,h2,26,0.0062,True
sigma-2,mglcs_3_100_2_2.txt,1,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_100_2_2.txt,1,imbs_glcs,h5,28,0.0073,True
sigma-2,mglcs_3_100_2_2.txt,1,beam_search_glcs,h8,2,0.0010,True
sigma-2,mglcs_3_100_2_2.txt,1,imbs_glcs,h8,26,0.0071,True
sigma-2,mglcs_3_100_2_3.txt,1,beam_search_glcs,h1,7,0.0000,True
sigma-2,mglcs_3_100_2_3.txt,1,imbs_glcs,h1,21,0.0070,True
sigma-2,mglcs_3_100_2_3.txt,1,beam_search_glcs,h2,7,0.0000,True
sigma-2,mglcs_3_100_2_3.txt,1,imbs_glcs,h2,21,0.0090,True
sigma-2,mglcs_3_100_2_3.txt,1,beam_search_glcs,h5,7,0.0000,True
sigma-2,mglcs_3_100_2_3.txt,1,imbs_glcs,h5,22,0.0137,True
sigma-2,mglcs_3_100_2_3.txt,1,beam_search_glcs,h8,7,0.0010,True
sigma-2,mglcs_3_100_2_3.txt,1,imbs_glcs,h8,22,0.0133,True
sigma-2,mglcs_3_100_2_4.txt,1,beam_search_glcs,h1,18,0.0010,True
sigma-2,mglcs_3_100_2_4.txt,1,imbs_glcs,h1,21,0.0041,True
sigma-2,mglcs_3_100_2_4.txt,1,beam_search_glcs,h2,27,0.0000,True
sigma-2,mglcs_3_100_2_4.txt,1,imbs_glcs,h2,27,0.0025,True
sigma-2,mglcs_3_100_2_4.txt,1,beam_search_glcs,h5,21,0.0010,True
sigma-2,mglcs_3_100_2_4.txt,1,imbs_glcs,h5,28,0.0040,True
sigma-2,mglcs_3_100_2_4.txt,1,beam_search_glcs,h8,19,0.0013,True
sigma-2,mglcs_3_100_2_4.txt,1,imbs_glcs,h8,36,0.0050,True
sigma-2,mglcs_3_100_2_5.txt,1,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_100_2_5.txt,1,imbs_glcs,h1,26,0.0052,True
sigma-2,mglcs_3_100_2_5.txt,1,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_100_2_5.txt,1,imbs_glcs,h2,30,0.0043,True
sigma-2,mglcs_3_100_2_5.txt,1,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_100_2_5.txt,1,imbs_glcs,h5,27,0.0081,True
sigma-2,mglcs_3_100_2_5.txt,1,beam_search_glcs,h8,2,0.0020,True
sigma-2,mglcs_3_100_2_5.txt,1,imbs_glcs,h8,28,0.0089,True
sigma-2,mglcs_3_100_2_6.txt,1,beam_search_glcs,h1,7,0.0000,True
sigma-2,mglcs_3_100_2_6.txt,1,imbs_glcs,h1,28,0.0051,True
sigma-2,mglcs_3_100_2_6.txt,1,beam_search_glcs,h2,28,0.0000,True
sigma-2,mglcs_3_100_2_6.txt,1,imbs_glcs,h2,28,0.0029,True
sigma-2,mglcs_3_100_2_6.txt,1,beam_search_glcs,h5,45,0.0021,True
sigma-2,mglcs_3_100_2_6.txt,1,imbs_glcs,h5,45,0.0013,True
sigma-2,mglcs_3_100_2_6.txt,1,beam_search_glcs,h8,37,0.0020,True
sigma-2,mglcs_3_100_2_6.txt,1,imbs_glcs,h8,37,0.0035,True
sigma-2,mglcs_3_100_2_7.txt,1,beam_search_glcs,h1,1,0.0000,True
sigma-2,mglcs_3_100_2_7.txt,1,imbs_glcs,h1,31,0.0154,True
sigma-2,mglcs_3_100_2_7.txt,1,beam_search_glcs,h2,2,0.0010,True
sigma-2,mglcs_3_100_2_7.txt,1,imbs_glcs,h2,43,0.0162,True
sigma-2,mglcs_3_100_2_7.txt,1,beam_search_glcs,h5,1,0.0000,True
sigma-2,mglcs_3_100_2_7.txt,1,imbs_glcs,h5,39,0.0211,True
sigma-2,mglcs_3_100_2_7.txt,1,beam_search_glcs,h8,2,0.0020,True
sigma-2,mglcs_3_100_2_7.txt,1,imbs_glcs,h8,40,0.0203,True
sigma-2,mglcs_3_100_2_8.txt,1,beam_search_glcs,h1,12,0.0009,True
sigma-2,mglcs_3_100_2_8.txt,1,imbs_glcs,h1,24,0.0036,True
sigma-2,mglcs_3_100_2_8.txt,1,beam_search_glcs,h2,13,0.0010,True
sigma-2,mglcs_3_100_2_8.txt,1,imbs_glcs,h2,19,0.0107,True
sigma-2,mglcs_3_100_2_8.txt,1,beam_search_glcs,h5,13,0.0010,True
sigma-2,mglcs_3_100_2_8.txt,1,imbs_glcs,h5,21,0.0114,True
sigma-2,mglcs_3_100_2_8.txt,1,beam_search_glcs,h8,12,0.0014,True
sigma-2,mglcs_3_100_2_8.txt,1,imbs_glcs,h8,16,0.0154,True
sigma-2,mglcs_3_100_2_9.txt,1,beam_search_glcs,h1,18,0.0000,True
sigma-2,mglcs_3_100_2_9.txt,1,imbs_glcs,h1,34,0.0064,True
sigma-2,mglcs_3_100_2_9.txt,1,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_3_100_2_9.txt,1,imbs_glcs,h2,33,0.0095,True
sigma-2,mglcs_3_100_2_9.txt,1,beam_search_glcs,h5,18,0.0010,True
sigma-2,mglcs_3_100_2_9.txt,1,imbs_glcs,h5,34,0.0134,True
sigma-2,mglcs_3_100_2_9.txt,1,beam_search_glcs,h8,11,0.0017,True
sigma-2,mglcs_3_100_2_9.txt,1,imbs_glcs,h8,33,0.0201,True
sigma-2,mglcs_3_200_2_0.txt,1,beam_search_glcs,h1,12,0.0000,True
sigma-2,mglcs_3_200_2_0.txt,1,imbs_glcs,h1,44,0.0289,True
sigma-2,mglcs_3_200_2_0.txt,1,beam_search_glcs,h2,13,0.0000,True
sigma-2,mglcs_3_200_2_0.txt,1,imbs_glcs,h2,43,0.0279,True
sigma-2,mglcs_3_200_2_0.txt,1,beam_search_glcs,h5,9,0.0010,True
sigma-2,mglcs_3_200_2_0.txt,1,imbs_glcs,h5,39,0.0323,True
sigma-2,mglcs_3_200_2_0.txt,1,beam_search_glcs,h8,13,0.0000,True
sigma-2,mglcs_3_200_2_0.txt,1,imbs_glcs,h8,64,0.0430,True
sigma-2,mglcs_3_200_2_1.txt,1,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_3_200_2_1.txt,1,imbs_glcs,h1,27,0.0273,True
sigma-2,mglcs_3_200_2_1.txt,1,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_3_200_2_1.txt,1,imbs_glcs,h2,39,0.0243,True
sigma-2,mglcs_3_200_2_1.txt,1,beam_search_glcs,h5,5,0.0000,True
sigma-2,mglcs_3_200_2_1.txt,1,imbs_glcs,h5,59,0.0394,True
sigma-2,mglcs_3_200_2_1.txt,1,beam_search_glcs,h8,5,0.0060,True
sigma-2,mglcs_3_200_2_1.txt,1,imbs_glcs,h8,67,0.0437,True
sigma-2,mglcs_3_200_2_2.txt,1,beam_search_glcs,h1,6,0.0010,True
sigma-2,mglcs_3_200_2_2.txt,1,imbs_glcs,h1,28,0.0258,True
sigma-2,mglcs_3_200_2_2.txt,1,beam_search_glcs,h2,7,0.0000,True
sigma-2,mglcs_3_200_2_2.txt,1,imbs_glcs,h2,23,0.0254,True
sigma-2,mglcs_3_200_2_2.txt,1,beam_search_glcs,h5,7,0.0000,True
sigma-2,mglcs_3_200_2_2.txt,1,imbs_glcs,h5,38,0.0413,True
sigma-2,mglcs_3_200_2_2.txt,1,beam_search_glcs,h8,7,0.0057,True
sigma-2,mglcs_3_200_2_2.txt,1,imbs_glcs,h8,42,0.0428,True
sigma-2,mglcs_3_200_2_3.txt,1,beam_search_glcs,h1,2,0.0003,True
sigma-2,mglcs_3_200_2_3.txt,1,imbs_glcs,h1,37,0.0319,True
sigma-2,mglcs_3_200_2_3.txt,1,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_200_2_3.txt,1,imbs_glcs,h2,39,0.0288,True
sigma-2,mglcs_3_200_2_3.txt,1,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_200_2_3.txt,1,imbs_glcs,h5,45,0.0389,True
sigma-2,mglcs_3_200_2_3.txt,1,beam_search_glcs,h8,2,0.0040,True
sigma-2,mglcs_3_200_2_3.txt,1,imbs_glcs,h8,39,0.0387,True
sigma-2,mglcs_3_200_2_4.txt,1,beam_search_glcs,h1,4,0.0000,True
sigma-2,mglcs_3_200_2_4.txt,1,imbs_glcs,h1,37,0.0250,True
sigma-2,mglcs_3_200_2_4.txt,1,beam_search_glcs,h2,4,0.0006,True
sigma-2,mglcs_3_200_2_4.txt,1,imbs_glcs,h2,33,0.0249,True
sigma-2,mglcs_3_200_2_4.txt,1,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_4.txt,1,imbs_glcs,h5,45,0.0391,True
sigma-2,mglcs_3_200_2_4.txt,1,beam_search_glcs,h8,4,0.0067,True
sigma-2,mglcs_3_200_2_4.txt,1,imbs_glcs,h8,24,0.0386,True
sigma-2,mglcs_3_200_2_5.txt,1,beam_search_glcs,h1,9,0.0000,True
sigma-2,mglcs_3_200_2_5.txt,1,imbs_glcs,h1,31,0.0261,True
sigma-2,mglcs_3_200_2_5.txt,1,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_200_2_5.txt,1,imbs_glcs,h2,28,0.0317,True
sigma-2,mglcs_3_200_2_5.txt,1,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_5.txt,1,imbs_glcs,h5,29,0.0370,True
sigma-2,mglcs_3_200_2_5.txt,1,beam_search_glcs,h8,2,0.0054,True
sigma-2,mglcs_3_200_2_5.txt,1,imbs_glcs,h8,35,0.0384,True
sigma-2,mglcs_3_200_2_6.txt,1,beam_search_glcs,h1,7,0.0010,True
sigma-2,mglcs_3_200_2_6.txt,1,imbs_glcs,h1,23,0.0292,True
sigma-2,mglcs_3_200_2_6.txt,1,beam_search_glcs,h2,7,0.0000,True
sigma-2,mglcs_3_200_2_6.txt,1,imbs_glcs,h2,24,0.0308,True
sigma-2,mglcs_3_200_2_6.txt,1,beam_search_glcs,h5,7,0.0004,True
sigma-2,mglcs_3_200_2_6.txt,1,imbs_glcs,h5,30,0.0406,True
sigma-2,mglcs_3_200_2_6.txt,1,beam_search_glcs,h8,11,0.0061,True
sigma-2,mglcs_3_200_2_6.txt,1,imbs_glcs,h8,21,0.0347,True
sigma-2,mglcs_3_200_2_7.txt,1,beam_search_glcs,h1,8,0.0000,True
sigma-2,mglcs_3_200_2_7.txt,1,imbs_glcs,h1,30,0.0226,True
sigma-2,mglcs_3_200_2_7.txt,1,beam_search_glcs,h2,11,0.0000,True
sigma-2,mglcs_3_200_2_7.txt,1,imbs_glcs,h2,23,0.0187,True
sigma-2,mglcs_3_200_2_7.txt,1,beam_search_glcs,h5,8,0.0000,True
sigma-2,mglcs_3_200_2_7.txt,1,imbs_glcs,h5,27,0.0364,True
sigma-2,mglcs_3_200_2_7.txt,1,beam_search_glcs,h8,8,0.0065,True
sigma-2,mglcs_3_200_2_7.txt,1,imbs_glcs,h8,27,0.0299,True
