sigma,filename,beam_width,func,heuristic,length,time_s,feasible
sigma-2,mglcs_2_50_2_9.txt,250,imbs_glcs,h5,38,0.0311,True
sigma-2,mglcs_2_50_2_9.txt,250,beam_search_glcs,h8,37,0.0312,True
sigma-2,mglcs_2_50_2_9.txt,250,imbs_glcs,h8,37,0.0348,True
sigma-2,mglcs_3_100_2_0.txt,250,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_3_100_2_0.txt,250,imbs_glcs,h1,62,0.4494,True
sigma-2,mglcs_3_100_2_0.txt,250,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_3_100_2_0.txt,250,imbs_glcs,h2,63,0.4306,True
sigma-2,mglcs_3_100_2_0.txt,250,beam_search_glcs,h5,5,0.0000,True
sigma-2,mglcs_3_100_2_0.txt,250,imbs_glcs,h5,63,0.4821,True
sigma-2,mglcs_3_100_2_0.txt,250,beam_search_glcs,h8,5,0.0013,True
sigma-2,mglcs_3_100_2_0.txt,250,imbs_glcs,h8,60,0.5805,True
sigma-2,mglcs_3_100_2_1.txt,250,beam_search_glcs,h1,21,0.0120,True
sigma-2,mglcs_3_100_2_1.txt,250,imbs_glcs,h1,44,0.5582,True
sigma-2,mglcs_3_100_2_1.txt,250,beam_search_glcs,h2,21,0.0140,True
sigma-2,mglcs_3_100_2_1.txt,250,imbs_glcs,h2,45,0.6781,True
sigma-2,mglcs_3_100_2_1.txt,250,beam_search_glcs,h5,21,0.0175,True
sigma-2,mglcs_3_100_2_1.txt,250,imbs_glcs,h5,45,0.6798,True
sigma-2,mglcs_3_100_2_1.txt,250,beam_search_glcs,h8,21,0.0161,True
sigma-2,mglcs_3_100_2_1.txt,250,imbs_glcs,h8,44,0.5965,True
sigma-2,mglcs_3_100_2_2.txt,250,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_100_2_2.txt,250,imbs_glcs,h1,42,0.2526,True
sigma-2,mglcs_3_100_2_2.txt,250,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_100_2_2.txt,250,imbs_glcs,h2,44,0.2598,True
sigma-2,mglcs_3_100_2_2.txt,250,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_100_2_2.txt,250,imbs_glcs,h5,44,0.2730,True
sigma-2,mglcs_3_100_2_2.txt,250,beam_search_glcs,h8,2,0.0020,True
sigma-2,mglcs_3_100_2_2.txt,250,imbs_glcs,h8,40,0.3124,True
sigma-2,mglcs_3_100_2_3.txt,250,beam_search_glcs,h1,8,0.0000,True
sigma-2,mglcs_3_100_2_3.txt,250,imbs_glcs,h1,46,0.3911,True
sigma-2,mglcs_3_100_2_3.txt,250,beam_search_glcs,h2,8,0.0010,True
sigma-2,mglcs_3_100_2_3.txt,250,imbs_glcs,h2,49,0.3633,True
sigma-2,mglcs_3_100_2_3.txt,250,beam_search_glcs,h5,8,0.0010,True
sigma-2,mglcs_3_100_2_3.txt,250,imbs_glcs,h5,49,0.3984,True
sigma-2,mglcs_3_100_2_3.txt,250,beam_search_glcs,h8,8,0.0030,True
sigma-2,mglcs_3_100_2_3.txt,250,imbs_glcs,h8,42,0.3820,True
sigma-2,mglcs_3_100_2_4.txt,250,beam_search_glcs,h1,48,0.0235,True
sigma-2,mglcs_3_100_2_4.txt,250,imbs_glcs,h1,48,0.1552,True
sigma-2,mglcs_3_100_2_4.txt,250,beam_search_glcs,h2,48,0.0225,True
sigma-2,mglcs_3_100_2_4.txt,250,imbs_glcs,h2,48,0.1690,True
sigma-2,mglcs_3_100_2_4.txt,250,beam_search_glcs,h5,48,0.0253,True
sigma-2,mglcs_3_100_2_4.txt,250,imbs_glcs,h5,48,0.1892,True
sigma-2,mglcs_3_100_2_4.txt,250,beam_search_glcs,h8,48,0.0297,True
sigma-2,mglcs_3_100_2_4.txt,250,imbs_glcs,h8,48,0.1846,True
sigma-2,mglcs_3_100_2_5.txt,250,beam_search_glcs,h1,21,0.0303,True
sigma-2,mglcs_3_100_2_5.txt,250,imbs_glcs,h1,37,0.0949,True
sigma-2,mglcs_3_100_2_5.txt,250,beam_search_glcs,h2,21,0.0315,True
sigma-2,mglcs_3_100_2_5.txt,250,imbs_glcs,h2,37,0.1005,True
sigma-2,mglcs_3_100_2_5.txt,250,beam_search_glcs,h5,21,0.0340,True
sigma-2,mglcs_3_100_2_5.txt,250,imbs_glcs,h5,37,0.1055,True
sigma-2,mglcs_3_100_2_5.txt,250,beam_search_glcs,h8,21,0.0387,True
sigma-2,mglcs_3_100_2_5.txt,250,imbs_glcs,h8,44,0.1250,True
sigma-2,mglcs_3_100_2_6.txt,250,beam_search_glcs,h1,57,0.0993,True
sigma-2,mglcs_3_100_2_6.txt,250,imbs_glcs,h1,57,0.3463,True
sigma-2,mglcs_3_100_2_6.txt,250,beam_search_glcs,h2,57,0.1118,True
sigma-2,mglcs_3_100_2_6.txt,250,imbs_glcs,h2,57,0.3518,True
sigma-2,mglcs_3_100_2_6.txt,250,beam_search_glcs,h5,57,0.1031,True
sigma-2,mglcs_3_100_2_6.txt,250,imbs_glcs,h5,57,0.3953,True
sigma-2,mglcs_3_100_2_6.txt,250,beam_search_glcs,h8,53,0.1196,True
sigma-2,mglcs_3_100_2_6.txt,250,imbs_glcs,h8,53,0.3339,True
sigma-2,mglcs_3_100_2_7.txt,250,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_100_2_7.txt,250,imbs_glcs,h1,33,0.1010,True
sigma-2,mglcs_3_100_2_7.txt,250,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_100_2_7.txt,250,imbs_glcs,h2,44,0.1331,True
sigma-2,mglcs_3_100_2_7.txt,250,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_100_2_7.txt,250,imbs_glcs,h5,44,0.1324,True
sigma-2,mglcs_3_100_2_7.txt,250,beam_search_glcs,h8,2,0.0000,True
sigma-2,mglcs_3_100_2_7.txt,250,imbs_glcs,h8,42,0.1329,True
sigma-2,mglcs_3_100_2_8.txt,250,beam_search_glcs,h1,13,0.0000,True
sigma-2,mglcs_3_100_2_8.txt,250,imbs_glcs,h1,30,0.3155,True
sigma-2,mglcs_3_100_2_8.txt,250,beam_search_glcs,h2,13,0.0000,True
sigma-2,mglcs_3_100_2_8.txt,250,imbs_glcs,h2,30,0.3373,True
sigma-2,mglcs_3_100_2_8.txt,250,beam_search_glcs,h5,13,0.0000,True
sigma-2,mglcs_3_100_2_8.txt,250,imbs_glcs,h5,30,0.3504,True
sigma-2,mglcs_3_100_2_8.txt,250,beam_search_glcs,h8,13,0.0020,True
sigma-2,mglcs_3_100_2_8.txt,250,imbs_glcs,h8,30,0.3351,True
sigma-2,mglcs_3_100_2_9.txt,250,beam_search_glcs,h1,20,0.0040,True
sigma-2,mglcs_3_100_2_9.txt,250,imbs_glcs,h1,42,0.1097,True
sigma-2,mglcs_3_100_2_9.txt,250,beam_search_glcs,h2,20,0.0040,True
sigma-2,mglcs_3_100_2_9.txt,250,imbs_glcs,h2,42,0.1193,True
sigma-2,mglcs_3_100_2_9.txt,250,beam_search_glcs,h5,20,0.0040,True
sigma-2,mglcs_3_100_2_9.txt,250,imbs_glcs,h5,42,0.1237,True
sigma-2,mglcs_3_100_2_9.txt,250,beam_search_glcs,h8,20,0.0070,True
sigma-2,mglcs_3_100_2_9.txt,250,imbs_glcs,h8,41,0.1213,True
sigma-2,mglcs_3_200_2_0.txt,250,beam_search_glcs,h1,25,0.0070,True
sigma-2,mglcs_3_200_2_0.txt,250,imbs_glcs,h1,79,0.5259,True
sigma-2,mglcs_3_200_2_0.txt,250,beam_search_glcs,h2,25,0.0000,True
sigma-2,mglcs_3_200_2_0.txt,250,imbs_glcs,h2,82,0.5950,True
sigma-2,mglcs_3_200_2_0.txt,250,beam_search_glcs,h5,25,0.0163,True
sigma-2,mglcs_3_200_2_0.txt,250,imbs_glcs,h5,82,0.6209,True
sigma-2,mglcs_3_200_2_0.txt,250,beam_search_glcs,h8,25,0.0149,True
sigma-2,mglcs_3_200_2_0.txt,250,imbs_glcs,h8,77,0.6195,True
sigma-2,mglcs_3_200_2_1.txt,250,beam_search_glcs,h1,14,0.0000,True
sigma-2,mglcs_3_200_2_1.txt,250,imbs_glcs,h1,92,0.9879,True
sigma-2,mglcs_3_200_2_1.txt,250,beam_search_glcs,h2,14,0.0010,True
sigma-2,mglcs_3_200_2_1.txt,250,imbs_glcs,h2,105,1.2386,True
sigma-2,mglcs_3_200_2_1.txt,250,beam_search_glcs,h5,14,0.0000,True
sigma-2,mglcs_3_200_2_1.txt,250,imbs_glcs,h5,99,1.2392,True
sigma-2,mglcs_3_200_2_1.txt,250,beam_search_glcs,h8,14,0.0000,True
sigma-2,mglcs_3_200_2_1.txt,250,imbs_glcs,h8,94,1.3037,True
sigma-2,mglcs_3_200_2_2.txt,250,beam_search_glcs,h1,8,0.0022,True
sigma-2,mglcs_3_200_2_2.txt,250,imbs_glcs,h1,26,0.0639,True
sigma-2,mglcs_3_200_2_2.txt,250,beam_search_glcs,h2,8,0.0020,True
sigma-2,mglcs_3_200_2_2.txt,250,imbs_glcs,h2,26,0.0663,True
sigma-2,mglcs_3_200_2_2.txt,250,beam_search_glcs,h5,8,0.0010,True
sigma-2,mglcs_3_200_2_2.txt,250,imbs_glcs,h5,26,0.0672,True
sigma-2,mglcs_3_200_2_2.txt,250,beam_search_glcs,h8,8,0.0105,True
sigma-2,mglcs_3_200_2_2.txt,250,imbs_glcs,h8,26,0.0736,True
sigma-2,mglcs_3_200_2_3.txt,250,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_200_2_3.txt,250,imbs_glcs,h1,56,0.6626,True
sigma-2,mglcs_3_200_2_3.txt,250,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_3_200_2_3.txt,250,imbs_glcs,h2,48,0.6329,True
sigma-2,mglcs_3_200_2_3.txt,250,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_200_2_3.txt,250,imbs_glcs,h5,56,0.7062,True
sigma-2,mglcs_3_200_2_3.txt,250,beam_search_glcs,h8,2,0.0015,True
sigma-2,mglcs_3_200_2_3.txt,250,imbs_glcs,h8,47,0.6421,True
sigma-2,mglcs_3_200_2_4.txt,250,beam_search_glcs,h1,4,0.0000,True
sigma-2,mglcs_3_200_2_4.txt,250,imbs_glcs,h1,95,0.3139,True
sigma-2,mglcs_3_200_2_4.txt,250,beam_search_glcs,h2,4,0.0000,True
sigma-2,mglcs_3_200_2_4.txt,250,imbs_glcs,h2,82,0.2619,True
sigma-2,mglcs_3_200_2_4.txt,250,beam_search_glcs,h5,4,0.0000,True
sigma-2,mglcs_3_200_2_4.txt,250,imbs_glcs,h5,91,0.3452,True
sigma-2,mglcs_3_200_2_4.txt,250,beam_search_glcs,h8,4,0.0000,True
sigma-2,mglcs_3_200_2_4.txt,250,imbs_glcs,h8,81,0.3445,True
sigma-2,mglcs_3_200_2_5.txt,250,beam_search_glcs,h1,10,0.0000,True
sigma-2,mglcs_3_200_2_5.txt,250,imbs_glcs,h1,91,0.6168,True
sigma-2,mglcs_3_200_2_5.txt,250,beam_search_glcs,h2,10,0.0000,True
sigma-2,mglcs_3_200_2_5.txt,250,imbs_glcs,h2,92,0.5248,True
sigma-2,mglcs_3_200_2_5.txt,250,beam_search_glcs,h5,10,0.0000,True
sigma-2,mglcs_3_200_2_5.txt,250,imbs_glcs,h5,92,0.5463,True
sigma-2,mglcs_3_200_2_5.txt,250,beam_search_glcs,h8,10,0.0070,True
sigma-2,mglcs_3_200_2_5.txt,250,imbs_glcs,h8,89,0.5616,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h1,14,0.0024,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h1,31,0.1790,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h2,14,0.0022,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h2,31,0.1820,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h5,14,0.0030,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h5,31,0.1976,True
sigma-2,mglcs_3_200_2_6.txt,250,beam_search_glcs,h8,14,0.0090,True
sigma-2,mglcs_3_200_2_6.txt,250,imbs_glcs,h8,31,0.2091,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h1,22,0.0030,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h1,30,0.4019,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h2,22,0.0000,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h2,30,0.4010,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h5,22,0.0024,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h5,30,0.4132,True
sigma-2,mglcs_3_200_2_7.txt,250,beam_search_glcs,h8,22,0.0145,True
sigma-2,mglcs_3_200_2_7.txt,250,imbs_glcs,h8,30,0.4528,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h1,48,0.1866,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h1,64,1.4306,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h2,48,0.1461,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h2,48,1.1554,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h5,50,0.1759,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h5,50,1.2796,True
sigma-2,mglcs_3_200_2_8.txt,250,beam_search_glcs,h8,50,0.2125,True
sigma-2,mglcs_3_200_2_8.txt,250,imbs_glcs,h8,50,1.3606,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h1,41,0.5908,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h2,40,0.6260,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h5,38,0.6117,True
sigma-2,mglcs_3_200_2_9.txt,250,beam_search_glcs,h8,3,0.0000,True
sigma-2,mglcs_3_200_2_9.txt,250,imbs_glcs,h8,41,0.7154,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h1,30,0.0701,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h2,2,0.0010,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h2,30,0.0804,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h5,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h5,30,0.0832,True
sigma-2,mglcs_3_50_2_0.txt,250,beam_search_glcs,h8,2,0.0000,True
sigma-2,mglcs_3_50_2_0.txt,250,imbs_glcs,h8,28,0.0779,True
sigma-2,mglcs_3_50_2_1.txt,250,beam_search_glcs,h1,5,0.0010,True
sigma-2,mglcs_3_50_2_1.txt,250,imbs_glcs,h1,24,0.0356,True
sigma-2,mglcs_3_50_2_1.txt,250,beam_search_glcs,h2,5,0.0010,True
sigma-2,mglcs_3_50_2_1.txt,250,imbs_glcs,h2,24,0.0410,True
sigma-2,mglcs_3_50_2_1.txt,250,beam_search_glcs,h5,5,0.0010,True
sigma-2,mglcs_3_50_2_1.txt,250,imbs_glcs,h5,24,0.0486,True
sigma-2,mglcs_3_50_2_1.txt,250,beam_search_glcs,h8,5,0.0010,True
sigma-2,mglcs_3_50_2_1.txt,250,imbs_glcs,h8,24,0.0468,True
sigma-2,mglcs_3_50_2_2.txt,250,beam_search_glcs,h1,33,0.0316,True
sigma-2,mglcs_3_50_2_2.txt,250,imbs_glcs,h1,33,0.0471,True
sigma-2,mglcs_3_50_2_2.txt,250,beam_search_glcs,h2,34,0.0354,True
sigma-2,mglcs_3_50_2_2.txt,250,imbs_glcs,h2,34,0.0503,True
sigma-2,mglcs_3_50_2_2.txt,250,beam_search_glcs,h5,34,0.0385,True
sigma-2,mglcs_3_50_2_2.txt,250,imbs_glcs,h5,34,0.0536,True
sigma-2,mglcs_3_50_2_2.txt,250,beam_search_glcs,h8,33,0.0372,True
sigma-2,mglcs_3_50_2_2.txt,250,imbs_glcs,h8,33,0.0545,True
sigma-2,mglcs_3_50_2_3.txt,250,beam_search_glcs,h1,6,0.0000,True
sigma-2,mglcs_3_50_2_3.txt,250,imbs_glcs,h1,24,0.0162,True
sigma-2,mglcs_3_50_2_3.txt,250,beam_search_glcs,h2,6,0.0000,True
sigma-2,mglcs_3_50_2_3.txt,250,imbs_glcs,h2,24,0.0174,True
sigma-2,mglcs_3_50_2_3.txt,250,beam_search_glcs,h5,6,0.0000,True
sigma-2,mglcs_3_50_2_3.txt,250,imbs_glcs,h5,24,0.0200,True
sigma-2,mglcs_3_50_2_3.txt,250,beam_search_glcs,h8,6,0.0000,True
sigma-2,mglcs_3_50_2_3.txt,250,imbs_glcs,h8,24,0.0284,True
sigma-2,mglcs_3_50_2_4.txt,250,beam_search_glcs,h1,33,0.0150,True
sigma-2,mglcs_3_50_2_4.txt,250,imbs_glcs,h1,33,0.0172,True
sigma-2,mglcs_3_50_2_4.txt,250,beam_search_glcs,h2,33,0.0160,True
sigma-2,mglcs_3_50_2_4.txt,250,imbs_glcs,h2,33,0.0204,True
sigma-2,mglcs_3_50_2_4.txt,250,beam_search_glcs,h5,33,0.0189,True
sigma-2,mglcs_3_50_2_4.txt,250,imbs_glcs,h5,33,0.0184,True
sigma-2,mglcs_3_50_2_4.txt,250,beam_search_glcs,h8,33,0.0200,True
sigma-2,mglcs_3_50_2_4.txt,250,imbs_glcs,h8,33,0.0229,True
sigma-2,mglcs_3_50_2_5.txt,250,beam_search_glcs,h1,16,0.0020,True
sigma-2,mglcs_3_50_2_5.txt,250,imbs_glcs,h1,17,0.0070,True
sigma-2,mglcs_3_50_2_5.txt,250,beam_search_glcs,h2,16,0.0020,True
sigma-2,mglcs_3_50_2_5.txt,250,imbs_glcs,h2,17,0.0065,True
sigma-2,mglcs_3_50_2_5.txt,250,beam_search_glcs,h5,16,0.0011,True
sigma-2,mglcs_3_50_2_5.txt,250,imbs_glcs,h5,17,0.0081,True
sigma-2,mglcs_3_50_2_5.txt,250,beam_search_glcs,h8,16,0.0020,True
sigma-2,mglcs_3_50_2_5.txt,250,imbs_glcs,h8,17,0.0093,True
sigma-2,mglcs_3_50_2_6.txt,250,beam_search_glcs,h1,30,0.0095,True
sigma-2,mglcs_3_50_2_6.txt,250,imbs_glcs,h1,30,0.0139,True
sigma-2,mglcs_3_50_2_6.txt,250,beam_search_glcs,h2,30,0.0084,True
sigma-2,mglcs_3_50_2_6.txt,250,imbs_glcs,h2,30,0.0105,True
sigma-2,mglcs_3_50_2_6.txt,250,beam_search_glcs,h5,30,0.0090,True
sigma-2,mglcs_3_50_2_6.txt,250,imbs_glcs,h5,30,0.0117,True
sigma-2,mglcs_3_50_2_6.txt,250,beam_search_glcs,h8,30,0.0085,True
sigma-2,mglcs_3_50_2_6.txt,250,imbs_glcs,h8,30,0.0125,True
sigma-2,mglcs_3_50_2_7.txt,250,beam_search_glcs,h1,13,0.0015,True
sigma-2,mglcs_3_50_2_7.txt,250,imbs_glcs,h1,24,0.0261,True
sigma-2,mglcs_3_50_2_7.txt,250,beam_search_glcs,h2,13,0.0010,True
sigma-2,mglcs_3_50_2_7.txt,250,imbs_glcs,h2,24,0.0280,True
sigma-2,mglcs_3_50_2_7.txt,250,beam_search_glcs,h5,13,0.0010,True
sigma-2,mglcs_3_50_2_7.txt,250,imbs_glcs,h5,24,0.0302,True
sigma-2,mglcs_3_50_2_7.txt,250,beam_search_glcs,h8,13,0.0010,True
sigma-2,mglcs_3_50_2_7.txt,250,imbs_glcs,h8,24,0.0308,True
sigma-2,mglcs_3_50_2_8.txt,250,beam_search_glcs,h1,24,0.0193,True
sigma-2,mglcs_3_50_2_8.txt,250,imbs_glcs,h1,24,0.0353,True
sigma-2,mglcs_3_50_2_8.txt,250,beam_search_glcs,h2,24,0.0210,True
sigma-2,mglcs_3_50_2_8.txt,250,imbs_glcs,h2,24,0.0409,True
sigma-2,mglcs_3_50_2_8.txt,250,beam_search_glcs,h5,24,0.0235,True
sigma-2,mglcs_3_50_2_8.txt,250,imbs_glcs,h5,24,0.0405,True
sigma-2,mglcs_3_50_2_8.txt,250,beam_search_glcs,h8,24,0.0244,True
sigma-2,mglcs_3_50_2_8.txt,250,imbs_glcs,h8,24,0.0420,True
sigma-2,mglcs_3_50_2_9.txt,250,beam_search_glcs,h1,12,0.0034,True
sigma-2,mglcs_3_50_2_9.txt,250,imbs_glcs,h1,18,0.0275,True
sigma-2,mglcs_3_50_2_9.txt,250,beam_search_glcs,h2,12,0.0043,True
sigma-2,mglcs_3_50_2_9.txt,250,imbs_glcs,h2,18,0.0284,True
sigma-2,mglcs_3_50_2_9.txt,250,beam_search_glcs,h5,12,0.0030,True
sigma-2,mglcs_3_50_2_9.txt,250,imbs_glcs,h5,18,0.0304,True
sigma-2,mglcs_3_50_2_9.txt,250,beam_search_glcs,h8,12,0.0055,True
sigma-2,mglcs_3_50_2_9.txt,250,imbs_glcs,h8,18,0.0317,True
sigma-2,mglcs_5_100_2_0.txt,250,beam_search_glcs,h1,9,0.0010,True
sigma-2,mglcs_5_100_2_0.txt,250,imbs_glcs,h1,11,0.0233,True
sigma-2,mglcs_5_100_2_0.txt,250,beam_search_glcs,h2,9,0.0010,True
sigma-2,mglcs_5_100_2_0.txt,250,imbs_glcs,h2,11,0.0250,True
sigma-2,mglcs_5_100_2_0.txt,250,beam_search_glcs,h5,9,0.0010,True
sigma-2,mglcs_5_100_2_0.txt,250,imbs_glcs,h5,11,0.0240,True
sigma-2,mglcs_5_100_2_0.txt,250,beam_search_glcs,h8,9,0.0024,True
sigma-2,mglcs_5_100_2_0.txt,250,imbs_glcs,h8,11,0.0275,True
sigma-2,mglcs_5_100_2_1.txt,250,beam_search_glcs,h1,9,0.0013,True
sigma-2,mglcs_5_100_2_1.txt,250,imbs_glcs,h1,9,0.0230,True
sigma-2,mglcs_5_100_2_1.txt,250,beam_search_glcs,h2,9,0.0020,True
sigma-2,mglcs_5_100_2_1.txt,250,imbs_glcs,h2,9,0.0244,True
sigma-2,mglcs_5_100_2_1.txt,250,beam_search_glcs,h5,9,0.0010,True
sigma-2,mglcs_5_100_2_1.txt,250,imbs_glcs,h5,9,0.0255,True
sigma-2,mglcs_5_100_2_1.txt,250,beam_search_glcs,h8,9,0.0020,True
sigma-2,mglcs_5_100_2_1.txt,250,imbs_glcs,h8,9,0.0274,True
sigma-2,mglcs_5_100_2_2.txt,250,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,250,imbs_glcs,h1,7,0.0124,True
sigma-2,mglcs_5_100_2_2.txt,250,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,250,imbs_glcs,h2,7,0.0162,True
sigma-2,mglcs_5_100_2_2.txt,250,beam_search_glcs,h5,3,0.0011,True
sigma-2,mglcs_5_100_2_2.txt,250,imbs_glcs,h5,7,0.0127,True
sigma-2,mglcs_5_100_2_2.txt,250,beam_search_glcs,h8,3,0.0038,True
sigma-2,mglcs_5_100_2_2.txt,250,imbs_glcs,h8,7,0.0134,True
sigma-2,mglcs_5_100_2_3.txt,250,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,250,imbs_glcs,h1,6,0.0132,True
sigma-2,mglcs_5_100_2_3.txt,250,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,250,imbs_glcs,h2,6,0.0134,True
sigma-2,mglcs_5_100_2_3.txt,250,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,250,imbs_glcs,h5,6,0.0119,True
sigma-2,mglcs_5_100_2_3.txt,250,beam_search_glcs,h8,3,0.0036,True
sigma-2,mglcs_5_100_2_3.txt,250,imbs_glcs,h8,6,0.0144,True
sigma-2,mglcs_5_100_2_4.txt,250,beam_search_glcs,h1,11,0.0040,True
sigma-2,mglcs_5_100_2_4.txt,250,imbs_glcs,h1,17,0.0524,True
sigma-2,mglcs_5_100_2_4.txt,250,beam_search_glcs,h2,11,0.0022,True
sigma-2,mglcs_5_100_2_4.txt,250,imbs_glcs,h2,17,0.0476,True
sigma-2,mglcs_5_100_2_4.txt,250,beam_search_glcs,h5,11,0.0149,True
sigma-2,mglcs_5_100_2_4.txt,250,imbs_glcs,h5,17,0.0483,True
sigma-2,mglcs_5_100_2_4.txt,250,beam_search_glcs,h8,11,0.0030,True
sigma-2,mglcs_5_100_2_4.txt,250,imbs_glcs,h8,17,0.0528,True
sigma-2,mglcs_5_100_2_5.txt,250,beam_search_glcs,h1,7,0.0012,True
sigma-2,mglcs_5_100_2_5.txt,250,imbs_glcs,h1,15,0.0291,True
sigma-2,mglcs_5_100_2_5.txt,250,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,250,imbs_glcs,h2,15,0.0309,True
sigma-2,mglcs_5_100_2_5.txt,250,beam_search_glcs,h5,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,250,imbs_glcs,h5,15,0.0310,True
sigma-2,mglcs_5_100_2_5.txt,250,beam_search_glcs,h8,7,0.0060,True
sigma-2,mglcs_5_100_2_5.txt,250,imbs_glcs,h8,15,0.0341,True
sigma-2,mglcs_5_100_2_6.txt,250,beam_search_glcs,h1,5,0.0012,True
sigma-2,mglcs_5_100_2_6.txt,250,imbs_glcs,h1,13,0.0177,True
sigma-2,mglcs_5_100_2_6.txt,250,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,250,imbs_glcs,h2,13,0.0191,True
sigma-2,mglcs_5_100_2_6.txt,250,beam_search_glcs,h5,5,0.0044,True
sigma-2,mglcs_5_100_2_6.txt,250,imbs_glcs,h5,13,0.0248,True
sigma-2,mglcs_5_100_2_6.txt,250,beam_search_glcs,h8,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,250,imbs_glcs,h8,13,0.0368,True
sigma-2,mglcs_5_100_2_7.txt,250,beam_search_glcs,h1,5,0.0032,True
sigma-2,mglcs_5_100_2_7.txt,250,imbs_glcs,h1,14,0.0193,True
sigma-2,mglcs_5_100_2_7.txt,250,beam_search_glcs,h2,5,0.0010,True
sigma-2,mglcs_5_100_2_7.txt,250,imbs_glcs,h2,14,0.0194,True
sigma-2,mglcs_5_100_2_7.txt,250,beam_search_glcs,h5,5,0.0000,True
sigma-2,mglcs_5_100_2_7.txt,250,imbs_glcs,h5,14,0.0240,True
sigma-2,mglcs_5_100_2_7.txt,250,beam_search_glcs,h8,5,0.0029,True
sigma-2,mglcs_5_100_2_7.txt,250,imbs_glcs,h8,14,0.0274,True
sigma-2,mglcs_5_100_2_8.txt,250,beam_search_glcs,h1,6,0.0000,True
sigma-2,mglcs_5_100_2_8.txt,250,imbs_glcs,h1,9,0.0146,True
sigma-2,mglcs_5_100_2_8.txt,250,beam_search_glcs,h2,6,0.0005,True
sigma-2,mglcs_5_100_2_8.txt,250,imbs_glcs,h2,9,0.0160,True
sigma-2,mglcs_5_100_2_8.txt,250,beam_search_glcs,h5,6,0.0011,True
sigma-2,mglcs_5_100_2_8.txt,250,imbs_glcs,h5,9,0.0165,True
