sigma,filename,beam_width,func,heuristic,length,time_s,feasible
sigma-2,mglcs_5_100_2_1.txt,100,beam_search_glcs,h5,9,0.0000,True
sigma-2,mglcs_5_100_2_1.txt,100,imbs_glcs,h5,9,0.0281,True
sigma-2,mglcs_5_100_2_1.txt,500,beam_search_glcs,h5,9,0.0016,True
sigma-2,mglcs_5_100_2_1.txt,500,imbs_glcs,h5,9,0.0228,True
sigma-2,mglcs_5_100_2_1.txt,10000,beam_search_glcs,h5,9,0.0018,True
sigma-2,mglcs_5_100_2_1.txt,1,beam_search_glcs,h8,4,0.0021,True
sigma-2,mglcs_5_100_2_1.txt,1,imbs_glcs,h8,13,0.0041,True
sigma-2,mglcs_5_100_2_1.txt,5,beam_search_glcs,h8,9,0.0034,True
sigma-2,mglcs_5_100_2_1.txt,5,imbs_glcs,h8,32,0.0392,True
sigma-2,mglcs_5_100_2_1.txt,10,beam_search_glcs,h8,9,0.0000,True
sigma-2,mglcs_5_100_2_1.txt,10,imbs_glcs,h8,34,0.1493,True
sigma-2,mglcs_5_100_2_1.txt,20,beam_search_glcs,h8,9,0.0000,True
sigma-2,mglcs_5_100_2_1.txt,20,imbs_glcs,h8,32,0.1407,True
sigma-2,mglcs_5_100_2_1.txt,50,beam_search_glcs,h8,9,0.0000,True
sigma-2,mglcs_5_100_2_1.txt,50,imbs_glcs,h8,32,0.1367,True
sigma-2,mglcs_5_100_2_1.txt,100,beam_search_glcs,h8,9,0.0000,True
sigma-2,mglcs_5_100_2_1.txt,100,imbs_glcs,h8,9,0.0336,True
sigma-2,mglcs_5_100_2_1.txt,500,beam_search_glcs,h8,9,0.0000,True
sigma-2,mglcs_5_100_2_1.txt,500,imbs_glcs,h8,9,0.0255,True
sigma-2,mglcs_5_100_2_1.txt,10000,beam_search_glcs,h8,9,0.0044,True
sigma-2,mglcs_5_100_2_2.txt,1,beam_search_glcs,h1,2,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,1,imbs_glcs,h1,10,0.0028,True
sigma-2,mglcs_5_100_2_2.txt,5,beam_search_glcs,h1,3,0.0010,True
sigma-2,mglcs_5_100_2_2.txt,5,imbs_glcs,h1,12,0.0398,True
sigma-2,mglcs_5_100_2_2.txt,10,beam_search_glcs,h1,3,0.0011,True
sigma-2,mglcs_5_100_2_2.txt,10,imbs_glcs,h1,15,0.1036,True
sigma-2,mglcs_5_100_2_2.txt,20,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,20,imbs_glcs,h1,15,0.1131,True
sigma-2,mglcs_5_100_2_2.txt,50,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,50,imbs_glcs,h1,15,0.0994,True
sigma-2,mglcs_5_100_2_2.txt,100,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,100,imbs_glcs,h1,7,0.0157,True
sigma-2,mglcs_5_100_2_2.txt,500,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,500,imbs_glcs,h1,7,0.0235,True
sigma-2,mglcs_5_100_2_2.txt,10000,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,1,beam_search_glcs,h2,2,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,1,imbs_glcs,h2,10,0.0020,True
sigma-2,mglcs_5_100_2_2.txt,5,beam_search_glcs,h2,3,0.0010,True
sigma-2,mglcs_5_100_2_2.txt,5,imbs_glcs,h2,16,0.0243,True
sigma-2,mglcs_5_100_2_2.txt,10,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,10,imbs_glcs,h2,15,0.1001,True
sigma-2,mglcs_5_100_2_2.txt,20,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,20,imbs_glcs,h2,15,0.1112,True
sigma-2,mglcs_5_100_2_2.txt,50,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,50,imbs_glcs,h2,15,0.1307,True
sigma-2,mglcs_5_100_2_2.txt,100,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,100,imbs_glcs,h2,7,0.0026,True
sigma-2,mglcs_5_100_2_2.txt,500,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,500,imbs_glcs,h2,7,0.0240,True
sigma-2,mglcs_5_100_2_2.txt,10000,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,1,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_2.txt,1,imbs_glcs,h5,10,0.0030,True
sigma-2,mglcs_5_100_2_2.txt,5,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,5,imbs_glcs,h5,16,0.0423,True
sigma-2,mglcs_5_100_2_2.txt,10,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_2.txt,10,imbs_glcs,h5,15,0.1161,True
sigma-2,mglcs_5_100_2_2.txt,20,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,20,imbs_glcs,h5,15,0.1222,True
sigma-2,mglcs_5_100_2_2.txt,50,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_2.txt,50,imbs_glcs,h5,15,0.1228,True
sigma-2,mglcs_5_100_2_2.txt,100,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_2.txt,100,imbs_glcs,h5,7,0.0122,True
sigma-2,mglcs_5_100_2_2.txt,500,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_2.txt,500,imbs_glcs,h5,7,0.0127,True
sigma-2,mglcs_5_100_2_2.txt,10000,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_2.txt,1,beam_search_glcs,h8,2,0.0020,True
sigma-2,mglcs_5_100_2_2.txt,1,imbs_glcs,h8,11,0.0045,True
sigma-2,mglcs_5_100_2_2.txt,5,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_2.txt,5,imbs_glcs,h8,16,0.0185,True
sigma-2,mglcs_5_100_2_2.txt,10,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_2.txt,10,imbs_glcs,h8,14,0.1172,True
sigma-2,mglcs_5_100_2_2.txt,20,beam_search_glcs,h8,3,0.0022,True
sigma-2,mglcs_5_100_2_2.txt,20,imbs_glcs,h8,15,0.1255,True
sigma-2,mglcs_5_100_2_2.txt,50,beam_search_glcs,h8,3,0.0016,True
sigma-2,mglcs_5_100_2_2.txt,50,imbs_glcs,h8,15,0.1236,True
sigma-2,mglcs_5_100_2_2.txt,100,beam_search_glcs,h8,3,0.0030,True
sigma-2,mglcs_5_100_2_2.txt,100,imbs_glcs,h8,7,0.0140,True
sigma-2,mglcs_5_100_2_2.txt,500,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_2.txt,500,imbs_glcs,h8,7,0.0142,True
sigma-2,mglcs_5_100_2_2.txt,10000,beam_search_glcs,h8,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,1,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,1,imbs_glcs,h1,14,0.0030,True
sigma-2,mglcs_5_100_2_3.txt,5,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,5,imbs_glcs,h1,16,0.0234,True
sigma-2,mglcs_5_100_2_3.txt,10,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,10,imbs_glcs,h1,8,0.0797,True
sigma-2,mglcs_5_100_2_3.txt,20,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,20,imbs_glcs,h1,8,0.0793,True
sigma-2,mglcs_5_100_2_3.txt,50,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,50,imbs_glcs,h1,8,0.0809,True
sigma-2,mglcs_5_100_2_3.txt,100,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,100,imbs_glcs,h1,6,0.0110,True
sigma-2,mglcs_5_100_2_3.txt,500,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,500,imbs_glcs,h1,6,0.0111,True
sigma-2,mglcs_5_100_2_3.txt,10000,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,1,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,1,imbs_glcs,h2,9,0.0025,True
sigma-2,mglcs_5_100_2_3.txt,5,beam_search_glcs,h2,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,5,imbs_glcs,h2,16,0.0243,True
sigma-2,mglcs_5_100_2_3.txt,10,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,10,imbs_glcs,h2,8,0.0810,True
sigma-2,mglcs_5_100_2_3.txt,20,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,20,imbs_glcs,h2,8,0.0804,True
sigma-2,mglcs_5_100_2_3.txt,50,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,50,imbs_glcs,h2,8,0.0814,True
sigma-2,mglcs_5_100_2_3.txt,100,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,100,imbs_glcs,h2,6,0.0103,True
sigma-2,mglcs_5_100_2_3.txt,500,beam_search_glcs,h2,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,500,imbs_glcs,h2,6,0.0101,True
sigma-2,mglcs_5_100_2_3.txt,10000,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,1,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,1,imbs_glcs,h5,8,0.0037,True
sigma-2,mglcs_5_100_2_3.txt,5,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,5,imbs_glcs,h5,15,0.0228,True
sigma-2,mglcs_5_100_2_3.txt,10,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,10,imbs_glcs,h5,8,0.0819,True
sigma-2,mglcs_5_100_2_3.txt,20,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,20,imbs_glcs,h5,8,0.0832,True
sigma-2,mglcs_5_100_2_3.txt,50,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,50,imbs_glcs,h5,8,0.0812,True
sigma-2,mglcs_5_100_2_3.txt,100,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,100,imbs_glcs,h5,6,0.0101,True
sigma-2,mglcs_5_100_2_3.txt,500,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,500,imbs_glcs,h5,6,0.0111,True
sigma-2,mglcs_5_100_2_3.txt,10000,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,1,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_3.txt,1,imbs_glcs,h8,14,0.0040,True
sigma-2,mglcs_5_100_2_3.txt,5,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_3.txt,5,imbs_glcs,h8,27,0.0185,True
sigma-2,mglcs_5_100_2_3.txt,10,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_3.txt,10,imbs_glcs,h8,8,0.0847,True
sigma-2,mglcs_5_100_2_3.txt,20,beam_search_glcs,h8,3,0.0010,True
sigma-2,mglcs_5_100_2_3.txt,20,imbs_glcs,h8,8,0.0855,True
sigma-2,mglcs_5_100_2_3.txt,50,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_3.txt,50,imbs_glcs,h8,8,0.0813,True
sigma-2,mglcs_5_100_2_3.txt,100,beam_search_glcs,h8,3,0.0000,True
sigma-2,mglcs_5_100_2_3.txt,100,imbs_glcs,h8,6,0.0214,True
sigma-2,mglcs_5_100_2_3.txt,500,beam_search_glcs,h8,3,0.0022,True
sigma-2,mglcs_5_100_2_3.txt,500,imbs_glcs,h8,6,0.0128,True
sigma-2,mglcs_5_100_2_3.txt,10000,beam_search_glcs,h8,3,0.0020,True
sigma-2,mglcs_5_100_2_4.txt,1,beam_search_glcs,h1,8,0.0010,True
sigma-2,mglcs_5_100_2_4.txt,1,imbs_glcs,h1,9,0.0015,True
sigma-2,mglcs_5_100_2_4.txt,5,beam_search_glcs,h1,11,0.0026,True
sigma-2,mglcs_5_100_2_4.txt,5,imbs_glcs,h1,14,0.0210,True
sigma-2,mglcs_5_100_2_4.txt,10,beam_search_glcs,h1,11,0.0013,True
sigma-2,mglcs_5_100_2_4.txt,10,imbs_glcs,h1,13,0.0717,True
sigma-2,mglcs_5_100_2_4.txt,20,beam_search_glcs,h1,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,20,imbs_glcs,h1,17,0.1271,True
sigma-2,mglcs_5_100_2_4.txt,50,beam_search_glcs,h1,11,0.0135,True
sigma-2,mglcs_5_100_2_4.txt,50,imbs_glcs,h1,17,0.1473,True
sigma-2,mglcs_5_100_2_4.txt,100,beam_search_glcs,h1,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,100,imbs_glcs,h1,17,0.0471,True
sigma-2,mglcs_5_100_2_4.txt,500,beam_search_glcs,h1,11,0.0020,True
sigma-2,mglcs_5_100_2_4.txt,500,imbs_glcs,h1,17,0.0425,True
sigma-2,mglcs_5_100_2_4.txt,10000,beam_search_glcs,h1,11,0.0030,True
sigma-2,mglcs_5_100_2_4.txt,1,beam_search_glcs,h2,10,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,1,imbs_glcs,h2,13,0.0021,True
sigma-2,mglcs_5_100_2_4.txt,5,beam_search_glcs,h2,10,0.0015,True
sigma-2,mglcs_5_100_2_4.txt,5,imbs_glcs,h2,13,0.0246,True
sigma-2,mglcs_5_100_2_4.txt,10,beam_search_glcs,h2,11,0.0007,True
sigma-2,mglcs_5_100_2_4.txt,10,imbs_glcs,h2,14,0.0862,True
sigma-2,mglcs_5_100_2_4.txt,20,beam_search_glcs,h2,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,20,imbs_glcs,h2,14,0.1384,True
sigma-2,mglcs_5_100_2_4.txt,50,beam_search_glcs,h2,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,50,imbs_glcs,h2,17,0.1535,True
sigma-2,mglcs_5_100_2_4.txt,100,beam_search_glcs,h2,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,100,imbs_glcs,h2,17,0.0506,True
sigma-2,mglcs_5_100_2_4.txt,500,beam_search_glcs,h2,11,0.0011,True
sigma-2,mglcs_5_100_2_4.txt,500,imbs_glcs,h2,17,0.0443,True
sigma-2,mglcs_5_100_2_4.txt,10000,beam_search_glcs,h2,11,0.0020,True
sigma-2,mglcs_5_100_2_4.txt,1,beam_search_glcs,h5,11,0.0010,True
sigma-2,mglcs_5_100_2_4.txt,1,imbs_glcs,h5,14,0.0031,True
sigma-2,mglcs_5_100_2_4.txt,5,beam_search_glcs,h5,11,0.0008,True
sigma-2,mglcs_5_100_2_4.txt,5,imbs_glcs,h5,15,0.0365,True
sigma-2,mglcs_5_100_2_4.txt,10,beam_search_glcs,h5,11,0.0020,True
sigma-2,mglcs_5_100_2_4.txt,10,imbs_glcs,h5,14,0.0959,True
sigma-2,mglcs_5_100_2_4.txt,20,beam_search_glcs,h5,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,20,imbs_glcs,h5,14,0.1314,True
sigma-2,mglcs_5_100_2_4.txt,50,beam_search_glcs,h5,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,50,imbs_glcs,h5,17,0.1464,True
sigma-2,mglcs_5_100_2_4.txt,100,beam_search_glcs,h5,11,0.0160,True
sigma-2,mglcs_5_100_2_4.txt,100,imbs_glcs,h5,17,0.0456,True
sigma-2,mglcs_5_100_2_4.txt,500,beam_search_glcs,h5,11,0.0022,True
sigma-2,mglcs_5_100_2_4.txt,500,imbs_glcs,h5,17,0.0463,True
sigma-2,mglcs_5_100_2_4.txt,10000,beam_search_glcs,h5,11,0.0010,True
sigma-2,mglcs_5_100_2_4.txt,1,beam_search_glcs,h8,9,0.0021,True
sigma-2,mglcs_5_100_2_4.txt,1,imbs_glcs,h8,14,0.0041,True
sigma-2,mglcs_5_100_2_4.txt,5,beam_search_glcs,h8,11,0.0024,True
sigma-2,mglcs_5_100_2_4.txt,5,imbs_glcs,h8,14,0.0368,True
sigma-2,mglcs_5_100_2_4.txt,10,beam_search_glcs,h8,11,0.0033,True
sigma-2,mglcs_5_100_2_4.txt,10,imbs_glcs,h8,14,0.0890,True
sigma-2,mglcs_5_100_2_4.txt,20,beam_search_glcs,h8,11,0.0000,True
sigma-2,mglcs_5_100_2_4.txt,20,imbs_glcs,h8,14,0.1273,True
sigma-2,mglcs_5_100_2_4.txt,50,beam_search_glcs,h8,11,0.0157,True
sigma-2,mglcs_5_100_2_4.txt,50,imbs_glcs,h8,17,0.1575,True
sigma-2,mglcs_5_100_2_4.txt,100,beam_search_glcs,h8,11,0.0030,True
sigma-2,mglcs_5_100_2_4.txt,100,imbs_glcs,h8,17,0.0497,True
sigma-2,mglcs_5_100_2_4.txt,500,beam_search_glcs,h8,11,0.0035,True
sigma-2,mglcs_5_100_2_4.txt,500,imbs_glcs,h8,17,0.0487,True
sigma-2,mglcs_5_100_2_4.txt,10000,beam_search_glcs,h8,11,0.0040,True
sigma-2,mglcs_5_100_2_5.txt,1,beam_search_glcs,h1,6,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,1,imbs_glcs,h1,11,0.0022,True
sigma-2,mglcs_5_100_2_5.txt,5,beam_search_glcs,h1,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,5,imbs_glcs,h1,19,0.0466,True
sigma-2,mglcs_5_100_2_5.txt,10,beam_search_glcs,h1,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,10,imbs_glcs,h1,17,0.1505,True
sigma-2,mglcs_5_100_2_5.txt,20,beam_search_glcs,h1,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,20,imbs_glcs,h1,19,0.1928,True
sigma-2,mglcs_5_100_2_5.txt,50,beam_search_glcs,h1,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,50,imbs_glcs,h1,19,0.2110,True
sigma-2,mglcs_5_100_2_5.txt,100,beam_search_glcs,h1,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,100,imbs_glcs,h1,15,0.0280,True
sigma-2,mglcs_5_100_2_5.txt,500,beam_search_glcs,h1,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,500,imbs_glcs,h1,15,0.0279,True
sigma-2,mglcs_5_100_2_5.txt,10000,beam_search_glcs,h1,7,0.0013,True
sigma-2,mglcs_5_100_2_5.txt,1,beam_search_glcs,h2,6,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,1,imbs_glcs,h2,10,0.0035,True
sigma-2,mglcs_5_100_2_5.txt,5,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,5,imbs_glcs,h2,12,0.0240,True
sigma-2,mglcs_5_100_2_5.txt,10,beam_search_glcs,h2,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,10,imbs_glcs,h2,16,0.1469,True
sigma-2,mglcs_5_100_2_5.txt,20,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,20,imbs_glcs,h2,19,0.1943,True
sigma-2,mglcs_5_100_2_5.txt,50,beam_search_glcs,h2,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,50,imbs_glcs,h2,19,0.2144,True
sigma-2,mglcs_5_100_2_5.txt,100,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,100,imbs_glcs,h2,15,0.0290,True
sigma-2,mglcs_5_100_2_5.txt,500,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,500,imbs_glcs,h2,15,0.0290,True
sigma-2,mglcs_5_100_2_5.txt,10000,beam_search_glcs,h2,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,1,beam_search_glcs,h5,6,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,1,imbs_glcs,h5,9,0.0020,True
sigma-2,mglcs_5_100_2_5.txt,5,beam_search_glcs,h5,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,5,imbs_glcs,h5,16,0.0336,True
sigma-2,mglcs_5_100_2_5.txt,10,beam_search_glcs,h5,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,10,imbs_glcs,h5,17,0.1677,True
sigma-2,mglcs_5_100_2_5.txt,20,beam_search_glcs,h5,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,20,imbs_glcs,h5,19,0.2045,True
sigma-2,mglcs_5_100_2_5.txt,50,beam_search_glcs,h5,7,0.0010,True
sigma-2,mglcs_5_100_2_5.txt,50,imbs_glcs,h5,19,0.2199,True
sigma-2,mglcs_5_100_2_5.txt,100,beam_search_glcs,h5,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,100,imbs_glcs,h5,15,0.0284,True
sigma-2,mglcs_5_100_2_5.txt,500,beam_search_glcs,h5,7,0.0007,True
sigma-2,mglcs_5_100_2_5.txt,500,imbs_glcs,h5,15,0.0285,True
sigma-2,mglcs_5_100_2_5.txt,10000,beam_search_glcs,h5,7,0.0020,True
sigma-2,mglcs_5_100_2_5.txt,1,beam_search_glcs,h8,6,0.0015,True
sigma-2,mglcs_5_100_2_5.txt,1,imbs_glcs,h8,11,0.0048,True
sigma-2,mglcs_5_100_2_5.txt,5,beam_search_glcs,h8,7,0.0021,True
sigma-2,mglcs_5_100_2_5.txt,5,imbs_glcs,h8,17,0.0261,True
sigma-2,mglcs_5_100_2_5.txt,10,beam_search_glcs,h8,7,0.0030,True
sigma-2,mglcs_5_100_2_5.txt,10,imbs_glcs,h8,18,0.1565,True
sigma-2,mglcs_5_100_2_5.txt,20,beam_search_glcs,h8,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,20,imbs_glcs,h8,19,0.2137,True
sigma-2,mglcs_5_100_2_5.txt,50,beam_search_glcs,h8,7,0.0158,True
sigma-2,mglcs_5_100_2_5.txt,50,imbs_glcs,h8,19,0.2290,True
sigma-2,mglcs_5_100_2_5.txt,100,beam_search_glcs,h8,7,0.0000,True
sigma-2,mglcs_5_100_2_5.txt,100,imbs_glcs,h8,15,0.0322,True
sigma-2,mglcs_5_100_2_5.txt,500,beam_search_glcs,h8,7,0.0056,True
sigma-2,mglcs_5_100_2_5.txt,500,imbs_glcs,h8,15,0.0297,True
sigma-2,mglcs_5_100_2_5.txt,10000,beam_search_glcs,h8,7,0.0037,True
sigma-2,mglcs_5_100_2_6.txt,1,beam_search_glcs,h1,3,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,1,imbs_glcs,h1,12,0.0023,True
sigma-2,mglcs_5_100_2_6.txt,5,beam_search_glcs,h1,5,0.0006,True
sigma-2,mglcs_5_100_2_6.txt,5,imbs_glcs,h1,13,0.0379,True
sigma-2,mglcs_5_100_2_6.txt,10,beam_search_glcs,h1,5,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,10,imbs_glcs,h1,18,0.1209,True
sigma-2,mglcs_5_100_2_6.txt,20,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,20,imbs_glcs,h1,19,0.1784,True
sigma-2,mglcs_5_100_2_6.txt,50,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,50,imbs_glcs,h1,19,0.2262,True
sigma-2,mglcs_5_100_2_6.txt,100,beam_search_glcs,h1,5,0.0157,True
sigma-2,mglcs_5_100_2_6.txt,100,imbs_glcs,h1,13,0.0181,True
sigma-2,mglcs_5_100_2_6.txt,500,beam_search_glcs,h1,5,0.0003,True
sigma-2,mglcs_5_100_2_6.txt,500,imbs_glcs,h1,13,0.0172,True
sigma-2,mglcs_5_100_2_6.txt,10000,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,1,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,1,imbs_glcs,h2,8,0.0023,True
sigma-2,mglcs_5_100_2_6.txt,5,beam_search_glcs,h2,5,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,5,imbs_glcs,h2,13,0.0348,True
sigma-2,mglcs_5_100_2_6.txt,10,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,10,imbs_glcs,h2,19,0.1321,True
sigma-2,mglcs_5_100_2_6.txt,20,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,20,imbs_glcs,h2,19,0.1877,True
sigma-2,mglcs_5_100_2_6.txt,50,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,50,imbs_glcs,h2,19,0.2416,True
sigma-2,mglcs_5_100_2_6.txt,100,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,100,imbs_glcs,h2,13,0.0186,True
sigma-2,mglcs_5_100_2_6.txt,500,beam_search_glcs,h2,5,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,500,imbs_glcs,h2,13,0.0185,True
sigma-2,mglcs_5_100_2_6.txt,10000,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,1,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,1,imbs_glcs,h5,13,0.0025,True
sigma-2,mglcs_5_100_2_6.txt,5,beam_search_glcs,h5,5,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,5,imbs_glcs,h5,18,0.0374,True
sigma-2,mglcs_5_100_2_6.txt,10,beam_search_glcs,h5,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,10,imbs_glcs,h5,19,0.1429,True
sigma-2,mglcs_5_100_2_6.txt,20,beam_search_glcs,h5,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,20,imbs_glcs,h5,19,0.1958,True
sigma-2,mglcs_5_100_2_6.txt,50,beam_search_glcs,h5,5,0.0000,True
sigma-2,mglcs_5_100_2_6.txt,50,imbs_glcs,h5,19,0.2417,True
sigma-2,mglcs_5_100_2_6.txt,100,beam_search_glcs,h5,5,0.0014,True
sigma-2,mglcs_5_100_2_6.txt,100,imbs_glcs,h5,13,0.0195,True
sigma-2,mglcs_5_100_2_6.txt,500,beam_search_glcs,h5,5,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,500,imbs_glcs,h5,13,0.0182,True
sigma-2,mglcs_5_100_2_6.txt,10000,beam_search_glcs,h5,5,0.0010,True
sigma-2,mglcs_5_100_2_6.txt,1,beam_search_glcs,h8,5,0.0023,True
sigma-2,mglcs_5_100_2_6.txt,1,imbs_glcs,h8,8,0.0052,True
sigma-2,mglcs_5_100_2_6.txt,5,beam_search_glcs,h8,5,0.0020,True
sigma-2,mglcs_5_100_2_6.txt,5,imbs_glcs,h8,13,0.0304,True
sigma-2,mglcs_5_100_2_6.txt,10,beam_search_glcs,h8,5,0.0021,True
sigma-2,mglcs_5_100_2_6.txt,10,imbs_glcs,h8,19,0.1494,True
sigma-2,mglcs_5_100_2_6.txt,20,beam_search_glcs,h8,5,0.0020,True
sigma-2,mglcs_5_100_2_6.txt,20,imbs_glcs,h8,19,0.1995,True
