sigma,filename,beam_width,func,heuristic,length,time_s,feasible
sigma-2,mglcs_2_100_2_3.txt,5,beam_search_glcs,h2,35,0.0020,True
sigma-2,mglcs_2_100_2_3.txt,5,imbs_glcs,h2,42,0.0070,True
sigma-2,mglcs_2_100_2_3.txt,10,beam_search_glcs,h2,35,0.0034,True
sigma-2,mglcs_2_100_2_3.txt,10,imbs_glcs,h2,48,0.0122,True
sigma-2,mglcs_2_100_2_3.txt,20,beam_search_glcs,h2,36,0.0066,True
sigma-2,mglcs_2_100_2_3.txt,20,imbs_glcs,h2,57,0.0254,True
sigma-2,mglcs_2_100_2_3.txt,50,beam_search_glcs,h2,36,0.0128,True
sigma-2,mglcs_2_100_2_3.txt,50,imbs_glcs,h2,57,0.0895,True
sigma-2,mglcs_2_100_2_3.txt,100,beam_search_glcs,h2,36,0.0191,True
sigma-2,mglcs_2_100_2_3.txt,100,imbs_glcs,h2,71,0.1192,True
sigma-2,mglcs_2_100_2_3.txt,500,beam_search_glcs,h2,78,0.2259,True
sigma-2,mglcs_2_100_2_3.txt,500,imbs_glcs,h2,78,0.4251,True
sigma-2,mglcs_2_100_2_3.txt,10000,beam_search_glcs,h2,78,3.0261,True
sigma-2,mglcs_2_100_2_3.txt,1,beam_search_glcs,h5,21,0.0010,True
sigma-2,mglcs_2_100_2_3.txt,1,imbs_glcs,h5,44,0.0020,True
sigma-2,mglcs_2_100_2_3.txt,5,beam_search_glcs,h5,35,0.0030,True
sigma-2,mglcs_2_100_2_3.txt,5,imbs_glcs,h5,35,0.0040,True
sigma-2,mglcs_2_100_2_3.txt,10,beam_search_glcs,h5,35,0.0050,True
sigma-2,mglcs_2_100_2_3.txt,10,imbs_glcs,h5,47,0.0140,True
sigma-2,mglcs_2_100_2_3.txt,20,beam_search_glcs,h5,36,0.0060,True
sigma-2,mglcs_2_100_2_3.txt,20,imbs_glcs,h5,50,0.0326,True
sigma-2,mglcs_2_100_2_3.txt,50,beam_search_glcs,h5,78,0.0381,True
sigma-2,mglcs_2_100_2_3.txt,50,imbs_glcs,h5,78,0.0738,True
sigma-2,mglcs_2_100_2_3.txt,100,beam_search_glcs,h5,78,0.0663,True
sigma-2,mglcs_2_100_2_3.txt,100,imbs_glcs,h5,78,0.1341,True
sigma-2,mglcs_2_100_2_3.txt,500,beam_search_glcs,h5,78,0.2372,True
sigma-2,mglcs_2_100_2_3.txt,500,imbs_glcs,h5,78,0.4670,True
sigma-2,mglcs_2_100_2_3.txt,10000,beam_search_glcs,h5,78,3.3712,True
sigma-2,mglcs_2_100_2_3.txt,1,beam_search_glcs,h8,5,0.0000,True
sigma-2,mglcs_2_100_2_3.txt,1,imbs_glcs,h8,35,0.0112,True
sigma-2,mglcs_2_100_2_3.txt,5,beam_search_glcs,h8,31,0.0052,True
sigma-2,mglcs_2_100_2_3.txt,5,imbs_glcs,h8,39,0.0037,True
sigma-2,mglcs_2_100_2_3.txt,10,beam_search_glcs,h8,35,0.0051,True
sigma-2,mglcs_2_100_2_3.txt,10,imbs_glcs,h8,37,0.0173,True
sigma-2,mglcs_2_100_2_3.txt,20,beam_search_glcs,h8,71,0.0137,True
sigma-2,mglcs_2_100_2_3.txt,20,imbs_glcs,h8,71,0.0191,True
sigma-2,mglcs_2_100_2_3.txt,50,beam_search_glcs,h8,70,0.0361,True
sigma-2,mglcs_2_100_2_3.txt,50,imbs_glcs,h8,70,0.0629,True
sigma-2,mglcs_2_100_2_3.txt,100,beam_search_glcs,h8,71,0.0564,True
sigma-2,mglcs_2_100_2_3.txt,100,imbs_glcs,h8,71,0.1202,True
sigma-2,mglcs_2_100_2_3.txt,500,beam_search_glcs,h8,69,0.2202,True
sigma-2,mglcs_2_100_2_3.txt,500,imbs_glcs,h8,69,0.4069,True
sigma-2,mglcs_2_100_2_3.txt,10000,beam_search_glcs,h8,70,2.3383,True
sigma-2,mglcs_2_100_2_4.txt,1,beam_search_glcs,h1,5,0.0000,True
sigma-2,mglcs_2_100_2_4.txt,1,imbs_glcs,h1,46,0.0020,True
sigma-2,mglcs_2_100_2_4.txt,5,beam_search_glcs,h1,24,0.0000,True
sigma-2,mglcs_2_100_2_4.txt,5,imbs_glcs,h1,48,0.0040,True
sigma-2,mglcs_2_100_2_4.txt,10,beam_search_glcs,h1,24,0.0000,True
sigma-2,mglcs_2_100_2_4.txt,10,imbs_glcs,h1,48,0.0107,True
sigma-2,mglcs_2_100_2_4.txt,20,beam_search_glcs,h1,24,0.0020,True
sigma-2,mglcs_2_100_2_4.txt,20,imbs_glcs,h1,50,0.0296,True
sigma-2,mglcs_2_100_2_4.txt,50,beam_search_glcs,h1,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,50,imbs_glcs,h1,51,0.0534,True
sigma-2,mglcs_2_100_2_4.txt,100,beam_search_glcs,h1,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,100,imbs_glcs,h1,51,0.0898,True
sigma-2,mglcs_2_100_2_4.txt,500,beam_search_glcs,h1,24,0.0011,True
sigma-2,mglcs_2_100_2_4.txt,500,imbs_glcs,h1,51,0.3256,True
sigma-2,mglcs_2_100_2_4.txt,10000,beam_search_glcs,h1,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,1,beam_search_glcs,h2,5,0.0000,True
sigma-2,mglcs_2_100_2_4.txt,1,imbs_glcs,h2,46,0.0020,True
sigma-2,mglcs_2_100_2_4.txt,5,beam_search_glcs,h2,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,5,imbs_glcs,h2,24,0.0030,True
sigma-2,mglcs_2_100_2_4.txt,10,beam_search_glcs,h2,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,10,imbs_glcs,h2,24,0.0041,True
sigma-2,mglcs_2_100_2_4.txt,20,beam_search_glcs,h2,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,20,imbs_glcs,h2,56,0.0172,True
sigma-2,mglcs_2_100_2_4.txt,50,beam_search_glcs,h2,24,0.0015,True
sigma-2,mglcs_2_100_2_4.txt,50,imbs_glcs,h2,56,0.0473,True
sigma-2,mglcs_2_100_2_4.txt,100,beam_search_glcs,h2,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,100,imbs_glcs,h2,56,0.0856,True
sigma-2,mglcs_2_100_2_4.txt,500,beam_search_glcs,h2,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,500,imbs_glcs,h2,56,0.3065,True
sigma-2,mglcs_2_100_2_4.txt,10000,beam_search_glcs,h2,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,1,beam_search_glcs,h5,5,0.0000,True
sigma-2,mglcs_2_100_2_4.txt,1,imbs_glcs,h5,46,0.0020,True
sigma-2,mglcs_2_100_2_4.txt,5,beam_search_glcs,h5,24,0.0012,True
sigma-2,mglcs_2_100_2_4.txt,5,imbs_glcs,h5,24,0.0020,True
sigma-2,mglcs_2_100_2_4.txt,10,beam_search_glcs,h5,24,0.0011,True
sigma-2,mglcs_2_100_2_4.txt,10,imbs_glcs,h5,52,0.0085,True
sigma-2,mglcs_2_100_2_4.txt,20,beam_search_glcs,h5,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,20,imbs_glcs,h5,56,0.0182,True
sigma-2,mglcs_2_100_2_4.txt,50,beam_search_glcs,h5,24,0.0020,True
sigma-2,mglcs_2_100_2_4.txt,50,imbs_glcs,h5,56,0.0489,True
sigma-2,mglcs_2_100_2_4.txt,100,beam_search_glcs,h5,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,100,imbs_glcs,h5,56,0.0960,True
sigma-2,mglcs_2_100_2_4.txt,500,beam_search_glcs,h5,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,500,imbs_glcs,h5,56,0.3412,True
sigma-2,mglcs_2_100_2_4.txt,10000,beam_search_glcs,h5,24,0.0010,True
sigma-2,mglcs_2_100_2_4.txt,1,beam_search_glcs,h8,24,0.0020,True
sigma-2,mglcs_2_100_2_4.txt,1,imbs_glcs,h8,43,0.0026,True
sigma-2,mglcs_2_100_2_4.txt,5,beam_search_glcs,h8,24,0.0025,True
sigma-2,mglcs_2_100_2_4.txt,5,imbs_glcs,h8,44,0.0083,True
sigma-2,mglcs_2_100_2_4.txt,10,beam_search_glcs,h8,24,0.0027,True
sigma-2,mglcs_2_100_2_4.txt,10,imbs_glcs,h8,44,0.0160,True
sigma-2,mglcs_2_100_2_4.txt,20,beam_search_glcs,h8,24,0.0031,True
sigma-2,mglcs_2_100_2_4.txt,20,imbs_glcs,h8,44,0.0277,True
sigma-2,mglcs_2_100_2_4.txt,50,beam_search_glcs,h8,24,0.0030,True
sigma-2,mglcs_2_100_2_4.txt,50,imbs_glcs,h8,44,0.0532,True
sigma-2,mglcs_2_100_2_4.txt,100,beam_search_glcs,h8,24,0.0030,True
sigma-2,mglcs_2_100_2_4.txt,100,imbs_glcs,h8,47,0.1069,True
sigma-2,mglcs_2_100_2_4.txt,500,beam_search_glcs,h8,24,0.0030,True
sigma-2,mglcs_2_100_2_4.txt,500,imbs_glcs,h8,44,0.2826,True
sigma-2,mglcs_2_100_2_4.txt,10000,beam_search_glcs,h8,24,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,1,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,1,imbs_glcs,h1,58,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,5,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,5,imbs_glcs,h1,66,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,10,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,10,imbs_glcs,h1,67,0.0248,True
sigma-2,mglcs_2_100_2_5.txt,20,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,20,imbs_glcs,h1,68,0.0191,True
sigma-2,mglcs_2_100_2_5.txt,50,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,50,imbs_glcs,h1,68,0.0432,True
sigma-2,mglcs_2_100_2_5.txt,100,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,100,imbs_glcs,h1,69,0.0683,True
sigma-2,mglcs_2_100_2_5.txt,500,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,500,imbs_glcs,h1,70,0.2722,True
sigma-2,mglcs_2_100_2_5.txt,10000,beam_search_glcs,h1,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,1,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,1,imbs_glcs,h2,42,0.0012,True
sigma-2,mglcs_2_100_2_5.txt,5,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,5,imbs_glcs,h2,48,0.0039,True
sigma-2,mglcs_2_100_2_5.txt,10,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,10,imbs_glcs,h2,48,0.0107,True
sigma-2,mglcs_2_100_2_5.txt,20,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,20,imbs_glcs,h2,48,0.0186,True
sigma-2,mglcs_2_100_2_5.txt,50,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,50,imbs_glcs,h2,48,0.0454,True
sigma-2,mglcs_2_100_2_5.txt,100,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,100,imbs_glcs,h2,62,0.0786,True
sigma-2,mglcs_2_100_2_5.txt,500,beam_search_glcs,h2,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,500,imbs_glcs,h2,62,0.2387,True
sigma-2,mglcs_2_100_2_5.txt,10000,beam_search_glcs,h2,3,0.0103,True
sigma-2,mglcs_2_100_2_5.txt,1,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,1,imbs_glcs,h5,62,0.0020,True
sigma-2,mglcs_2_100_2_5.txt,5,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,5,imbs_glcs,h5,48,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,10,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,10,imbs_glcs,h5,48,0.0213,True
sigma-2,mglcs_2_100_2_5.txt,20,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,20,imbs_glcs,h5,62,0.0218,True
sigma-2,mglcs_2_100_2_5.txt,50,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_2_100_2_5.txt,50,imbs_glcs,h5,62,0.0393,True
sigma-2,mglcs_2_100_2_5.txt,100,beam_search_glcs,h5,3,0.0010,True
sigma-2,mglcs_2_100_2_5.txt,100,imbs_glcs,h5,62,0.0768,True
sigma-2,mglcs_2_100_2_5.txt,500,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,500,imbs_glcs,h5,62,0.2788,True
sigma-2,mglcs_2_100_2_5.txt,10000,beam_search_glcs,h5,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,1,beam_search_glcs,h8,3,0.0161,True
sigma-2,mglcs_2_100_2_5.txt,1,imbs_glcs,h8,37,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,5,beam_search_glcs,h8,3,0.0044,True
sigma-2,mglcs_2_100_2_5.txt,5,imbs_glcs,h8,60,0.0100,True
sigma-2,mglcs_2_100_2_5.txt,10,beam_search_glcs,h8,3,0.0010,True
sigma-2,mglcs_2_100_2_5.txt,10,imbs_glcs,h8,44,0.0112,True
sigma-2,mglcs_2_100_2_5.txt,20,beam_search_glcs,h8,3,0.0018,True
sigma-2,mglcs_2_100_2_5.txt,20,imbs_glcs,h8,60,0.0313,True
sigma-2,mglcs_2_100_2_5.txt,50,beam_search_glcs,h8,3,0.0010,True
sigma-2,mglcs_2_100_2_5.txt,50,imbs_glcs,h8,60,0.0661,True
sigma-2,mglcs_2_100_2_5.txt,100,beam_search_glcs,h8,3,0.0000,True
sigma-2,mglcs_2_100_2_5.txt,100,imbs_glcs,h8,60,0.1216,True
sigma-2,mglcs_2_100_2_5.txt,500,beam_search_glcs,h8,3,0.0016,True
sigma-2,mglcs_2_100_2_5.txt,500,imbs_glcs,h8,60,0.3357,True
sigma-2,mglcs_2_100_2_5.txt,10000,beam_search_glcs,h8,3,0.0063,True
sigma-2,mglcs_2_100_2_6.txt,1,beam_search_glcs,h1,55,0.0022,True
sigma-2,mglcs_2_100_2_6.txt,1,imbs_glcs,h1,55,0.0000,True
sigma-2,mglcs_2_100_2_6.txt,5,beam_search_glcs,h1,56,0.0000,True
sigma-2,mglcs_2_100_2_6.txt,5,imbs_glcs,h1,56,0.0110,True
sigma-2,mglcs_2_100_2_6.txt,10,beam_search_glcs,h1,56,0.0048,True
sigma-2,mglcs_2_100_2_6.txt,10,imbs_glcs,h1,56,0.0135,True
sigma-2,mglcs_2_100_2_6.txt,20,beam_search_glcs,h1,56,0.0095,True
sigma-2,mglcs_2_100_2_6.txt,20,imbs_glcs,h1,56,0.0210,True
sigma-2,mglcs_2_100_2_6.txt,50,beam_search_glcs,h1,73,0.0284,True
sigma-2,mglcs_2_100_2_6.txt,50,imbs_glcs,h1,73,0.0265,True
sigma-2,mglcs_2_100_2_6.txt,100,beam_search_glcs,h1,74,0.0514,True
sigma-2,mglcs_2_100_2_6.txt,100,imbs_glcs,h1,74,0.0501,True
sigma-2,mglcs_2_100_2_6.txt,500,beam_search_glcs,h1,74,0.1819,True
sigma-2,mglcs_2_100_2_6.txt,500,imbs_glcs,h1,74,0.1913,True
sigma-2,mglcs_2_100_2_6.txt,10000,beam_search_glcs,h1,74,2.8337,True
sigma-2,mglcs_2_100_2_6.txt,1,beam_search_glcs,h2,71,0.0000,True
sigma-2,mglcs_2_100_2_6.txt,1,imbs_glcs,h2,71,0.0091,True
sigma-2,mglcs_2_100_2_6.txt,5,beam_search_glcs,h2,71,0.0000,True
sigma-2,mglcs_2_100_2_6.txt,5,imbs_glcs,h2,71,0.0102,True
sigma-2,mglcs_2_100_2_6.txt,10,beam_search_glcs,h2,71,0.0084,True
sigma-2,mglcs_2_100_2_6.txt,10,imbs_glcs,h2,71,0.0083,True
sigma-2,mglcs_2_100_2_6.txt,20,beam_search_glcs,h2,71,0.0143,True
sigma-2,mglcs_2_100_2_6.txt,20,imbs_glcs,h2,71,0.0142,True
sigma-2,mglcs_2_100_2_6.txt,50,beam_search_glcs,h2,71,0.0321,True
sigma-2,mglcs_2_100_2_6.txt,50,imbs_glcs,h2,71,0.0333,True
sigma-2,mglcs_2_100_2_6.txt,100,beam_search_glcs,h2,71,0.0586,True
sigma-2,mglcs_2_100_2_6.txt,100,imbs_glcs,h2,71,0.0509,True
sigma-2,mglcs_2_100_2_6.txt,500,beam_search_glcs,h2,73,0.2307,True
sigma-2,mglcs_2_100_2_6.txt,500,imbs_glcs,h2,73,0.2543,True
sigma-2,mglcs_2_100_2_6.txt,10000,beam_search_glcs,h2,76,3.9646,True
sigma-2,mglcs_2_100_2_6.txt,1,beam_search_glcs,h5,24,0.0010,True
sigma-2,mglcs_2_100_2_6.txt,1,imbs_glcs,h5,49,0.0020,True
sigma-2,mglcs_2_100_2_6.txt,5,beam_search_glcs,h5,73,0.0043,True
sigma-2,mglcs_2_100_2_6.txt,5,imbs_glcs,h5,73,0.0050,True
sigma-2,mglcs_2_100_2_6.txt,10,beam_search_glcs,h5,73,0.0095,True
sigma-2,mglcs_2_100_2_6.txt,10,imbs_glcs,h5,73,0.0082,True
sigma-2,mglcs_2_100_2_6.txt,20,beam_search_glcs,h5,73,0.0166,True
sigma-2,mglcs_2_100_2_6.txt,20,imbs_glcs,h5,73,0.0166,True
sigma-2,mglcs_2_100_2_6.txt,50,beam_search_glcs,h5,74,0.0363,True
sigma-2,mglcs_2_100_2_6.txt,50,imbs_glcs,h5,74,0.0372,True
sigma-2,mglcs_2_100_2_6.txt,100,beam_search_glcs,h5,74,0.0663,True
sigma-2,mglcs_2_100_2_6.txt,100,imbs_glcs,h5,74,0.0694,True
sigma-2,mglcs_2_100_2_6.txt,500,beam_search_glcs,h5,74,0.2627,True
sigma-2,mglcs_2_100_2_6.txt,500,imbs_glcs,h5,74,0.2662,True
sigma-2,mglcs_2_100_2_6.txt,10000,beam_search_glcs,h5,76,4.3995,True
sigma-2,mglcs_2_100_2_6.txt,1,beam_search_glcs,h8,24,0.0030,True
sigma-2,mglcs_2_100_2_6.txt,1,imbs_glcs,h8,48,0.0030,True
sigma-2,mglcs_2_100_2_6.txt,5,beam_search_glcs,h8,68,0.0061,True
sigma-2,mglcs_2_100_2_6.txt,5,imbs_glcs,h8,68,0.0060,True
sigma-2,mglcs_2_100_2_6.txt,10,beam_search_glcs,h8,71,0.0109,True
sigma-2,mglcs_2_100_2_6.txt,10,imbs_glcs,h8,71,0.0111,True
sigma-2,mglcs_2_100_2_6.txt,20,beam_search_glcs,h8,71,0.0181,True
sigma-2,mglcs_2_100_2_6.txt,20,imbs_glcs,h8,71,0.0170,True
sigma-2,mglcs_2_100_2_6.txt,50,beam_search_glcs,h8,69,0.0410,True
sigma-2,mglcs_2_100_2_6.txt,50,imbs_glcs,h8,69,0.0383,True
sigma-2,mglcs_2_100_2_6.txt,100,beam_search_glcs,h8,68,0.0629,True
sigma-2,mglcs_2_100_2_6.txt,100,imbs_glcs,h8,68,0.0620,True
sigma-2,mglcs_2_100_2_6.txt,500,beam_search_glcs,h8,66,0.2200,True
sigma-2,mglcs_2_100_2_6.txt,500,imbs_glcs,h8,66,0.3660,True
sigma-2,mglcs_2_100_2_6.txt,10000,beam_search_glcs,h8,67,3.3900,True
sigma-2,mglcs_2_100_2_7.txt,1,beam_search_glcs,h1,13,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,1,imbs_glcs,h1,18,0.0010,True
sigma-2,mglcs_2_100_2_7.txt,5,beam_search_glcs,h1,14,0.0010,True
sigma-2,mglcs_2_100_2_7.txt,5,imbs_glcs,h1,45,0.0050,True
sigma-2,mglcs_2_100_2_7.txt,10,beam_search_glcs,h1,14,0.0010,True
sigma-2,mglcs_2_100_2_7.txt,10,imbs_glcs,h1,54,0.0137,True
sigma-2,mglcs_2_100_2_7.txt,20,beam_search_glcs,h1,14,0.0014,True
sigma-2,mglcs_2_100_2_7.txt,20,imbs_glcs,h1,54,0.0232,True
sigma-2,mglcs_2_100_2_7.txt,50,beam_search_glcs,h1,14,0.0020,True
sigma-2,mglcs_2_100_2_7.txt,50,imbs_glcs,h1,54,0.0493,True
sigma-2,mglcs_2_100_2_7.txt,100,beam_search_glcs,h1,14,0.0020,True
sigma-2,mglcs_2_100_2_7.txt,100,imbs_glcs,h1,55,0.0913,True
sigma-2,mglcs_2_100_2_7.txt,500,beam_search_glcs,h1,14,0.0020,True
sigma-2,mglcs_2_100_2_7.txt,500,imbs_glcs,h1,55,0.2943,True
sigma-2,mglcs_2_100_2_7.txt,10000,beam_search_glcs,h1,14,0.0010,True
sigma-2,mglcs_2_100_2_7.txt,1,beam_search_glcs,h2,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,1,imbs_glcs,h2,32,0.0015,True
sigma-2,mglcs_2_100_2_7.txt,5,beam_search_glcs,h2,14,0.0012,True
sigma-2,mglcs_2_100_2_7.txt,5,imbs_glcs,h2,32,0.0055,True
sigma-2,mglcs_2_100_2_7.txt,10,beam_search_glcs,h2,14,0.0020,True
sigma-2,mglcs_2_100_2_7.txt,10,imbs_glcs,h2,56,0.0120,True
sigma-2,mglcs_2_100_2_7.txt,20,beam_search_glcs,h2,14,0.0010,True
sigma-2,mglcs_2_100_2_7.txt,20,imbs_glcs,h2,56,0.0207,True
sigma-2,mglcs_2_100_2_7.txt,50,beam_search_glcs,h2,14,0.0020,True
sigma-2,mglcs_2_100_2_7.txt,50,imbs_glcs,h2,56,0.0509,True
sigma-2,mglcs_2_100_2_7.txt,100,beam_search_glcs,h2,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,100,imbs_glcs,h2,56,0.0940,True
sigma-2,mglcs_2_100_2_7.txt,500,beam_search_glcs,h2,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,500,imbs_glcs,h2,56,0.3379,True
sigma-2,mglcs_2_100_2_7.txt,10000,beam_search_glcs,h2,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,1,beam_search_glcs,h5,13,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,1,imbs_glcs,h5,17,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,5,beam_search_glcs,h5,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,5,imbs_glcs,h5,55,0.0100,True
sigma-2,mglcs_2_100_2_7.txt,10,beam_search_glcs,h5,14,0.0008,True
sigma-2,mglcs_2_100_2_7.txt,10,imbs_glcs,h5,55,0.0119,True
sigma-2,mglcs_2_100_2_7.txt,20,beam_search_glcs,h5,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,20,imbs_glcs,h5,55,0.0240,True
sigma-2,mglcs_2_100_2_7.txt,50,beam_search_glcs,h5,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,50,imbs_glcs,h5,55,0.0640,True
sigma-2,mglcs_2_100_2_7.txt,100,beam_search_glcs,h5,14,0.0033,True
sigma-2,mglcs_2_100_2_7.txt,100,imbs_glcs,h5,56,0.0950,True
sigma-2,mglcs_2_100_2_7.txt,500,beam_search_glcs,h5,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,500,imbs_glcs,h5,56,0.3603,True
sigma-2,mglcs_2_100_2_7.txt,10000,beam_search_glcs,h5,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,1,beam_search_glcs,h8,13,0.0031,True
sigma-2,mglcs_2_100_2_7.txt,1,imbs_glcs,h8,41,0.0021,True
sigma-2,mglcs_2_100_2_7.txt,5,beam_search_glcs,h8,13,0.0034,True
sigma-2,mglcs_2_100_2_7.txt,5,imbs_glcs,h8,31,0.0103,True
sigma-2,mglcs_2_100_2_7.txt,10,beam_search_glcs,h8,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,10,imbs_glcs,h8,37,0.0121,True
sigma-2,mglcs_2_100_2_7.txt,20,beam_search_glcs,h8,14,0.0000,True
sigma-2,mglcs_2_100_2_7.txt,20,imbs_glcs,h8,47,0.0316,True
sigma-2,mglcs_2_100_2_7.txt,50,beam_search_glcs,h8,14,0.0051,True
sigma-2,mglcs_2_100_2_7.txt,50,imbs_glcs,h8,51,0.0535,True
sigma-2,mglcs_2_100_2_7.txt,100,beam_search_glcs,h8,14,0.0061,True
sigma-2,mglcs_2_100_2_7.txt,100,imbs_glcs,h8,51,0.0951,True
sigma-2,mglcs_2_100_2_7.txt,500,beam_search_glcs,h8,14,0.0091,True
sigma-2,mglcs_2_100_2_7.txt,500,imbs_glcs,h8,52,0.3090,True
sigma-2,mglcs_2_100_2_7.txt,10000,beam_search_glcs,h8,14,0.0102,True
sigma-2,mglcs_2_100_2_8.txt,1,beam_search_glcs,h1,22,0.0031,True
sigma-2,mglcs_2_100_2_8.txt,1,imbs_glcs,h1,37,0.0012,True
sigma-2,mglcs_2_100_2_8.txt,5,beam_search_glcs,h1,72,0.0026,True
sigma-2,mglcs_2_100_2_8.txt,5,imbs_glcs,h1,72,0.0042,True
sigma-2,mglcs_2_100_2_8.txt,10,beam_search_glcs,h1,72,0.0047,True
sigma-2,mglcs_2_100_2_8.txt,10,imbs_glcs,h1,72,0.0066,True
sigma-2,mglcs_2_100_2_8.txt,20,beam_search_glcs,h1,73,0.0027,True
sigma-2,mglcs_2_100_2_8.txt,20,imbs_glcs,h1,73,0.0124,True
sigma-2,mglcs_2_100_2_8.txt,50,beam_search_glcs,h1,73,0.0133,True
sigma-2,mglcs_2_100_2_8.txt,50,imbs_glcs,h1,73,0.0153,True
sigma-2,mglcs_2_100_2_8.txt,100,beam_search_glcs,h1,73,0.0206,True
sigma-2,mglcs_2_100_2_8.txt,100,imbs_glcs,h1,73,0.0240,True
sigma-2,mglcs_2_100_2_8.txt,500,beam_search_glcs,h1,73,0.0736,True
sigma-2,mglcs_2_100_2_8.txt,500,imbs_glcs,h1,73,0.0713,True
sigma-2,mglcs_2_100_2_8.txt,10000,beam_search_glcs,h1,74,0.2104,True
sigma-2,mglcs_2_100_2_8.txt,1,beam_search_glcs,h2,10,0.0010,True
sigma-2,mglcs_2_100_2_8.txt,1,imbs_glcs,h2,38,0.0010,True
sigma-2,mglcs_2_100_2_8.txt,5,beam_search_glcs,h2,10,0.0000,True
sigma-2,mglcs_2_100_2_8.txt,5,imbs_glcs,h2,45,0.0080,True
sigma-2,mglcs_2_100_2_8.txt,10,beam_search_glcs,h2,72,0.0031,True
sigma-2,mglcs_2_100_2_8.txt,10,imbs_glcs,h2,72,0.0071,True
sigma-2,mglcs_2_100_2_8.txt,20,beam_search_glcs,h2,72,0.0060,True
sigma-2,mglcs_2_100_2_8.txt,20,imbs_glcs,h2,72,0.0090,True
sigma-2,mglcs_2_100_2_8.txt,50,beam_search_glcs,h2,72,0.0121,True
sigma-2,mglcs_2_100_2_8.txt,50,imbs_glcs,h2,72,0.0160,True
sigma-2,mglcs_2_100_2_8.txt,100,beam_search_glcs,h2,72,0.0180,True
sigma-2,mglcs_2_100_2_8.txt,100,imbs_glcs,h2,72,0.0220,True
sigma-2,mglcs_2_100_2_8.txt,500,beam_search_glcs,h2,74,0.0806,True
sigma-2,mglcs_2_100_2_8.txt,500,imbs_glcs,h2,74,0.0855,True
sigma-2,mglcs_2_100_2_8.txt,10000,beam_search_glcs,h2,74,0.2150,True
