sigma,filename,beam_width,func,heuristic,length,time_s,feasible
sigma-2,mglcs_10_100_2_9.txt,10,beam_search_glcs,new_h8,1,0.0020,True
sigma-2,mglcs_10_100_2_9.txt,10,imbs_glcs,new_h8,4,0.1406,True
sigma-2,mglcs_10_100_2_9.txt,20,beam_search_glcs,new_h8,1,0.0010,True
sigma-2,mglcs_10_100_2_9.txt,20,imbs_glcs,new_h8,4,0.1431,True
sigma-2,mglcs_10_100_2_9.txt,50,beam_search_glcs,new_h8,1,0.0010,True
sigma-2,mglcs_10_100_2_9.txt,50,imbs_glcs,new_h8,4,0.1421,True
sigma-2,mglcs_10_100_2_9.txt,100,beam_search_glcs,new_h8,1,0.0020,True
sigma-2,mglcs_10_100_2_9.txt,100,imbs_glcs,new_h8,3,0.0190,True
sigma-2,mglcs_10_100_2_9.txt,250,beam_search_glcs,new_h8,1,0.0024,True
sigma-2,mglcs_10_100_2_9.txt,250,imbs_glcs,new_h8,3,0.0177,True
sigma-2,mglcs_10_100_2_9.txt,500,beam_search_glcs,new_h8,1,0.0022,True
sigma-2,mglcs_10_100_2_9.txt,500,imbs_glcs,new_h8,3,0.0181,True
sigma-2,mglcs_10_100_2_9.txt,10000,beam_search_glcs,new_h8,1,0.0021,True
sigma-2,mglcs_10_200_2_0.txt,1,beam_search_glcs,new_h8,1,0.0066,True
sigma-2,mglcs_10_200_2_0.txt,1,imbs_glcs,new_h8,5,0.0238,True
sigma-2,mglcs_10_200_2_0.txt,5,beam_search_glcs,new_h8,4,0.0063,True
sigma-2,mglcs_10_200_2_0.txt,5,imbs_glcs,new_h8,5,0.1115,True
sigma-2,mglcs_10_200_2_0.txt,10,beam_search_glcs,new_h8,4,0.0071,True
sigma-2,mglcs_10_200_2_0.txt,10,imbs_glcs,new_h8,5,0.2452,True
sigma-2,mglcs_10_200_2_0.txt,20,beam_search_glcs,new_h8,4,0.0062,True
sigma-2,mglcs_10_200_2_0.txt,20,imbs_glcs,new_h8,5,0.2533,True
sigma-2,mglcs_10_200_2_0.txt,50,beam_search_glcs,new_h8,4,0.0060,True
sigma-2,mglcs_10_200_2_0.txt,50,imbs_glcs,new_h8,5,0.2480,True
sigma-2,mglcs_10_200_2_0.txt,100,beam_search_glcs,new_h8,4,0.0060,True
sigma-2,mglcs_10_200_2_0.txt,100,imbs_glcs,new_h8,5,0.0389,True
sigma-2,mglcs_10_200_2_0.txt,250,beam_search_glcs,new_h8,4,0.0061,True
sigma-2,mglcs_10_200_2_0.txt,250,imbs_glcs,new_h8,5,0.0392,True
sigma-2,mglcs_10_200_2_0.txt,500,beam_search_glcs,new_h8,4,0.0070,True
sigma-2,mglcs_10_200_2_0.txt,500,imbs_glcs,new_h8,5,0.0407,True
sigma-2,mglcs_10_200_2_0.txt,10000,beam_search_glcs,new_h8,4,0.0064,True
sigma-2,mglcs_10_200_2_1.txt,1,beam_search_glcs,new_h8,1,0.0057,True
sigma-2,mglcs_10_200_2_1.txt,1,imbs_glcs,new_h8,4,0.0242,True
sigma-2,mglcs_10_200_2_1.txt,5,beam_search_glcs,new_h8,4,0.0057,True
sigma-2,mglcs_10_200_2_1.txt,5,imbs_glcs,new_h8,6,0.1053,True
sigma-2,mglcs_10_200_2_1.txt,10,beam_search_glcs,new_h8,4,0.0000,True
sigma-2,mglcs_10_200_2_1.txt,10,imbs_glcs,new_h8,5,0.2106,True
sigma-2,mglcs_10_200_2_1.txt,20,beam_search_glcs,new_h8,4,0.0000,True
sigma-2,mglcs_10_200_2_1.txt,20,imbs_glcs,new_h8,5,0.2090,True
sigma-2,mglcs_10_200_2_1.txt,50,beam_search_glcs,new_h8,4,0.0159,True
sigma-2,mglcs_10_200_2_1.txt,50,imbs_glcs,new_h8,5,0.2114,True
sigma-2,mglcs_10_200_2_1.txt,100,beam_search_glcs,new_h8,4,0.0080,True
sigma-2,mglcs_10_200_2_1.txt,100,imbs_glcs,new_h8,5,0.0380,True
sigma-2,mglcs_10_200_2_1.txt,250,beam_search_glcs,new_h8,4,0.0060,True
sigma-2,mglcs_10_200_2_1.txt,250,imbs_glcs,new_h8,5,0.0386,True
sigma-2,mglcs_10_200_2_1.txt,500,beam_search_glcs,new_h8,4,0.0065,True
sigma-2,mglcs_10_200_2_1.txt,500,imbs_glcs,new_h8,5,0.0379,True
sigma-2,mglcs_10_200_2_1.txt,10000,beam_search_glcs,new_h8,4,0.0067,True
sigma-2,mglcs_10_200_2_2.txt,1,beam_search_glcs,new_h8,2,0.0052,True
sigma-2,mglcs_10_200_2_2.txt,1,imbs_glcs,new_h8,6,0.0225,True
