sigma,filename,beam_width,heuristic,length,time_s,feasible
sigma-2,mglcs_10_50_2_9.txt,100,h8,5,0.0086,True
sigma-2,mglcs_2_100_2_0.txt,100,h2,71,0.0994,True
sigma-2,mglcs_2_100_2_0.txt,100,h5,71,0.1663,True
sigma-2,mglcs_2_100_2_0.txt,100,h8,66,0.1021,True
sigma-2,mglcs_2_100_2_1.txt,100,h2,19,0.0235,True
sigma-2,mglcs_2_100_2_1.txt,100,h5,33,0.0433,True
sigma-2,mglcs_2_100_2_1.txt,100,h8,19,0.0304,True
sigma-2,mglcs_2_100_2_2.txt,100,h2,70,0.0602,True
sigma-2,mglcs_2_100_2_2.txt,100,h5,70,0.0883,True
sigma-2,mglcs_2_100_2_2.txt,100,h8,66,0.0621,True
sigma-2,mglcs_2_100_2_3.txt,100,h2,43,0.0836,True
sigma-2,mglcs_2_100_2_3.txt,100,h5,78,0.1626,True
sigma-2,mglcs_2_100_2_3.txt,100,h8,71,0.0893,True
sigma-2,mglcs_2_100_2_4.txt,100,h2,52,0.0623,True
sigma-2,mglcs_2_100_2_4.txt,100,h5,52,0.0991,True
sigma-2,mglcs_2_100_2_4.txt,100,h8,45,0.0543,True
sigma-2,mglcs_2_100_2_5.txt,100,h2,62,0.0806,True
sigma-2,mglcs_2_100_2_5.txt,100,h5,62,0.1364,True
sigma-2,mglcs_2_100_2_5.txt,100,h8,60,0.0935,True
sigma-2,mglcs_2_100_2_6.txt,100,h2,71,0.0941,True
sigma-2,mglcs_2_100_2_6.txt,100,h5,74,0.1944,True
sigma-2,mglcs_2_100_2_6.txt,100,h8,68,0.1153,True
sigma-2,mglcs_2_100_2_7.txt,100,h2,51,0.0414,True
sigma-2,mglcs_2_100_2_7.txt,100,h5,51,0.0699,True
sigma-2,mglcs_2_100_2_7.txt,100,h8,51,0.0526,True
sigma-2,mglcs_2_100_2_8.txt,100,h2,72,0.0309,True
sigma-2,mglcs_2_100_2_8.txt,100,h5,72,0.0570,True
sigma-2,mglcs_2_100_2_8.txt,100,h8,71,0.0438,True
sigma-2,mglcs_2_100_2_9.txt,100,h2,62,0.0353,True
sigma-2,mglcs_2_100_2_9.txt,100,h5,62,0.0628,True
sigma-2,mglcs_2_100_2_9.txt,100,h8,62,0.0401,True
sigma-2,mglcs_2_200_2_0.txt,100,h2,86,0.2863,True
sigma-2,mglcs_2_200_2_0.txt,100,h5,93,0.3388,True
sigma-2,mglcs_2_200_2_0.txt,100,h8,82,0.1906,True
sigma-2,mglcs_2_200_2_1.txt,100,h2,110,0.2000,True
sigma-2,mglcs_2_200_2_1.txt,100,h5,113,0.3838,True
sigma-2,mglcs_2_200_2_1.txt,100,h8,110,0.2173,True
sigma-2,mglcs_2_200_2_2.txt,100,h2,96,0.1725,True
sigma-2,mglcs_2_200_2_2.txt,100,h5,96,0.2801,True
sigma-2,mglcs_2_200_2_2.txt,100,h8,47,0.1574,True
sigma-2,mglcs_2_200_2_3.txt,100,h2,55,0.1827,True
sigma-2,mglcs_2_200_2_3.txt,100,h5,90,0.2851,True
sigma-2,mglcs_2_200_2_3.txt,100,h8,46,0.1746,True
sigma-2,mglcs_2_200_2_4.txt,100,h2,158,0.2665,True
sigma-2,mglcs_2_200_2_4.txt,100,h5,159,0.4431,True
sigma-2,mglcs_2_200_2_4.txt,100,h8,152,0.3133,True
sigma-2,mglcs_2_200_2_5.txt,100,h2,99,0.1628,True
sigma-2,mglcs_2_200_2_5.txt,100,h5,102,0.2726,True
sigma-2,mglcs_2_200_2_5.txt,100,h8,134,0.2446,True
sigma-2,mglcs_2_200_2_6.txt,100,h2,104,0.1087,True
sigma-2,mglcs_2_200_2_6.txt,100,h5,143,0.2723,True
sigma-2,mglcs_2_200_2_6.txt,100,h8,99,0.1429,True
sigma-2,mglcs_2_200_2_7.txt,100,h2,75,0.1652,True
sigma-2,mglcs_2_200_2_7.txt,100,h5,155,0.3533,True
sigma-2,mglcs_2_200_2_7.txt,100,h8,138,0.2217,True
sigma-2,mglcs_2_200_2_8.txt,100,h2,76,0.1946,True
sigma-2,mglcs_2_200_2_8.txt,100,h5,138,0.4140,True
sigma-2,mglcs_2_200_2_8.txt,100,h8,132,0.2468,True
sigma-2,mglcs_2_200_2_9.txt,100,h2,86,0.1842,True
sigma-2,mglcs_2_200_2_9.txt,100,h5,88,0.3006,True
sigma-2,mglcs_2_200_2_9.txt,100,h8,101,0.1974,True
sigma-2,mglcs_2_50_2_0.txt,100,h2,24,0.0012,True
sigma-2,mglcs_2_50_2_0.txt,100,h5,24,0.0010,True
sigma-2,mglcs_2_50_2_0.txt,100,h8,24,0.0017,True
sigma-2,mglcs_2_50_2_1.txt,100,h2,34,0.0229,True
sigma-2,mglcs_2_50_2_1.txt,100,h5,34,0.0357,True
sigma-2,mglcs_2_50_2_1.txt,100,h8,29,0.0185,True
sigma-2,mglcs_2_50_2_2.txt,100,h2,36,0.0135,True
sigma-2,mglcs_2_50_2_2.txt,100,h5,36,0.0168,True
sigma-2,mglcs_2_50_2_2.txt,100,h8,36,0.0138,True
sigma-2,mglcs_2_50_2_3.txt,100,h2,38,0.0064,True
sigma-2,mglcs_2_50_2_3.txt,100,h5,38,0.0120,True
sigma-2,mglcs_2_50_2_3.txt,100,h8,38,0.0085,True
sigma-2,mglcs_2_50_2_4.txt,100,h2,37,0.0024,True
sigma-2,mglcs_2_50_2_4.txt,100,h5,37,0.0031,True
sigma-2,mglcs_2_50_2_4.txt,100,h8,37,0.0020,True
sigma-2,mglcs_2_50_2_5.txt,100,h2,36,0.0074,True
sigma-2,mglcs_2_50_2_5.txt,100,h5,36,0.0112,True
sigma-2,mglcs_2_50_2_5.txt,100,h8,36,0.0089,True
sigma-2,mglcs_2_50_2_6.txt,100,h2,38,0.0106,True
sigma-2,mglcs_2_50_2_6.txt,100,h5,38,0.0181,True
sigma-2,mglcs_2_50_2_6.txt,100,h8,38,0.0136,True
sigma-2,mglcs_2_50_2_7.txt,100,h2,38,0.0119,True
sigma-2,mglcs_2_50_2_7.txt,100,h5,38,0.0128,True
sigma-2,mglcs_2_50_2_7.txt,100,h8,38,0.0108,True
sigma-2,mglcs_2_50_2_8.txt,100,h2,20,0.0046,True
sigma-2,mglcs_2_50_2_8.txt,100,h5,20,0.0048,True
sigma-2,mglcs_2_50_2_8.txt,100,h8,20,0.0031,True
sigma-2,mglcs_2_50_2_9.txt,100,h2,38,0.0190,True
sigma-2,mglcs_2_50_2_9.txt,100,h5,38,0.0302,True
sigma-2,mglcs_2_50_2_9.txt,100,h8,37,0.0196,True
sigma-2,mglcs_3_100_2_0.txt,100,h2,37,0.0281,True
sigma-2,mglcs_3_100_2_0.txt,100,h5,37,0.0484,True
sigma-2,mglcs_3_100_2_0.txt,100,h8,37,0.0343,True
sigma-2,mglcs_3_100_2_1.txt,100,h2,32,0.0404,True
sigma-2,mglcs_3_100_2_1.txt,100,h5,32,0.0696,True
sigma-2,mglcs_3_100_2_1.txt,100,h8,42,0.0441,True
sigma-2,mglcs_3_100_2_2.txt,100,h2,27,0.0180,True
sigma-2,mglcs_3_100_2_2.txt,100,h5,27,0.0356,True
sigma-2,mglcs_3_100_2_2.txt,100,h8,27,0.0338,True
sigma-2,mglcs_3_100_2_3.txt,100,h2,42,0.0378,True
sigma-2,mglcs_3_100_2_3.txt,100,h5,42,0.0941,True
sigma-2,mglcs_3_100_2_3.txt,100,h8,33,0.0335,True
sigma-2,mglcs_3_100_2_4.txt,100,h2,48,0.0287,True
sigma-2,mglcs_3_100_2_4.txt,100,h5,48,0.0412,True
sigma-2,mglcs_3_100_2_4.txt,100,h8,47,0.0228,True
sigma-2,mglcs_3_100_2_5.txt,100,h2,30,0.0371,True
sigma-2,mglcs_3_100_2_5.txt,100,h5,30,0.0662,True
sigma-2,mglcs_3_100_2_5.txt,100,h8,35,0.0485,True
sigma-2,mglcs_3_100_2_6.txt,100,h2,57,0.0595,True
sigma-2,mglcs_3_100_2_6.txt,100,h5,57,0.0927,True
sigma-2,mglcs_3_100_2_6.txt,100,h8,53,0.1171,True
sigma-2,mglcs_3_100_2_7.txt,100,h2,35,0.0218,True
sigma-2,mglcs_3_100_2_7.txt,100,h5,35,0.0314,True
sigma-2,mglcs_3_100_2_7.txt,100,h8,24,0.0279,True
sigma-2,mglcs_3_100_2_8.txt,100,h2,26,0.0182,True
sigma-2,mglcs_3_100_2_8.txt,100,h5,26,0.0306,True
sigma-2,mglcs_3_100_2_8.txt,100,h8,26,0.0256,True
sigma-2,mglcs_3_100_2_9.txt,100,h2,42,0.0264,True
sigma-2,mglcs_3_100_2_9.txt,100,h5,42,0.0504,True
sigma-2,mglcs_3_100_2_9.txt,100,h8,38,0.0329,True
sigma-2,mglcs_3_200_2_0.txt,100,h2,68,0.1222,True
sigma-2,mglcs_3_200_2_0.txt,100,h5,69,0.2109,True
sigma-2,mglcs_3_200_2_0.txt,100,h8,66,0.1499,True
sigma-2,mglcs_3_200_2_1.txt,100,h2,62,0.0727,True
sigma-2,mglcs_3_200_2_1.txt,100,h5,74,0.1903,True
sigma-2,mglcs_3_200_2_1.txt,100,h8,81,0.1304,True
sigma-2,mglcs_3_200_2_2.txt,100,h2,88,0.1286,True
sigma-2,mglcs_3_200_2_2.txt,100,h5,90,0.2274,True
sigma-2,mglcs_3_200_2_2.txt,100,h8,33,0.1074,True
sigma-2,mglcs_3_200_2_3.txt,100,h2,40,0.0654,True
sigma-2,mglcs_3_200_2_3.txt,100,h5,40,0.1011,True
sigma-2,mglcs_3_200_2_3.txt,100,h8,40,0.0979,True
sigma-2,mglcs_3_200_2_4.txt,100,h2,91,0.0710,True
sigma-2,mglcs_3_200_2_4.txt,100,h5,87,0.1880,True
sigma-2,mglcs_3_200_2_4.txt,100,h8,76,0.1374,True
sigma-2,mglcs_3_200_2_5.txt,100,h2,36,0.0382,True
sigma-2,mglcs_3_200_2_5.txt,100,h5,31,0.0463,True
sigma-2,mglcs_3_200_2_5.txt,100,h8,36,0.0587,True
sigma-2,mglcs_3_200_2_6.txt,100,h2,24,0.0334,True
sigma-2,mglcs_3_200_2_6.txt,100,h5,24,0.0535,True
sigma-2,mglcs_3_200_2_6.txt,100,h8,24,0.0696,True
sigma-2,mglcs_3_200_2_7.txt,100,h2,27,0.0583,True
sigma-2,mglcs_3_200_2_7.txt,100,h5,27,0.1112,True
sigma-2,mglcs_3_200_2_7.txt,100,h8,27,0.1017,True
sigma-2,mglcs_3_200_2_8.txt,100,h2,60,0.1359,True
sigma-2,mglcs_3_200_2_8.txt,100,h5,50,0.1647,True
sigma-2,mglcs_3_200_2_8.txt,100,h8,50,0.1440,True
sigma-2,mglcs_3_200_2_9.txt,100,h2,76,0.0890,True
sigma-2,mglcs_3_200_2_9.txt,100,h5,76,0.1650,True
sigma-2,mglcs_3_200_2_9.txt,100,h8,42,0.1033,True
sigma-2,mglcs_3_50_2_0.txt,100,h2,30,0.0153,True
sigma-2,mglcs_3_50_2_0.txt,100,h5,30,0.0264,True
sigma-2,mglcs_3_50_2_0.txt,100,h8,27,0.0161,True
sigma-2,mglcs_3_50_2_1.txt,100,h2,17,0.0034,True
sigma-2,mglcs_3_50_2_1.txt,100,h5,17,0.0058,True
sigma-2,mglcs_3_50_2_1.txt,100,h8,17,0.0053,True
sigma-2,mglcs_3_50_2_2.txt,100,h2,32,0.0299,True
sigma-2,mglcs_3_50_2_2.txt,100,h5,32,0.0405,True
sigma-2,mglcs_3_50_2_2.txt,100,h8,33,0.0275,True
sigma-2,mglcs_3_50_2_3.txt,100,h2,21,0.0033,True
sigma-2,mglcs_3_50_2_3.txt,100,h5,21,0.0043,True
sigma-2,mglcs_3_50_2_3.txt,100,h8,21,0.0062,True
sigma-2,mglcs_3_50_2_4.txt,100,h2,33,0.0164,True
sigma-2,mglcs_3_50_2_4.txt,100,h5,33,0.0282,True
sigma-2,mglcs_3_50_2_4.txt,100,h8,33,0.0180,True
sigma-2,mglcs_3_50_2_5.txt,100,h2,16,0.0032,True
sigma-2,mglcs_3_50_2_5.txt,100,h5,16,0.0055,True
sigma-2,mglcs_3_50_2_5.txt,100,h8,16,0.0050,True
sigma-2,mglcs_3_50_2_6.txt,100,h2,30,0.0121,True
sigma-2,mglcs_3_50_2_6.txt,100,h5,30,0.0142,True
sigma-2,mglcs_3_50_2_6.txt,100,h8,30,0.0107,True
sigma-2,mglcs_3_50_2_7.txt,100,h2,19,0.0032,True
sigma-2,mglcs_3_50_2_7.txt,100,h5,19,0.0035,True
sigma-2,mglcs_3_50_2_7.txt,100,h8,19,0.0035,True
sigma-2,mglcs_3_50_2_8.txt,100,h2,24,0.0148,True
sigma-2,mglcs_3_50_2_8.txt,100,h5,24,0.0258,True
sigma-2,mglcs_3_50_2_8.txt,100,h8,22,0.0154,True
sigma-2,mglcs_3_50_2_9.txt,100,h2,12,0.0063,True
sigma-2,mglcs_3_50_2_9.txt,100,h5,12,0.0123,True
sigma-2,mglcs_3_50_2_9.txt,100,h8,12,0.0073,True
sigma-2,mglcs_5_100_2_0.txt,100,h2,11,0.0049,True
sigma-2,mglcs_5_100_2_0.txt,100,h5,11,0.0086,True
sigma-2,mglcs_5_100_2_0.txt,100,h8,12,0.0168,True
sigma-2,mglcs_5_100_2_1.txt,100,h2,19,0.0062,True
sigma-2,mglcs_5_100_2_1.txt,100,h5,19,0.0100,True
sigma-2,mglcs_5_100_2_1.txt,100,h8,19,0.0130,True
sigma-2,mglcs_5_100_2_2.txt,100,h2,12,0.0064,True
sigma-2,mglcs_5_100_2_2.txt,100,h5,12,0.0088,True
sigma-2,mglcs_5_100_2_2.txt,100,h8,12,0.0163,True
sigma-2,mglcs_5_100_2_3.txt,100,h2,25,0.0075,True
sigma-2,mglcs_5_100_2_3.txt,100,h5,26,0.0210,True
sigma-2,mglcs_5_100_2_3.txt,100,h8,19,0.0194,True
sigma-2,mglcs_5_100_2_4.txt,100,h2,11,0.0080,True
sigma-2,mglcs_5_100_2_4.txt,100,h5,11,0.0105,True
sigma-2,mglcs_5_100_2_4.txt,100,h8,11,0.0163,True
sigma-2,mglcs_5_100_2_5.txt,100,h2,10,0.0046,True
sigma-2,mglcs_5_100_2_5.txt,100,h5,10,0.0070,True
sigma-2,mglcs_5_100_2_5.txt,100,h8,10,0.0150,True
sigma-2,mglcs_5_100_2_6.txt,100,h2,13,0.0045,True
sigma-2,mglcs_5_100_2_6.txt,100,h5,13,0.0072,True
sigma-2,mglcs_5_100_2_6.txt,100,h8,13,0.0118,True
sigma-2,mglcs_5_100_2_7.txt,100,h2,15,0.0056,True
sigma-2,mglcs_5_100_2_7.txt,100,h5,10,0.0081,True
sigma-2,mglcs_5_100_2_7.txt,100,h8,15,0.0186,True
sigma-2,mglcs_5_100_2_8.txt,100,h2,12,0.0051,True
sigma-2,mglcs_5_100_2_8.txt,100,h5,11,0.0101,True
sigma-2,mglcs_5_100_2_8.txt,100,h8,12,0.0209,True
sigma-2,mglcs_5_100_2_9.txt,100,h2,14,0.0061,True
sigma-2,mglcs_5_100_2_9.txt,100,h5,14,0.0104,True
sigma-2,mglcs_5_100_2_9.txt,100,h8,14,0.0213,True
sigma-2,mglcs_5_200_2_0.txt,100,h2,23,0.0155,True
sigma-2,mglcs_5_200_2_0.txt,100,h5,17,0.0252,True
sigma-2,mglcs_5_200_2_0.txt,100,h8,23,0.0813,True
sigma-2,mglcs_5_200_2_1.txt,100,h2,19,0.0156,True
sigma-2,mglcs_5_200_2_1.txt,100,h5,19,0.0223,True
sigma-2,mglcs_5_200_2_1.txt,100,h8,17,0.0823,True
sigma-2,mglcs_5_200_2_2.txt,100,h2,32,0.0242,True
sigma-2,mglcs_5_200_2_2.txt,100,h5,32,0.0370,True
sigma-2,mglcs_5_200_2_2.txt,100,h8,32,0.0878,True
sigma-2,mglcs_5_200_2_3.txt,100,h2,22,0.0295,True
sigma-2,mglcs_5_200_2_3.txt,100,h5,22,0.0468,True
sigma-2,mglcs_5_200_2_3.txt,100,h8,22,0.0809,True
sigma-2,mglcs_5_200_2_4.txt,100,h2,15,0.0179,True
sigma-2,mglcs_5_200_2_4.txt,100,h5,24,0.0334,True
sigma-2,mglcs_5_200_2_4.txt,100,h8,16,0.0825,True
sigma-2,mglcs_5_200_2_5.txt,100,h2,18,0.0182,True
sigma-2,mglcs_5_200_2_5.txt,100,h5,22,0.0371,True
sigma-2,mglcs_5_200_2_5.txt,100,h8,18,0.0930,True
sigma-2,mglcs_5_200_2_6.txt,100,h2,18,0.0210,True
sigma-2,mglcs_5_200_2_6.txt,100,h5,19,0.0300,True
sigma-2,mglcs_5_200_2_6.txt,100,h8,18,0.0943,True
sigma-2,mglcs_5_200_2_7.txt,100,h2,20,0.0212,True
sigma-2,mglcs_5_200_2_7.txt,100,h5,20,0.0342,True
sigma-2,mglcs_5_200_2_7.txt,100,h8,18,0.0749,True
sigma-2,mglcs_5_200_2_8.txt,100,h2,13,0.0667,True
sigma-2,mglcs_5_200_2_8.txt,100,h5,13,0.0230,True
sigma-2,mglcs_5_200_2_8.txt,100,h8,13,0.0788,True
sigma-2,mglcs_5_200_2_9.txt,100,h2,21,0.0191,True
sigma-2,mglcs_5_200_2_9.txt,100,h5,11,0.0297,True
sigma-2,mglcs_5_200_2_9.txt,100,h8,21,0.0788,True
sigma-2,mglcs_5_50_2_0.txt,100,h2,10,0.0024,True
sigma-2,mglcs_5_50_2_0.txt,100,h5,10,0.0023,True
sigma-2,mglcs_5_50_2_0.txt,100,h8,10,0.0031,True
sigma-2,mglcs_5_50_2_1.txt,100,h2,18,0.0044,True
sigma-2,mglcs_5_50_2_1.txt,100,h5,18,0.0085,True
sigma-2,mglcs_5_50_2_1.txt,100,h8,18,0.0069,True
sigma-2,mglcs_5_50_2_2.txt,100,h2,7,0.0023,True
sigma-2,mglcs_5_50_2_2.txt,100,h5,7,0.0030,True
sigma-2,mglcs_5_50_2_2.txt,100,h8,7,0.0034,True
sigma-2,mglcs_5_50_2_3.txt,100,h2,5,0.0017,True
sigma-2,mglcs_5_50_2_3.txt,100,h5,9,0.0020,True
sigma-2,mglcs_5_50_2_3.txt,100,h8,5,0.0058,True
sigma-2,mglcs_5_50_2_4.txt,100,h2,14,0.0018,True
sigma-2,mglcs_5_50_2_4.txt,100,h5,14,0.0023,True
sigma-2,mglcs_5_50_2_4.txt,100,h8,14,0.0024,True
sigma-2,mglcs_5_50_2_5.txt,100,h2,6,0.0021,True
sigma-2,mglcs_5_50_2_5.txt,100,h5,6,0.0023,True
sigma-2,mglcs_5_50_2_5.txt,100,h8,6,0.0047,True
sigma-2,mglcs_5_50_2_6.txt,100,h2,9,0.0038,True
sigma-2,mglcs_5_50_2_6.txt,100,h5,8,0.0027,True
sigma-2,mglcs_5_50_2_6.txt,100,h8,7,0.0059,True
sigma-2,mglcs_5_50_2_7.txt,100,h2,7,0.0010,True
sigma-2,mglcs_5_50_2_7.txt,100,h5,7,0.0033,True
sigma-2,mglcs_5_50_2_7.txt,100,h8,7,0.0049,True
sigma-2,mglcs_5_50_2_8.txt,100,h2,9,0.0037,True
sigma-2,mglcs_5_50_2_8.txt,100,h5,9,0.0048,True
sigma-2,mglcs_5_50_2_8.txt,100,h8,9,0.0060,True
sigma-2,mglcs_5_50_2_9.txt,100,h2,11,0.0021,True
sigma-2,mglcs_5_50_2_9.txt,100,h5,11,0.0035,True
sigma-2,mglcs_5_50_2_9.txt,100,h8,11,0.0051,True
sigma-4,mglcs_10_100_4_0.txt,100,h2,3,0.0081,True
sigma-4,mglcs_10_100_4_0.txt,100,h5,3,0.0109,True
sigma-4,mglcs_10_100_4_0.txt,100,h8,3,0.0319,True
sigma-4,mglcs_10_100_4_1.txt,100,h2,4,0.0070,True
sigma-4,mglcs_10_100_4_1.txt,100,h5,4,0.0105,True
sigma-4,mglcs_10_100_4_1.txt,100,h8,4,0.0218,True
sigma-4,mglcs_10_100_4_2.txt,100,h2,3,0.0094,True
sigma-4,mglcs_10_100_4_2.txt,100,h5,3,0.0119,True
sigma-4,mglcs_10_100_4_2.txt,100,h8,3,0.0252,True
sigma-4,mglcs_10_100_4_3.txt,100,h2,4,0.0066,True
sigma-4,mglcs_10_100_4_3.txt,100,h5,4,0.0095,True
sigma-4,mglcs_10_100_4_3.txt,100,h8,3,0.0201,True
sigma-4,mglcs_10_100_4_4.txt,100,h2,3,0.0052,True
sigma-4,mglcs_10_100_4_4.txt,100,h5,3,0.0082,True
sigma-4,mglcs_10_100_4_4.txt,100,h8,4,0.0224,True
sigma-4,mglcs_10_100_4_5.txt,100,h2,4,0.0066,True
sigma-4,mglcs_10_100_4_5.txt,100,h5,4,0.0109,True
sigma-4,mglcs_10_100_4_5.txt,100,h8,4,0.0241,True
sigma-4,mglcs_10_100_4_6.txt,100,h2,5,0.0059,True
sigma-4,mglcs_10_100_4_6.txt,100,h5,5,0.0089,True
sigma-4,mglcs_10_100_4_6.txt,100,h8,5,0.0178,True
sigma-4,mglcs_10_100_4_7.txt,100,h2,4,0.0061,True
sigma-4,mglcs_10_100_4_7.txt,100,h5,3,0.0105,True
sigma-4,mglcs_10_100_4_7.txt,100,h8,5,0.0238,True
sigma-4,mglcs_10_100_4_8.txt,100,h2,3,0.0081,True
sigma-4,mglcs_10_100_4_8.txt,100,h5,3,0.0110,True
sigma-4,mglcs_10_100_4_8.txt,100,h8,3,0.0252,True
