sigma,filename,beam_width,heuristic,length,time_s,feasible
sigma-2,mglcs_2_200_2_8.txt,10,h7,71,0.0215,True
sigma-2,mglcs_2_200_2_8.txt,10,h8,130,0.025,True
sigma-2,mglcs_2_200_2_9.txt,10,h1,91,0.0138,True
sigma-2,mglcs_2_200_2_9.txt,10,h2,86,0.0159,True
sigma-2,mglcs_2_200_2_9.txt,10,h3,83,0.0151,True
sigma-2,mglcs_2_200_2_9.txt,10,h4,90,0.016,True
sigma-2,mglcs_2_200_2_9.txt,10,h5,88,0.024,True
sigma-2,mglcs_2_200_2_9.txt,10,h6,88,0.0162,True
sigma-2,mglcs_2_200_2_9.txt,10,h7,86,0.016,True
sigma-2,mglcs_2_200_2_9.txt,10,h8,84,0.025,True
sigma-2,mglcs_2_50_2_0.txt,10,h1,24,0,True
sigma-2,mglcs_2_50_2_0.txt,10,h2,24,0.001,True
sigma-2,mglcs_2_50_2_0.txt,10,h3,24,0.001,True
sigma-2,mglcs_2_50_2_0.txt,10,h4,24,0.001,True
sigma-2,mglcs_2_50_2_0.txt,10,h5,24,0.001,True
sigma-2,mglcs_2_50_2_0.txt,10,h6,24,0,True
sigma-2,mglcs_2_50_2_0.txt,10,h7,24,0.001,True
sigma-2,mglcs_2_50_2_0.txt,10,h8,24,0.002,True
sigma-2,mglcs_2_50_2_1.txt,10,h1,33,0.002,True
sigma-2,mglcs_2_50_2_1.txt,10,h2,34,0.002,True
sigma-2,mglcs_2_50_2_1.txt,10,h3,34,0.0035,True
sigma-2,mglcs_2_50_2_1.txt,10,h4,33,0.003,True
sigma-2,mglcs_2_50_2_1.txt,10,h5,34,0.004,True
sigma-2,mglcs_2_50_2_1.txt,10,h6,34,0.0031,True
sigma-2,mglcs_2_50_2_1.txt,10,h7,34,0.002,True
sigma-2,mglcs_2_50_2_1.txt,10,h8,29,0.003,True
sigma-2,mglcs_2_50_2_2.txt,10,h1,34,0.002,True
sigma-2,mglcs_2_50_2_2.txt,10,h2,21,0.003,True
sigma-2,mglcs_2_50_2_2.txt,10,h3,34,0.001,True
sigma-2,mglcs_2_50_2_2.txt,10,h4,35,0.0025,True
sigma-2,mglcs_2_50_2_2.txt,10,h5,36,0.0035,True
sigma-2,mglcs_2_50_2_2.txt,10,h6,36,0.002,True
sigma-2,mglcs_2_50_2_2.txt,10,h7,36,0.002,True
sigma-2,mglcs_2_50_2_2.txt,10,h8,33,0.0025,True
sigma-2,mglcs_2_50_2_3.txt,10,h1,34,0.002,True
sigma-2,mglcs_2_50_2_3.txt,10,h2,38,0.002,True
sigma-2,mglcs_2_50_2_3.txt,10,h3,38,0.0023,True
sigma-2,mglcs_2_50_2_3.txt,10,h4,34,0.001,True
sigma-2,mglcs_2_50_2_3.txt,10,h5,38,0.004,True
sigma-2,mglcs_2_50_2_3.txt,10,h6,36,0.001,True
sigma-2,mglcs_2_50_2_3.txt,10,h7,38,0.0025,True
sigma-2,mglcs_2_50_2_3.txt,10,h8,36,0.002,True
sigma-2,mglcs_2_50_2_4.txt,10,h1,37,0.001,True
sigma-2,mglcs_2_50_2_4.txt,10,h2,37,0.0015,True
sigma-2,mglcs_2_50_2_4.txt,10,h3,37,0.001,True
sigma-2,mglcs_2_50_2_4.txt,10,h4,37,0.001,True
sigma-2,mglcs_2_50_2_4.txt,10,h5,37,0.002,True
sigma-2,mglcs_2_50_2_4.txt,10,h6,37,0.001,True
sigma-2,mglcs_2_50_2_4.txt,10,h7,37,0.001,True
sigma-2,mglcs_2_50_2_4.txt,10,h8,37,0.001,True
sigma-2,mglcs_2_50_2_5.txt,10,h1,35,0.002,True
sigma-2,mglcs_2_50_2_5.txt,10,h2,36,0.003,True
sigma-2,mglcs_2_50_2_5.txt,10,h3,35,0.0015,True
sigma-2,mglcs_2_50_2_5.txt,10,h4,35,0.002,True
sigma-2,mglcs_2_50_2_5.txt,10,h5,36,0.004,True
sigma-2,mglcs_2_50_2_5.txt,10,h6,35,0.001,True
sigma-2,mglcs_2_50_2_5.txt,10,h7,36,0.0015,True
sigma-2,mglcs_2_50_2_5.txt,10,h8,33,0.003,True
sigma-2,mglcs_2_50_2_6.txt,10,h1,38,0.002,True
sigma-2,mglcs_2_50_2_6.txt,10,h2,38,0.0015,True
sigma-2,mglcs_2_50_2_6.txt,10,h3,37,0.002,True
sigma-2,mglcs_2_50_2_6.txt,10,h4,38,0.002,True
sigma-2,mglcs_2_50_2_6.txt,10,h5,38,0.003,True
sigma-2,mglcs_2_50_2_6.txt,10,h6,38,0.0025,True
sigma-2,mglcs_2_50_2_6.txt,10,h7,38,0.002,True
sigma-2,mglcs_2_50_2_6.txt,10,h8,38,0.002,True
sigma-2,mglcs_2_50_2_7.txt,10,h1,38,0.0035,True
sigma-2,mglcs_2_50_2_7.txt,10,h2,26,0.001,True
sigma-2,mglcs_2_50_2_7.txt,10,h3,38,0.0025,True
sigma-2,mglcs_2_50_2_7.txt,10,h4,38,0.004,True
sigma-2,mglcs_2_50_2_7.txt,10,h5,38,0.003,True
sigma-2,mglcs_2_50_2_7.txt,10,h6,38,0.0025,True
sigma-2,mglcs_2_50_2_7.txt,10,h7,26,0.001,True
sigma-2,mglcs_2_50_2_7.txt,10,h8,36,0.004,True
sigma-2,mglcs_2_50_2_8.txt,10,h1,20,0.0031,True
sigma-2,mglcs_2_50_2_8.txt,10,h2,23,0.0015,True
sigma-2,mglcs_2_50_2_8.txt,10,h3,20,0.0011,True
sigma-2,mglcs_2_50_2_8.txt,10,h4,20,0.001,True
sigma-2,mglcs_2_50_2_8.txt,10,h5,20,0.0024,True
sigma-2,mglcs_2_50_2_8.txt,10,h6,20,0.001,True
sigma-2,mglcs_2_50_2_8.txt,10,h7,20,0.002,True
sigma-2,mglcs_2_50_2_8.txt,10,h8,20,0.002,True
sigma-2,mglcs_2_50_2_9.txt,10,h1,37,0.002,True
sigma-2,mglcs_2_50_2_9.txt,10,h2,38,0.002,True
sigma-2,mglcs_2_50_2_9.txt,10,h3,36,0.002,True
sigma-2,mglcs_2_50_2_9.txt,10,h4,36,0.002,True
sigma-2,mglcs_2_50_2_9.txt,10,h5,38,0.004,True
sigma-2,mglcs_2_50_2_9.txt,10,h6,37,0.002,True
sigma-2,mglcs_2_50_2_9.txt,10,h7,38,0.0025,True
sigma-2,mglcs_2_50_2_9.txt,10,h8,35,0.003,True
sigma-2,mglcs_3_100_2_0.txt,10,h1,32,0.005,True
sigma-2,mglcs_3_100_2_0.txt,10,h2,22,0.006,True
sigma-2,mglcs_3_100_2_0.txt,10,h3,32,0.007,True
sigma-2,mglcs_3_100_2_0.txt,10,h4,32,0.0065,True
sigma-2,mglcs_3_100_2_0.txt,10,h5,37,0.0096,True
sigma-2,mglcs_3_100_2_0.txt,10,h6,36,0.0055,True
sigma-2,mglcs_3_100_2_0.txt,10,h7,28,0.005,True
sigma-2,mglcs_3_100_2_0.txt,10,h8,37,0.0092,True
sigma-2,mglcs_3_100_2_1.txt,10,h1,36,0.0055,True
sigma-2,mglcs_3_100_2_1.txt,10,h2,38,0.0075,True
sigma-2,mglcs_3_100_2_1.txt,10,h3,39,0.006,True
sigma-2,mglcs_3_100_2_1.txt,10,h4,35,0.0062,True
sigma-2,mglcs_3_100_2_1.txt,10,h5,38,0.0105,True
sigma-2,mglcs_3_100_2_1.txt,10,h6,30,0.0065,True
sigma-2,mglcs_3_100_2_1.txt,10,h7,38,0.0075,True
sigma-2,mglcs_3_100_2_1.txt,10,h8,29,0.009,True
sigma-2,mglcs_3_100_2_2.txt,10,h1,27,0.0055,True
sigma-2,mglcs_3_100_2_2.txt,10,h2,26,0.005,True
sigma-2,mglcs_3_100_2_2.txt,10,h3,25,0.005,True
sigma-2,mglcs_3_100_2_2.txt,10,h4,26,0.0055,True
sigma-2,mglcs_3_100_2_2.txt,10,h5,26,0.0065,True
sigma-2,mglcs_3_100_2_2.txt,10,h6,25,0.005,True
sigma-2,mglcs_3_100_2_2.txt,10,h7,26,0.0055,True
sigma-2,mglcs_3_100_2_2.txt,10,h8,25,0.0095,True
sigma-2,mglcs_3_100_2_3.txt,10,h1,33,0.0045,True
sigma-2,mglcs_3_100_2_3.txt,10,h2,36,0.005,True
sigma-2,mglcs_3_100_2_3.txt,10,h3,26,0.0045,True
sigma-2,mglcs_3_100_2_3.txt,10,h4,34,0.004,True
sigma-2,mglcs_3_100_2_3.txt,10,h5,36,0.0075,True
sigma-2,mglcs_3_100_2_3.txt,10,h6,35,0.0045,True
sigma-2,mglcs_3_100_2_3.txt,10,h7,36,0.005,True
sigma-2,mglcs_3_100_2_3.txt,10,h8,33,0.0065,True
sigma-2,mglcs_3_100_2_4.txt,10,h1,46,0.0032,True
sigma-2,mglcs_3_100_2_4.txt,10,h2,34,0.005,True
sigma-2,mglcs_3_100_2_4.txt,10,h3,48,0.003,True
sigma-2,mglcs_3_100_2_4.txt,10,h4,46,0.0035,True
sigma-2,mglcs_3_100_2_4.txt,10,h5,36,0.0085,True
sigma-2,mglcs_3_100_2_4.txt,10,h6,48,0.004,True
sigma-2,mglcs_3_100_2_4.txt,10,h7,46,0.005,True
sigma-2,mglcs_3_100_2_4.txt,10,h8,21,0.0071,True
sigma-2,mglcs_3_100_2_5.txt,10,h1,35,0.006,True
sigma-2,mglcs_3_100_2_5.txt,10,h2,30,0.0064,True
sigma-2,mglcs_3_100_2_5.txt,10,h3,31,0.0055,True
sigma-2,mglcs_3_100_2_5.txt,10,h4,32,0.0069,True
sigma-2,mglcs_3_100_2_5.txt,10,h5,27,0.0099,True
sigma-2,mglcs_3_100_2_5.txt,10,h6,27,0.0055,True
sigma-2,mglcs_3_100_2_5.txt,10,h7,30,0.007,True
sigma-2,mglcs_3_100_2_5.txt,10,h8,30,0.0083,True
sigma-2,mglcs_3_100_2_6.txt,10,h1,55,0.0055,True
sigma-2,mglcs_3_100_2_6.txt,10,h2,57,0.007,True
sigma-2,mglcs_3_100_2_6.txt,10,h3,54,0.0064,True
sigma-2,mglcs_3_100_2_6.txt,10,h4,57,0.0075,True
sigma-2,mglcs_3_100_2_6.txt,10,h5,57,0.009,True
sigma-2,mglcs_3_100_2_6.txt,10,h6,27,0.0061,True
sigma-2,mglcs_3_100_2_6.txt,10,h7,28,0.0055,True
sigma-2,mglcs_3_100_2_6.txt,10,h8,41,0.007,True
sigma-2,mglcs_3_100_2_7.txt,10,h1,23,0.003,True
sigma-2,mglcs_3_100_2_7.txt,10,h2,35,0.004,True
sigma-2,mglcs_3_100_2_7.txt,10,h3,41,0.004,True
sigma-2,mglcs_3_100_2_7.txt,10,h4,24,0.003,True
sigma-2,mglcs_3_100_2_7.txt,10,h5,24,0.0055,True
sigma-2,mglcs_3_100_2_7.txt,10,h6,25,0.004,True
sigma-2,mglcs_3_100_2_7.txt,10,h7,35,0.0045,True
sigma-2,mglcs_3_100_2_7.txt,10,h8,22,0.009,True
sigma-2,mglcs_3_100_2_8.txt,10,h1,24,0.0042,True
sigma-2,mglcs_3_100_2_8.txt,10,h2,26,0.004,True
sigma-2,mglcs_3_100_2_8.txt,10,h3,24,0.003,True
sigma-2,mglcs_3_100_2_8.txt,10,h4,24,0.004,True
sigma-2,mglcs_3_100_2_8.txt,10,h5,24,0.005,True
sigma-2,mglcs_3_100_2_8.txt,10,h6,24,0.0041,True
sigma-2,mglcs_3_100_2_8.txt,10,h7,26,0.004,True
sigma-2,mglcs_3_100_2_8.txt,10,h8,24,0.0082,True
sigma-2,mglcs_3_100_2_9.txt,10,h1,24,0.006,True
sigma-2,mglcs_3_100_2_9.txt,10,h2,26,0.006,True
sigma-2,mglcs_3_100_2_9.txt,10,h3,24,0.006,True
sigma-2,mglcs_3_100_2_9.txt,10,h4,41,0.0065,True
sigma-2,mglcs_3_100_2_9.txt,10,h5,26,0.0095,True
sigma-2,mglcs_3_100_2_9.txt,10,h6,42,0.005,True
sigma-2,mglcs_3_100_2_9.txt,10,h7,26,0.0062,True
sigma-2,mglcs_3_100_2_9.txt,10,h8,30,0.0085,True
sigma-2,mglcs_3_200_2_0.txt,10,h1,65,0.0155,True
sigma-2,mglcs_3_200_2_0.txt,10,h2,65,0.017,True
sigma-2,mglcs_3_200_2_0.txt,10,h3,67,0.0159,True
sigma-2,mglcs_3_200_2_0.txt,10,h4,46,0.0171,True
sigma-2,mglcs_3_200_2_0.txt,10,h5,48,0.0249,True
sigma-2,mglcs_3_200_2_0.txt,10,h6,70,0.0165,True
sigma-2,mglcs_3_200_2_0.txt,10,h7,35,0.018,True
sigma-2,mglcs_3_200_2_0.txt,10,h8,66,0.0295,True
sigma-2,mglcs_3_200_2_1.txt,10,h1,69,0.0145,True
sigma-2,mglcs_3_200_2_1.txt,10,h2,62,0.0153,True
sigma-2,mglcs_3_200_2_1.txt,10,h3,43,0.0155,True
sigma-2,mglcs_3_200_2_1.txt,10,h4,41,0.016,True
sigma-2,mglcs_3_200_2_1.txt,10,h5,51,0.022,True
sigma-2,mglcs_3_200_2_1.txt,10,h6,50,0.014,True
sigma-2,mglcs_3_200_2_1.txt,10,h7,62,0.0152,True
sigma-2,mglcs_3_200_2_1.txt,10,h8,70,0.0286,True
sigma-2,mglcs_3_200_2_2.txt,10,h1,52,0.0135,True
sigma-2,mglcs_3_200_2_2.txt,10,h2,50,0.0176,True
sigma-2,mglcs_3_200_2_2.txt,10,h3,67,0.0141,True
sigma-2,mglcs_3_200_2_2.txt,10,h4,52,0.017,True
sigma-2,mglcs_3_200_2_2.txt,10,h5,42,0.0245,True
sigma-2,mglcs_3_200_2_2.txt,10,h6,37,0.012,True
sigma-2,mglcs_3_200_2_2.txt,10,h7,46,0.0145,True
sigma-2,mglcs_3_200_2_2.txt,10,h8,33,0.0392,True
sigma-2,mglcs_3_200_2_3.txt,10,h1,39,0.015,True
sigma-2,mglcs_3_200_2_3.txt,10,h2,40,0.0127,True
sigma-2,mglcs_3_200_2_3.txt,10,h3,39,0.0115,True
sigma-2,mglcs_3_200_2_3.txt,10,h4,37,0.0115,True
sigma-2,mglcs_3_200_2_3.txt,10,h5,42,0.0216,True
sigma-2,mglcs_3_200_2_3.txt,10,h6,42,0.0125,True
sigma-2,mglcs_3_200_2_3.txt,10,h7,40,0.013,True
sigma-2,mglcs_3_200_2_3.txt,10,h8,39,0.0426,True
sigma-2,mglcs_3_200_2_4.txt,10,h1,89,0.0135,True
sigma-2,mglcs_3_200_2_4.txt,10,h2,46,0.0135,True
sigma-2,mglcs_3_200_2_4.txt,10,h3,46,0.0129,True
sigma-2,mglcs_3_200_2_4.txt,10,h4,89,0.014,True
sigma-2,mglcs_3_200_2_4.txt,10,h5,46,0.0193,True
sigma-2,mglcs_3_200_2_4.txt,10,h6,91,0.0142,True
sigma-2,mglcs_3_200_2_4.txt,10,h7,73,0.0143,True
sigma-2,mglcs_3_200_2_4.txt,10,h8,77,0.0383,True
sigma-2,mglcs_3_200_2_5.txt,10,h1,31,0.0122,True
sigma-2,mglcs_3_200_2_5.txt,10,h2,27,0.0107,True
sigma-2,mglcs_3_200_2_5.txt,10,h3,31,0.0129,True
sigma-2,mglcs_3_200_2_5.txt,10,h4,31,0.0111,True
sigma-2,mglcs_3_200_2_5.txt,10,h5,31,0.017,True
sigma-2,mglcs_3_200_2_5.txt,10,h6,31,0.0105,True
sigma-2,mglcs_3_200_2_5.txt,10,h7,31,0.0122,True
sigma-2,mglcs_3_200_2_5.txt,10,h8,27,0.031,True
sigma-2,mglcs_3_200_2_6.txt,10,h1,27,0.0135,True
sigma-2,mglcs_3_200_2_6.txt,10,h2,27,0.012,True
sigma-2,mglcs_3_200_2_6.txt,10,h3,24,0.0134,True
sigma-2,mglcs_3_200_2_6.txt,10,h4,24,0.0145,True
sigma-2,mglcs_3_200_2_6.txt,10,h5,27,0.019,True
sigma-2,mglcs_3_200_2_6.txt,10,h6,24,0.0138,True
sigma-2,mglcs_3_200_2_6.txt,10,h7,42,0.013,True
sigma-2,mglcs_3_200_2_6.txt,10,h8,31,0.0364,True
sigma-2,mglcs_3_200_2_7.txt,10,h1,42,0.0105,True
sigma-2,mglcs_3_200_2_7.txt,10,h2,22,0.016,True
sigma-2,mglcs_3_200_2_7.txt,10,h3,42,0.0125,True
sigma-2,mglcs_3_200_2_7.txt,10,h4,42,0.013,True
sigma-2,mglcs_3_200_2_7.txt,10,h5,24,0.0241,True
sigma-2,mglcs_3_200_2_7.txt,10,h6,22,0.0141,True
sigma-2,mglcs_3_200_2_7.txt,10,h7,22,0.0147,True
sigma-2,mglcs_3_200_2_7.txt,10,h8,26,0.0341,True
sigma-2,mglcs_3_200_2_8.txt,10,h1,44,0.0171,True
sigma-2,mglcs_3_200_2_8.txt,10,h2,26,0.0171,True
sigma-2,mglcs_3_200_2_8.txt,10,h3,42,0.015,True
sigma-2,mglcs_3_200_2_8.txt,10,h4,26,0.019,True
sigma-2,mglcs_3_200_2_8.txt,10,h5,27,0.0295,True
sigma-2,mglcs_3_200_2_8.txt,10,h6,65,0.0148,True
sigma-2,mglcs_3_200_2_8.txt,10,h7,26,0.019,True
sigma-2,mglcs_3_200_2_8.txt,10,h8,50,0.0285,True
sigma-2,mglcs_3_200_2_9.txt,10,h1,35,0.0105,True
sigma-2,mglcs_3_200_2_9.txt,10,h2,47,0.0141,True
sigma-2,mglcs_3_200_2_9.txt,10,h3,57,0.0105,True
sigma-2,mglcs_3_200_2_9.txt,10,h4,35,0.0117,True
sigma-2,mglcs_3_200_2_9.txt,10,h5,74,0.02,True
sigma-2,mglcs_3_200_2_9.txt,10,h6,75,0.014,True
sigma-2,mglcs_3_200_2_9.txt,10,h7,52,0.0139,True
sigma-2,mglcs_3_200_2_9.txt,10,h8,42,0.0424,True
sigma-2,mglcs_3_50_2_0.txt,10,h1,28,0.002,True
sigma-2,mglcs_3_50_2_0.txt,10,h2,30,0.003,True
sigma-2,mglcs_3_50_2_0.txt,10,h3,27,0.0022,True
sigma-2,mglcs_3_50_2_0.txt,10,h4,26,0.002,True
sigma-2,mglcs_3_50_2_0.txt,10,h5,30,0.004,True
sigma-2,mglcs_3_50_2_0.txt,10,h6,28,0.0025,True
sigma-2,mglcs_3_50_2_0.txt,10,h7,30,0.003,True
sigma-2,mglcs_3_50_2_0.txt,10,h8,27,0.004,True
sigma-2,mglcs_3_50_2_1.txt,10,h1,16,0.002,True
sigma-2,mglcs_3_50_2_1.txt,10,h2,17,0.002,True
sigma-2,mglcs_3_50_2_1.txt,10,h3,17,0.002,True
sigma-2,mglcs_3_50_2_1.txt,10,h4,16,0.0021,True
sigma-2,mglcs_3_50_2_1.txt,10,h5,16,0.003,True
sigma-2,mglcs_3_50_2_1.txt,10,h6,17,0.002,True
sigma-2,mglcs_3_50_2_1.txt,10,h7,17,0.002,True
sigma-2,mglcs_3_50_2_1.txt,10,h8,17,0.0015,True
sigma-2,mglcs_3_50_2_2.txt,10,h1,31,0.002,True
sigma-2,mglcs_3_50_2_2.txt,10,h2,25,0.0025,True
sigma-2,mglcs_3_50_2_2.txt,10,h3,32,0.003,True
sigma-2,mglcs_3_50_2_2.txt,10,h4,31,0.004,True
sigma-2,mglcs_3_50_2_2.txt,10,h5,32,0.0041,True
sigma-2,mglcs_3_50_2_2.txt,10,h6,30,0.003,True
sigma-2,mglcs_3_50_2_2.txt,10,h7,32,0.002,True
sigma-2,mglcs_3_50_2_2.txt,10,h8,32,0.0035,True
sigma-2,mglcs_3_50_2_3.txt,10,h1,19,0.002,True
sigma-2,mglcs_3_50_2_3.txt,10,h2,21,0.0015,True
sigma-2,mglcs_3_50_2_3.txt,10,h3,21,0.001,True
sigma-2,mglcs_3_50_2_3.txt,10,h4,20,0.002,True
sigma-2,mglcs_3_50_2_3.txt,10,h5,21,0.0035,True
sigma-2,mglcs_3_50_2_3.txt,10,h6,21,0.001,True
sigma-2,mglcs_3_50_2_3.txt,10,h7,21,0.001,True
sigma-2,mglcs_3_50_2_3.txt,10,h8,19,0.003,True
sigma-2,mglcs_3_50_2_4.txt,10,h1,32,0.0015,True
sigma-2,mglcs_3_50_2_4.txt,10,h2,26,0.003,True
sigma-2,mglcs_3_50_2_4.txt,10,h3,32,0.002,True
sigma-2,mglcs_3_50_2_4.txt,10,h4,17,0.002,True
sigma-2,mglcs_3_50_2_4.txt,10,h5,26,0.0035,True
sigma-2,mglcs_3_50_2_4.txt,10,h6,33,0.003,True
sigma-2,mglcs_3_50_2_4.txt,10,h7,26,0.002,True
sigma-2,mglcs_3_50_2_4.txt,10,h8,28,0.004,True
sigma-2,mglcs_3_50_2_5.txt,10,h1,16,0.002,True
sigma-2,mglcs_3_50_2_5.txt,10,h2,16,0.0015,True
sigma-2,mglcs_3_50_2_5.txt,10,h3,16,0.002,True
sigma-2,mglcs_3_50_2_5.txt,10,h4,16,0.002,True
sigma-2,mglcs_3_50_2_5.txt,10,h5,16,0.002,True
sigma-2,mglcs_3_50_2_5.txt,10,h6,16,0.002,True
sigma-2,mglcs_3_50_2_5.txt,10,h7,16,0.002,True
sigma-2,mglcs_3_50_2_5.txt,10,h8,16,0.0031,True
sigma-2,mglcs_3_50_2_6.txt,10,h1,29,0.0025,True
sigma-2,mglcs_3_50_2_6.txt,10,h2,30,0.002,True
sigma-2,mglcs_3_50_2_6.txt,10,h3,29,0.003,True
sigma-2,mglcs_3_50_2_6.txt,10,h4,28,0.002,True
sigma-2,mglcs_3_50_2_6.txt,10,h5,30,0.0045,True
sigma-2,mglcs_3_50_2_6.txt,10,h6,30,0.003,True
sigma-2,mglcs_3_50_2_6.txt,10,h7,17,0.003,True
sigma-2,mglcs_3_50_2_6.txt,10,h8,27,0.0025,True
sigma-2,mglcs_3_50_2_7.txt,10,h1,19,0.001,True
sigma-2,mglcs_3_50_2_7.txt,10,h2,19,0.0015,True
sigma-2,mglcs_3_50_2_7.txt,10,h3,19,0.002,True
sigma-2,mglcs_3_50_2_7.txt,10,h4,19,0.001,True
sigma-2,mglcs_3_50_2_7.txt,10,h5,19,0.002,True
sigma-2,mglcs_3_50_2_7.txt,10,h6,19,0.0015,True
sigma-2,mglcs_3_50_2_7.txt,10,h7,19,0.002,True
sigma-2,mglcs_3_50_2_7.txt,10,h8,19,0.0025,True
sigma-2,mglcs_3_50_2_8.txt,10,h1,19,0.002,True
sigma-2,mglcs_3_50_2_8.txt,10,h2,22,0.002,True
sigma-2,mglcs_3_50_2_8.txt,10,h3,22,0.001,True
sigma-2,mglcs_3_50_2_8.txt,10,h4,23,0.002,True
sigma-2,mglcs_3_50_2_8.txt,10,h5,24,0.003,True
sigma-2,mglcs_3_50_2_8.txt,10,h6,24,0.002,True
sigma-2,mglcs_3_50_2_8.txt,10,h7,23,0.0025,True
sigma-2,mglcs_3_50_2_8.txt,10,h8,21,0.002,True
sigma-2,mglcs_3_50_2_9.txt,10,h1,10,0.0015,True
sigma-2,mglcs_3_50_2_9.txt,10,h2,16,0.002,True
sigma-2,mglcs_3_50_2_9.txt,10,h3,10,0.002,True
sigma-2,mglcs_3_50_2_9.txt,10,h4,10,0.001,True
sigma-2,mglcs_3_50_2_9.txt,10,h5,16,0.003,True
sigma-2,mglcs_3_50_2_9.txt,10,h6,12,0.0015,True
sigma-2,mglcs_3_50_2_9.txt,10,h7,11,0.002,True
sigma-2,mglcs_3_50_2_9.txt,10,h8,11,0.002,True
sigma-2,mglcs_5_100_2_0.txt,10,h1,11,0.003,True
sigma-2,mglcs_5_100_2_0.txt,10,h2,11,0.003,True
sigma-2,mglcs_5_100_2_0.txt,10,h3,11,0.0045,True
sigma-2,mglcs_5_100_2_0.txt,10,h4,12,0.003,True
sigma-2,mglcs_5_100_2_0.txt,10,h5,11,0.0055,True
sigma-2,mglcs_5_100_2_0.txt,10,h6,11,0.004,True
sigma-2,mglcs_5_100_2_0.txt,10,h7,11,0.003,True
sigma-2,mglcs_5_100_2_0.txt,10,h8,12,0.0115,True
sigma-2,mglcs_5_100_2_1.txt,10,h1,17,0.0035,True
sigma-2,mglcs_5_100_2_1.txt,10,h2,19,0.003,True
sigma-2,mglcs_5_100_2_1.txt,10,h3,17,0.004,True
sigma-2,mglcs_5_100_2_1.txt,10,h4,17,0.0044,True
sigma-2,mglcs_5_100_2_1.txt,10,h5,19,0.006,True
sigma-2,mglcs_5_100_2_1.txt,10,h6,17,0.0035,True
sigma-2,mglcs_5_100_2_1.txt,10,h7,19,0.005,True
sigma-2,mglcs_5_100_2_1.txt,10,h8,19,0.0082,True
sigma-2,mglcs_5_100_2_2.txt,10,h1,12,0.003,True
sigma-2,mglcs_5_100_2_2.txt,10,h2,12,0.003,True
sigma-2,mglcs_5_100_2_2.txt,10,h3,12,0.0035,True
sigma-2,mglcs_5_100_2_2.txt,10,h4,12,0.004,True
sigma-2,mglcs_5_100_2_2.txt,10,h5,12,0.0055,True
sigma-2,mglcs_5_100_2_2.txt,10,h6,12,0.004,True
sigma-2,mglcs_5_100_2_2.txt,10,h7,12,0.004,True
sigma-2,mglcs_5_100_2_2.txt,10,h8,12,0.012,True
sigma-2,mglcs_5_100_2_3.txt,10,h1,25,0.0075,True
sigma-2,mglcs_5_100_2_3.txt,10,h2,25,0.0078,True
sigma-2,mglcs_5_100_2_3.txt,10,h3,25,0.006,True
sigma-2,mglcs_5_100_2_3.txt,10,h4,25,0.0045,True
sigma-2,mglcs_5_100_2_3.txt,10,h5,26,0.0085,True
sigma-2,mglcs_5_100_2_3.txt,10,h6,25,0.004,True
sigma-2,mglcs_5_100_2_3.txt,10,h7,25,0.0045,True
sigma-2,mglcs_5_100_2_3.txt,10,h8,19,0.0145,True
sigma-2,mglcs_5_100_2_4.txt,10,h1,11,0.0051,True
sigma-2,mglcs_5_100_2_4.txt,10,h2,11,0.0043,True
sigma-2,mglcs_5_100_2_4.txt,10,h3,11,0.005,True
sigma-2,mglcs_5_100_2_4.txt,10,h4,11,0.0055,True
sigma-2,mglcs_5_100_2_4.txt,10,h5,11,0.007,True
sigma-2,mglcs_5_100_2_4.txt,10,h6,11,0.0045,True
sigma-2,mglcs_5_100_2_4.txt,10,h7,11,0.004,True
sigma-2,mglcs_5_100_2_4.txt,10,h8,11,0.0122,True
sigma-2,mglcs_5_100_2_5.txt,10,h1,10,0.0035,True
sigma-2,mglcs_5_100_2_5.txt,10,h2,10,0.003,True
sigma-2,mglcs_5_100_2_5.txt,10,h3,10,0.003,True
sigma-2,mglcs_5_100_2_5.txt,10,h4,10,0.0042,True
sigma-2,mglcs_5_100_2_5.txt,10,h5,10,0.005,True
sigma-2,mglcs_5_100_2_5.txt,10,h6,10,0.0035,True
sigma-2,mglcs_5_100_2_5.txt,10,h7,10,0.004,True
sigma-2,mglcs_5_100_2_5.txt,10,h8,10,0.0103,True
sigma-2,mglcs_5_100_2_6.txt,10,h1,13,0.003,True
sigma-2,mglcs_5_100_2_6.txt,10,h2,13,0.003,True
sigma-2,mglcs_5_100_2_6.txt,10,h3,13,0.0025,True
sigma-2,mglcs_5_100_2_6.txt,10,h4,13,0.003,True
sigma-2,mglcs_5_100_2_6.txt,10,h5,13,0.005,True
sigma-2,mglcs_5_100_2_6.txt,10,h6,13,0.0025,True
sigma-2,mglcs_5_100_2_6.txt,10,h7,13,0.003,True
sigma-2,mglcs_5_100_2_6.txt,10,h8,13,0.0085,True
sigma-2,mglcs_5_100_2_7.txt,10,h1,15,0.004,True
sigma-2,mglcs_5_100_2_7.txt,10,h2,15,0.003,True
sigma-2,mglcs_5_100_2_7.txt,10,h3,15,0.0025,True
sigma-2,mglcs_5_100_2_7.txt,10,h4,15,0.0041,True
sigma-2,mglcs_5_100_2_7.txt,10,h5,10,0.004,True
sigma-2,mglcs_5_100_2_7.txt,10,h6,15,0.003,True
sigma-2,mglcs_5_100_2_7.txt,10,h7,15,0.0041,True
sigma-2,mglcs_5_100_2_7.txt,10,h8,15,0.0135,True
