beam_width,heuristic,imbs_iters,num_roots,file,time,quality,feasible
10000,h2,1,10,mglcs_10_100_2_0.txt.out,2.139e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_1.txt.out,8.7741e-05,2,YES
10000,h2,1,10,mglcs_10_100_2_2.txt.out,7.8151e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_3.txt.out,7.8121e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_4.txt.out,2.1051e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_5.txt.out,5.4141e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_6.txt.out,2.747e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_7.txt.out,6.0201e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_8.txt.out,2.344e-05,1,YES
10000,h2,1,10,mglcs_10_100_2_9.txt.out,6.7041e-05,1,YES
10000,h2,1,10,mglcs_10_100_4_0.txt.out,5.6371e-05,2,YES
10000,h2,1,10,mglcs_10_100_4_1.txt.out,0.000136473,3,YES
10000,h2,1,10,mglcs_10_100_4_2.txt.out,7.2861e-05,3,YES
10000,h2,1,10,mglcs_10_100_4_3.txt.out,0.000164802,2,YES
10000,h2,1,10,mglcs_10_100_4_4.txt.out,0.000125682,1,YES
10000,h2,1,10,mglcs_10_100_4_5.txt.out,0.000149592,4,YES
10000,h2,1,10,mglcs_10_100_4_6.txt.out,7.349e-05,2,YES
10000,h2,1,10,mglcs_10_100_4_7.txt.out,0.000160371,1,YES
10000,h2,1,10,mglcs_10_100_4_8.txt.out,8.2121e-05,2,YES
10000,h2,1,10,mglcs_10_100_4_9.txt.out,7.0281e-05,2,YES
10000,h2,1,10,mglcs_10_200_2_0.txt.out,0.000160711,4,YES
10000,h2,1,10,mglcs_10_200_2_1.txt.out,4.041e-05,4,YES
10000,h2,1,10,mglcs_10_200_2_2.txt.out,0.000137001,3,YES
10000,h2,1,10,mglcs_10_200_2_3.txt.out,6.532e-05,2,YES
10000,h2,1,10,mglcs_10_200_2_4.txt.out,2.586e-05,2,YES
10000,h2,1,10,mglcs_10_200_2_5.txt.out,4.595e-05,1,YES
10000,h2,1,10,mglcs_10_200_2_6.txt.out,1.934e-05,1,YES
10000,h2,1,10,mglcs_10_200_2_7.txt.out,0.000183061,4,YES
10000,h2,1,10,mglcs_10_200_2_8.txt.out,3.668e-05,3,YES
10000,h2,1,10,mglcs_10_200_2_9.txt.out,3.1219e-05,1,YES
10000,h2,1,10,mglcs_10_200_4_0.txt.out,0.000179284,2,YES
10000,h2,1,10,mglcs_10_200_4_1.txt.out,7.3753e-05,2,YES
10000,h2,1,10,mglcs_10_200_4_2.txt.out,0.00012816,2,YES
10000,h2,1,10,mglcs_10_200_4_3.txt.out,0.000121595,2,YES
10000,h2,1,10,mglcs_10_200_4_4.txt.out,0.000161335,2,YES
10000,h2,1,10,mglcs_10_200_4_5.txt.out,9.743e-05,4,YES
10000,h2,1,10,mglcs_10_200_4_6.txt.out,6.0972e-05,1,YES
10000,h2,1,10,mglcs_10_200_4_7.txt.out,5.2361e-05,1,YES
10000,h2,1,10,mglcs_10_200_4_8.txt.out,0.000157521,3,YES
10000,h2,1,10,mglcs_10_200_4_9.txt.out,0.000176012,3,YES
10000,h2,1,10,mglcs_10_500_2_0.txt.out,4.0451e-05,1,YES
10000,h2,1,10,mglcs_10_500_2_1.txt.out,3.4121e-05,4,YES
10000,h2,1,10,mglcs_10_500_2_2.txt.out,5.8271e-05,2,YES
10000,h2,1,10,mglcs_10_500_2_3.txt.out,4.772e-05,2,YES
10000,h2,1,10,mglcs_10_500_2_4.txt.out,3.717e-05,1,YES
10000,h2,1,10,mglcs_10_500_2_5.txt.out,5.8981e-05,1,YES
10000,h2,1,10,mglcs_10_500_2_6.txt.out,3.852e-05,1,YES
10000,h2,1,10,mglcs_10_500_2_7.txt.out,3.784e-05,1,YES
10000,h2,1,10,mglcs_10_500_2_8.txt.out,7.109e-05,2,YES
10000,h2,1,10,mglcs_10_500_2_9.txt.out,7.0871e-05,3,YES
10000,h2,1,10,mglcs_10_500_4_0.txt.out,0.000151931,2,YES
10000,h2,1,10,mglcs_10_500_4_1.txt.out,0.000152441,1,YES
10000,h2,1,10,mglcs_10_500_4_2.txt.out,0.000124281,1,YES
10000,h2,1,10,mglcs_10_500_4_3.txt.out,0.000220943,2,YES
10000,h2,1,10,mglcs_10_500_4_4.txt.out,0.000171401,2,YES
10000,h2,1,10,mglcs_10_500_4_5.txt.out,7.6591e-05,4,YES
10000,h2,1,10,mglcs_10_500_4_6.txt.out,0.000165692,1,YES
10000,h2,1,10,mglcs_10_500_4_7.txt.out,7.2551e-05,2,YES
10000,h2,1,10,mglcs_10_500_4_8.txt.out,5.357e-05,2,YES
10000,h2,1,10,mglcs_10_500_4_9.txt.out,7.169e-05,2,YES
10000,h2,1,10,mglcs_10_50_2_0.txt.out,6.4581e-05,1,YES
10000,h2,1,10,mglcs_10_50_2_1.txt.out,3.0951e-05,2,YES
10000,h2,1,10,mglcs_10_50_2_2.txt.out,5.539e-05,2,YES
10000,h2,1,10,mglcs_10_50_2_3.txt.out,2.239e-05,1,YES
10000,h2,1,10,mglcs_10_50_2_4.txt.out,8.9561e-05,3,YES
10000,h2,1,10,mglcs_10_50_2_5.txt.out,2.23e-05,1,YES
10000,h2,1,10,mglcs_10_50_2_6.txt.out,6.315e-05,1,YES
10000,h2,1,10,mglcs_10_50_2_7.txt.out,7.17e-05,2,YES
10000,h2,1,10,mglcs_10_50_2_8.txt.out,2.809e-05,3,YES
10000,h2,1,10,mglcs_10_50_2_9.txt.out,6.687e-05,1,YES
10000,h2,1,10,mglcs_10_50_4_0.txt.out,7.5281e-05,2,YES
10000,h2,1,10,mglcs_10_50_4_1.txt.out,0.000151471,1,YES
10000,h2,1,10,mglcs_10_50_4_2.txt.out,0.000201641,2,YES
10000,h2,1,10,mglcs_10_50_4_3.txt.out,0.000130031,1,YES
10000,h2,1,10,mglcs_10_50_4_4.txt.out,0.000169372,1,YES
10000,h2,1,10,mglcs_10_50_4_5.txt.out,0.000173021,2,YES
10000,h2,1,10,mglcs_10_50_4_6.txt.out,0.000160761,2,YES
10000,h2,1,10,mglcs_10_50_4_7.txt.out,8.7391e-05,2,YES
10000,h2,1,10,mglcs_10_50_4_8.txt.out,6.9e-05,2,YES
10000,h2,1,10,mglcs_10_50_4_9.txt.out,0.000357153,4,YES
10000,h2,1,10,mglcs_2_100_2_0.txt.out,0.370017,71,YES
10000,h2,1,10,mglcs_2_100_2_1.txt.out,0.000178794,17,YES
10000,h2,1,10,mglcs_2_100_2_2.txt.out,0.0424052,70,YES
10000,h2,1,10,mglcs_2_100_2_3.txt.out,0.320394,78,YES
10000,h2,1,10,mglcs_2_100_2_4.txt.out,0.000144782,24,YES
10000,h2,1,10,mglcs_2_100_2_5.txt.out,2.7867e-05,3,YES
10000,h2,1,10,mglcs_2_100_2_6.txt.out,0.383049,76,YES
10000,h2,1,10,mglcs_2_100_2_7.txt.out,0.000145759,14,YES
10000,h2,1,10,mglcs_2_100_2_8.txt.out,0.0266102,74,YES
10000,h2,1,10,mglcs_2_100_2_9.txt.out,0.00398602,62,YES
10000,h2,1,10,mglcs_2_100_4_0.txt.out,0.716033,62,YES
10000,h2,1,10,mglcs_2_100_4_1.txt.out,0.720381,61,YES
10000,h2,1,10,mglcs_2_100_4_2.txt.out,0.810173,66,YES
10000,h2,1,10,mglcs_2_100_4_3.txt.out,0.562739,61,YES
10000,h2,1,10,mglcs_2_100_4_4.txt.out,0.689882,63,YES
10000,h2,1,10,mglcs_2_100_4_5.txt.out,0.695018,60,YES
10000,h2,1,10,mglcs_2_100_4_6.txt.out,0.554058,60,YES
10000,h2,1,10,mglcs_2_100_4_7.txt.out,0.724735,63,YES
10000,h2,1,10,mglcs_2_100_4_8.txt.out,0.569495,62,YES
10000,h2,1,10,mglcs_2_100_4_9.txt.out,0.636228,61,YES
10000,h2,1,10,mglcs_2_200_2_0.txt.out,0.473041,87,YES
10000,h2,1,10,mglcs_2_200_2_1.txt.out,0.725789,113,YES
10000,h2,1,10,mglcs_2_200_2_2.txt.out,8.9171e-05,24,YES
10000,h2,1,10,mglcs_2_200_2_3.txt.out,0.821293,147,YES
10000,h2,1,10,mglcs_2_200_2_4.txt.out,1.17136,160,YES
10000,h2,1,10,mglcs_2_200_2_5.txt.out,2.0511e-05,6,YES
10000,h2,1,10,mglcs_2_200_2_6.txt.out,0.567481,104,YES
10000,h2,1,10,mglcs_2_200_2_7.txt.out,1.00401,155,YES
10000,h2,1,10,mglcs_2_200_2_8.txt.out,0.954468,138,YES
10000,h2,1,10,mglcs_2_200_2_9.txt.out,7.1e-05,12,YES
10000,h2,1,10,mglcs_2_200_4_0.txt.out,1.6624,119,YES
10000,h2,1,10,mglcs_2_200_4_1.txt.out,1.60049,123,YES
10000,h2,1,10,mglcs_2_200_4_2.txt.out,1.68949,122,YES
10000,h2,1,10,mglcs_2_200_4_3.txt.out,1.70838,124,YES
10000,h2,1,10,mglcs_2_200_4_4.txt.out,1.82532,127,YES
10000,h2,1,10,mglcs_2_200_4_5.txt.out,0.27825,39,YES
10000,h2,1,10,mglcs_2_200_4_6.txt.out,1.83699,127,YES
10000,h2,1,10,mglcs_2_200_4_7.txt.out,1.86846,125,YES
10000,h2,1,10,mglcs_2_200_4_8.txt.out,1.62629,117,YES
10000,h2,1,10,mglcs_2_200_4_9.txt.out,1.57732,121,YES
10000,h2,1,10,mglcs_2_500_2_0.txt.out,3.335e-05,5,YES
10000,h2,1,10,mglcs_2_500_2_1.txt.out,0.000702424,40,YES
10000,h2,1,10,mglcs_2_500_2_2.txt.out,2.543e-05,3,YES
10000,h2,1,10,mglcs_2_500_2_3.txt.out,1.08041,192,YES
10000,h2,1,10,mglcs_2_500_2_4.txt.out,0.00012773,26,YES
10000,h2,1,10,mglcs_2_500_2_5.txt.out,0.00106686,29,YES
10000,h2,1,10,mglcs_2_500_2_6.txt.out,0.457415,94,YES
10000,h2,1,10,mglcs_2_500_2_7.txt.out,0.000594483,28,YES
10000,h2,1,10,mglcs_2_500_2_8.txt.out,1.902e-05,2,YES
10000,h2,1,10,mglcs_2_500_2_9.txt.out,0.375491,117,YES
10000,h2,1,10,mglcs_2_500_4_0.txt.out,3.71404,251,YES
10000,h2,1,10,mglcs_2_500_4_1.txt.out,1.54053,124,YES
10000,h2,1,10,mglcs_2_500_4_2.txt.out,0.315518,39,YES
10000,h2,1,10,mglcs_2_500_4_3.txt.out,1.56203,118,YES
10000,h2,1,10,mglcs_2_500_4_4.txt.out,1.48923,107,YES
10000,h2,1,10,mglcs_2_500_4_5.txt.out,4.39044,302,YES
10000,h2,1,10,mglcs_2_500_4_6.txt.out,2.75986,202,YES
10000,h2,1,10,mglcs_2_500_4_7.txt.out,4.59626,301,YES
10000,h2,1,10,mglcs_2_500_4_8.txt.out,4.61433,299,YES
10000,h2,1,10,mglcs_2_500_4_9.txt.out,1.43903,108,YES
10000,h2,1,10,mglcs_2_50_2_0.txt.out,9.815e-05,24,YES
10000,h2,1,10,mglcs_2_50_2_1.txt.out,0.00500395,36,YES
10000,h2,1,10,mglcs_2_50_2_2.txt.out,0.000978676,36,YES
10000,h2,1,10,mglcs_2_50_2_3.txt.out,0.000695934,38,YES
10000,h2,1,10,mglcs_2_50_2_4.txt.out,0.000168571,37,YES
10000,h2,1,10,mglcs_2_50_2_5.txt.out,0.000726784,36,YES
10000,h2,1,10,mglcs_2_50_2_6.txt.out,0.00126947,38,YES
10000,h2,1,10,mglcs_2_50_2_7.txt.out,0.000736664,38,YES
10000,h2,1,10,mglcs_2_50_2_8.txt.out,0.000176061,15,YES
10000,h2,1,10,mglcs_2_50_2_9.txt.out,0.00366826,38,YES
10000,h2,1,10,mglcs_2_50_4_0.txt.out,0.0193064,29,YES
10000,h2,1,10,mglcs_2_50_4_1.txt.out,0.179582,31,YES
10000,h2,1,10,mglcs_2_50_4_2.txt.out,0.075586,31,YES
10000,h2,1,10,mglcs_2_50_4_3.txt.out,0.127122,30,YES
10000,h2,1,10,mglcs_2_50_4_4.txt.out,0.0263852,32,YES
10000,h2,1,10,mglcs_2_50_4_5.txt.out,0.190424,30,YES
10000,h2,1,10,mglcs_2_50_4_6.txt.out,0.024415,30,YES
10000,h2,1,10,mglcs_2_50_4_7.txt.out,0.00480352,30,YES
10000,h2,1,10,mglcs_2_50_4_8.txt.out,0.0276941,30,YES
10000,h2,1,10,mglcs_2_50_4_9.txt.out,0.00173816,28,YES
10000,h2,1,10,mglcs_3_100_2_0.txt.out,2.423e-05,5,YES
10000,h2,1,10,mglcs_3_100_2_1.txt.out,0.000917275,21,YES
10000,h2,1,10,mglcs_3_100_2_2.txt.out,2.106e-05,2,YES
10000,h2,1,10,mglcs_3_100_2_3.txt.out,6.4501e-05,8,YES
10000,h2,1,10,mglcs_3_100_2_4.txt.out,0.00177939,48,YES
10000,h2,1,10,mglcs_3_100_2_5.txt.out,0.00221585,21,YES
10000,h2,1,10,mglcs_3_100_2_6.txt.out,0.0248325,57,YES
10000,h2,1,10,mglcs_3_100_2_7.txt.out,1.9201e-05,2,YES
10000,h2,1,10,mglcs_3_100_2_8.txt.out,3.654e-05,13,YES
10000,h2,1,10,mglcs_3_100_2_9.txt.out,0.000277122,20,YES
10000,h2,1,10,mglcs_3_100_4_0.txt.out,5.107e-05,4,YES
10000,h2,1,10,mglcs_3_100_4_1.txt.out,4.804e-05,5,YES
10000,h2,1,10,mglcs_3_100_4_2.txt.out,0.483901,48,YES
10000,h2,1,10,mglcs_3_100_4_3.txt.out,0.0139262,27,YES
10000,h2,1,10,mglcs_3_100_4_4.txt.out,0.222943,43,YES
10000,h2,1,10,mglcs_3_100_4_5.txt.out,0.573219,50,YES
10000,h2,1,10,mglcs_3_100_4_6.txt.out,4.079e-05,4,YES
10000,h2,1,10,mglcs_3_100_4_7.txt.out,0.000878966,17,YES
10000,h2,1,10,mglcs_3_100_4_8.txt.out,0.0983078,46,YES
10000,h2,1,10,mglcs_3_100_4_9.txt.out,0.215486,46,YES
10000,h2,1,10,mglcs_3_200_2_0.txt.out,0.000256621,25,YES
10000,h2,1,10,mglcs_3_200_2_1.txt.out,6.823e-05,14,YES
10000,h2,1,10,mglcs_3_200_2_2.txt.out,6.6491e-05,8,YES
10000,h2,1,10,mglcs_3_200_2_3.txt.out,1.152e-05,2,YES
10000,h2,1,10,mglcs_3_200_2_4.txt.out,2.7e-05,4,YES
10000,h2,1,10,mglcs_3_200_2_5.txt.out,4.4891e-05,10,YES
10000,h2,1,10,mglcs_3_200_2_6.txt.out,8.893e-05,14,YES
10000,h2,1,10,mglcs_3_200_2_7.txt.out,9.9181e-05,22,YES
10000,h2,1,10,mglcs_3_200_2_8.txt.out,0.0294092,50,YES
10000,h2,1,10,mglcs_3_200_2_9.txt.out,1.411e-05,3,YES
10000,h2,1,10,mglcs_3_200_4_0.txt.out,1.17724,100,YES
10000,h2,1,10,mglcs_3_200_4_1.txt.out,1.5847,98,YES
10000,h2,1,10,mglcs_3_200_4_2.txt.out,1.21791,97,YES
10000,h2,1,10,mglcs_3_200_4_3.txt.out,1.29563,87,YES
10000,h2,1,10,mglcs_3_200_4_4.txt.out,1.227,98,YES
10000,h2,1,10,mglcs_3_200_4_5.txt.out,1.20672,96,YES
10000,h2,1,10,mglcs_3_200_4_6.txt.out,0.232266,55,YES
10000,h2,1,10,mglcs_3_200_4_7.txt.out,1.42378,101,YES
10000,h2,1,10,mglcs_3_200_4_8.txt.out,1.65348,100,YES
10000,h2,1,10,mglcs_3_200_4_9.txt.out,0.00143716,20,YES
10000,h2,1,10,mglcs_3_500_2_0.txt.out,1.786e-05,2,YES
10000,h2,1,10,mglcs_3_500_2_1.txt.out,6.1991e-05,7,YES
10000,h2,1,10,mglcs_3_500_2_2.txt.out,6.1091e-05,6,YES
10000,h2,1,10,mglcs_3_500_2_3.txt.out,0.000445323,22,YES
10000,h2,1,10,mglcs_3_500_2_4.txt.out,8.044e-05,9,YES
10000,h2,1,10,mglcs_3_500_2_5.txt.out,0.000130621,15,YES
10000,h2,1,10,mglcs_3_500_2_6.txt.out,5.684e-05,5,YES
10000,h2,1,10,mglcs_3_500_2_7.txt.out,9.837e-05,16,YES
10000,h2,1,10,mglcs_3_500_2_8.txt.out,0.000191981,22,YES
10000,h2,1,10,mglcs_3_500_2_9.txt.out,0.000799335,22,YES
10000,h2,1,10,mglcs_3_500_4_0.txt.out,1.80804,117,YES
10000,h2,1,10,mglcs_3_500_4_1.txt.out,4.06581,225,YES
10000,h2,1,10,mglcs_3_500_4_2.txt.out,1.83206,99,YES
10000,h2,1,10,mglcs_3_500_4_3.txt.out,0.840147,74,YES
10000,h2,1,10,mglcs_3_500_4_4.txt.out,1.70541,102,YES
10000,h2,1,10,mglcs_3_500_4_5.txt.out,0.000115171,5,YES
10000,h2,1,10,mglcs_3_500_4_6.txt.out,0.418147,62,YES
10000,h2,1,10,mglcs_3_500_4_7.txt.out,2.21223,128,YES
10000,h2,1,10,mglcs_3_500_4_8.txt.out,0.00405629,22,YES
10000,h2,1,10,mglcs_3_500_4_9.txt.out,0.000123641,9,YES
10000,h2,1,10,mglcs_3_50_2_0.txt.out,2.861e-05,2,YES
10000,h2,1,10,mglcs_3_50_2_1.txt.out,8.1761e-05,5,YES
10000,h2,1,10,mglcs_3_50_2_2.txt.out,0.0103078,34,YES
10000,h2,1,10,mglcs_3_50_2_3.txt.out,4.7881e-05,6,YES
10000,h2,1,10,mglcs_3_50_2_4.txt.out,0.00222171,33,YES
10000,h2,1,10,mglcs_3_50_2_5.txt.out,0.000151241,16,YES
10000,h2,1,10,mglcs_3_50_2_6.txt.out,0.00109222,30,YES
10000,h2,1,10,mglcs_3_50_2_7.txt.out,0.000127691,13,YES
10000,h2,1,10,mglcs_3_50_2_8.txt.out,0.00287277,24,YES
10000,h2,1,10,mglcs_3_50_2_9.txt.out,0.000504583,12,YES
10000,h2,1,10,mglcs_3_50_4_0.txt.out,0.00473335,23,YES
10000,h2,1,10,mglcs_3_50_4_1.txt.out,0.0142401,24,YES
10000,h2,1,10,mglcs_3_50_4_2.txt.out,0.000183301,12,YES
10000,h2,1,10,mglcs_3_50_4_3.txt.out,0.00270106,23,YES
10000,h2,1,10,mglcs_3_50_4_4.txt.out,0.00887997,22,YES
10000,h2,1,10,mglcs_3_50_4_5.txt.out,0.000919748,20,YES
10000,h2,1,10,mglcs_3_50_4_6.txt.out,0.145214,25,YES
10000,h2,1,10,mglcs_3_50_4_7.txt.out,0.00470378,21,YES
10000,h2,1,10,mglcs_3_50_4_8.txt.out,0.0060578,24,YES
10000,h2,1,10,mglcs_3_50_4_9.txt.out,0.0048121,23,YES
10000,h2,1,10,mglcs_5_100_2_0.txt.out,9.6102e-05,9,YES
10000,h2,1,10,mglcs_5_100_2_1.txt.out,9.9385e-05,9,YES
10000,h2,1,10,mglcs_5_100_2_2.txt.out,4.4e-05,3,YES
10000,h2,1,10,mglcs_5_100_2_3.txt.out,3.9251e-05,3,YES
10000,h2,1,10,mglcs_5_100_2_4.txt.out,0.000193043,11,YES
10000,h2,1,10,mglcs_5_100_2_5.txt.out,0.000140033,7,YES
10000,h2,1,10,mglcs_5_100_2_6.txt.out,5.4895e-05,5,YES
10000,h2,1,10,mglcs_5_100_2_7.txt.out,3.5061e-05,4,YES
10000,h2,1,10,mglcs_5_100_2_8.txt.out,5.9645e-05,6,YES
10000,h2,1,10,mglcs_5_100_2_9.txt.out,6.17e-05,5,YES
10000,h2,1,10,mglcs_5_100_4_0.txt.out,0.000274982,9,YES
10000,h2,1,10,mglcs_5_100_4_1.txt.out,8.259e-05,3,YES
10000,h2,1,10,mglcs_5_100_4_2.txt.out,4.215e-05,1,YES
10000,h2,1,10,mglcs_5_100_4_3.txt.out,0.000204321,7,YES
10000,h2,1,10,mglcs_5_100_4_4.txt.out,6.25e-05,1,YES
10000,h2,1,10,mglcs_5_100_4_5.txt.out,9.546e-05,4,YES
10000,h2,1,10,mglcs_5_100_4_6.txt.out,0.0001017,4,YES
10000,h2,1,10,mglcs_5_100_4_7.txt.out,0.000105451,4,YES
10000,h2,1,10,mglcs_5_100_4_8.txt.out,9.13e-05,1,YES
10000,h2,1,10,mglcs_5_100_4_9.txt.out,5.899e-05,3,YES
10000,h2,1,10,mglcs_5_200_2_0.txt.out,6.968e-05,6,YES
10000,h2,1,10,mglcs_5_200_2_1.txt.out,3.002e-05,1,YES
10000,h2,1,10,mglcs_5_200_2_2.txt.out,3.221e-05,6,YES
10000,h2,1,10,mglcs_5_200_2_3.txt.out,2.056e-05,2,YES
10000,h2,1,10,mglcs_5_200_2_4.txt.out,6.4391e-05,5,YES
10000,h2,1,10,mglcs_5_200_2_5.txt.out,7.2251e-05,7,YES
10000,h2,1,10,mglcs_5_200_2_6.txt.out,9.1931e-05,9,YES
10000,h2,1,10,mglcs_5_200_2_7.txt.out,6.2431e-05,3,YES
10000,h2,1,10,mglcs_5_200_2_8.txt.out,7.885e-05,4,YES
10000,h2,1,10,mglcs_5_200_2_9.txt.out,0.000128181,10,YES
10000,h2,1,10,mglcs_5_200_4_0.txt.out,0.000189822,5,YES
10000,h2,1,10,mglcs_5_200_4_1.txt.out,0.000207582,4,YES
10000,h2,1,10,mglcs_5_200_4_2.txt.out,0.000146491,7,YES
10000,h2,1,10,mglcs_5_200_4_3.txt.out,3.483e-05,1,YES
10000,h2,1,10,mglcs_5_200_4_4.txt.out,0.00222698,20,YES
10000,h2,1,10,mglcs_5_200_4_5.txt.out,0.000454924,9,YES
10000,h2,1,10,mglcs_5_200_4_6.txt.out,0.000132651,5,YES
10000,h2,1,10,mglcs_5_200_4_7.txt.out,9.7671e-05,3,YES
10000,h2,1,10,mglcs_5_200_4_8.txt.out,0.000138621,8,YES
10000,h2,1,10,mglcs_5_200_4_9.txt.out,6.3831e-05,2,YES
10000,h2,1,10,mglcs_5_500_2_0.txt.out,2.129e-05,3,YES
10000,h2,1,10,mglcs_5_500_2_1.txt.out,6.7691e-05,8,YES
10000,h2,1,10,mglcs_5_500_2_2.txt.out,1.868e-05,2,YES
10000,h2,1,10,mglcs_5_500_2_3.txt.out,2.442e-05,2,YES
10000,h2,1,10,mglcs_5_500_2_4.txt.out,3.154e-05,8,YES
10000,h2,1,10,mglcs_5_500_2_5.txt.out,1.944e-05,2,YES
10000,h2,1,10,mglcs_5_500_2_6.txt.out,5.929e-05,7,YES
10000,h2,1,10,mglcs_5_500_2_7.txt.out,0.000248542,12,YES
10000,h2,1,10,mglcs_5_500_2_8.txt.out,8.289e-05,7,YES
10000,h2,1,10,mglcs_5_500_2_9.txt.out,0.000105901,8,YES
10000,h2,1,10,mglcs_5_500_4_0.txt.out,0.000652685,18,YES
10000,h2,1,10,mglcs_5_500_4_1.txt.out,3.234e-05,2,YES
10000,h2,1,10,mglcs_5_500_4_2.txt.out,0.000112981,5,YES
10000,h2,1,10,mglcs_5_500_4_3.txt.out,7.118e-05,5,YES
10000,h2,1,10,mglcs_5_500_4_4.txt.out,6.7421e-05,4,YES
10000,h2,1,10,mglcs_5_500_4_5.txt.out,0.000117231,13,YES
10000,h2,1,10,mglcs_5_500_4_6.txt.out,5.015e-05,2,YES
10000,h2,1,10,mglcs_5_500_4_7.txt.out,6.422e-05,3,YES
10000,h2,1,10,mglcs_5_500_4_8.txt.out,5.5471e-05,4,YES
10000,h2,1,10,mglcs_5_500_4_9.txt.out,3.004e-05,2,YES
10000,h2,1,10,mglcs_5_50_2_0.txt.out,4.5571e-05,5,YES
10000,h2,1,10,mglcs_5_50_2_1.txt.out,2.146e-05,2,YES
10000,h2,1,10,mglcs_5_50_2_2.txt.out,6.0931e-05,6,YES
10000,h2,1,10,mglcs_5_50_2_3.txt.out,2.268e-05,3,YES
10000,h2,1,10,mglcs_5_50_2_4.txt.out,0.000112961,14,YES
10000,h2,1,10,mglcs_5_50_2_5.txt.out,4.5886e-05,2,YES
10000,h2,1,10,mglcs_5_50_2_6.txt.out,7.1448e-05,4,YES
10000,h2,1,10,mglcs_5_50_2_7.txt.out,0.000122502,7,YES
10000,h2,1,10,mglcs_5_50_2_8.txt.out,9.2749e-05,4,YES
10000,h2,1,10,mglcs_5_50_2_9.txt.out,4.4978e-05,1,YES
10000,h2,1,10,mglcs_5_50_4_0.txt.out,0.000316452,11,YES
10000,h2,1,10,mglcs_5_50_4_1.txt.out,0.00100774,15,YES
10000,h2,1,10,mglcs_5_50_4_2.txt.out,0.000538968,10,YES
10000,h2,1,10,mglcs_5_50_4_3.txt.out,0.000117753,8,YES
10000,h2,1,10,mglcs_5_50_4_4.txt.out,0.000664195,17,YES
10000,h2,1,10,mglcs_5_50_4_5.txt.out,0.000186407,10,YES
10000,h2,1,10,mglcs_5_50_4_6.txt.out,7.8572e-05,2,YES
10000,h2,1,10,mglcs_5_50_4_7.txt.out,0.000142966,1,YES
10000,h2,1,10,mglcs_5_50_4_8.txt.out,0.000155677,6,YES
10000,h2,1,10,mglcs_5_50_4_9.txt.out,0.0005734,9,YES
10000,h5,1,10,mglcs_10_100_2_0.txt.out,3.7435e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_1.txt.out,9.5055e-05,2,YES
10000,h5,1,10,mglcs_10_100_2_2.txt.out,4.2045e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_3.txt.out,3.6388e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_4.txt.out,3.7785e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_5.txt.out,5.6222e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_6.txt.out,5.4477e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_7.txt.out,5.8178e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_8.txt.out,8.7023e-05,1,YES
10000,h5,1,10,mglcs_10_100_2_9.txt.out,5.7689e-05,1,YES
10000,h5,1,10,mglcs_10_100_4_0.txt.out,0.000134375,2,YES
10000,h5,1,10,mglcs_10_100_4_1.txt.out,0.000128717,3,YES
10000,h5,1,10,mglcs_10_100_4_2.txt.out,0.000148133,3,YES
10000,h5,1,10,mglcs_10_100_4_3.txt.out,0.000123842,2,YES
10000,h5,1,10,mglcs_10_100_4_4.txt.out,0.000216382,1,YES
10000,h5,1,10,mglcs_10_100_4_5.txt.out,9.2421e-05,4,YES
10000,h5,1,10,mglcs_10_100_4_6.txt.out,0.000104601,2,YES
10000,h5,1,10,mglcs_10_100_4_7.txt.out,0.000157732,1,YES
10000,h5,1,10,mglcs_10_100_4_8.txt.out,0.000251643,2,YES
10000,h5,1,10,mglcs_10_100_4_9.txt.out,9.0621e-05,2,YES
10000,h5,1,10,mglcs_10_200_2_0.txt.out,4.2691e-05,4,YES
10000,h5,1,10,mglcs_10_200_2_1.txt.out,6.9091e-05,4,YES
10000,h5,1,10,mglcs_10_200_2_2.txt.out,2.933e-05,3,YES
10000,h5,1,10,mglcs_10_200_2_3.txt.out,3.1151e-05,2,YES
10000,h5,1,10,mglcs_10_200_2_4.txt.out,3.5898e-05,2,YES
10000,h5,1,10,mglcs_10_200_2_5.txt.out,2.3571e-05,1,YES
10000,h5,1,10,mglcs_10_200_2_6.txt.out,3.064e-05,1,YES
10000,h5,1,10,mglcs_10_200_2_7.txt.out,5.027e-05,4,YES
10000,h5,1,10,mglcs_10_200_2_8.txt.out,2.696e-05,3,YES
10000,h5,1,10,mglcs_10_200_2_9.txt.out,2.088e-05,1,YES
10000,h5,1,10,mglcs_10_200_4_0.txt.out,6.03e-05,2,YES
10000,h5,1,10,mglcs_10_200_4_1.txt.out,5.694e-05,2,YES
10000,h5,1,10,mglcs_10_200_4_2.txt.out,0.000164411,2,YES
